"period","trtmnt_1988","type","censusdate","nind","biomass","energy"
1,"control","other",1977-07-16,1,162.5347738,259.013252088968
2,"control","other",1977-08-19,2,325.0695476,518.026504177937
3,"control","other",1977-09-11,2,325.0695476,518.026504177937
4,"control","other",1977-10-16,2,325.0695476,518.026504177937
5,"control","other",1977-11-12,3,487.6043214,777.039756266905
6,"control","other",1977-12-10,2,325.0695476,518.026504177937
7,"control","other",1978-01-08,3,325.0695476,518.026504177937
8,"control","other",1978-02-18,1,218,322.815691313065
9,"control","other",1978-03-11,2,162.5347738,259.013252088968
10,"control","other",1978-04-08,1,162.5347738,259.013252088968
11,"control","other",1978-05-17,0,0,0
12,"control","other",1978-06-08,1,200,302.61103653617
13,"control","other",1978-07-07,0,0,0
14,"control","other",1978-08-04,2,388,591.516017319357
15,"control","other",1978-09-03,3,544,842.814932114239
16,"control","other",1978-10-06,3,487.6043214,777.039756266905
17,"control","other",1978-11-04,1,218,322.815691313065
18,"control","other",1978-12-02,1,223,328.352943374228
19,"control","other",1979-01-28,0,0,0
20,"control","other",1979-02-24,0,0,0
21,"control","other",1979-03-31,0,0,0
22,"control","other",1979-04-28,3,491,769.701145920504
23,"control","other",1979-05-29,4,392,694.363901574203
24,"control","other",1979-07-03,1,206,309.394565929118
25,"control","other",1979-07-24,0,0,0
26,"control","other",1979-08-21,1,72,140.640900585978
27,"control","other",1979-09-22,0,0,0
28,"control","other",1979-10-24,3,577,867.23540915056
29,"control","other",1979-11-17,2,403,608.285172203128
30,"control","other",1980-01-15,3,512,801.143366305973
31,"control","other",1980-02-24,0,0,0
32,"control","other",1980-03-21,1,97,175.869717951792
33,"control","other",1980-04-17,0,0,0
34,"control","other",1980-05-17,2,261,434.687279388765
35,"control","other",1980-06-22,0,0,0
36,"control","other",1980-07-21,0,0,0
37,"control","other",1980-08-13,1,173,271.423123345174
38,"control","other",1980-09-07,1,172,270.245581240266
39,"control","other",1980-10-11,1,200,302.61103653617
40,"control","other",1980-11-08,1,193,294.632226815801
41,"control","other",1980-12-15,1,189,290.040482896577
42,"control","other",1981-01-11,1,199,301.47553442278
43,"control","other",1981-01-31,1,195,296.919161146276
44,"control","other",1981-03-08,0,0,0
45,"control","other",1981-05-03,0,0,0
46,"control","other",1981-06-04,0,0,0
47,"control","other",1981-07-07,1,130,219.06337816878
48,"control","other",1981-07-30,0,0,0
49,"control","other",1981-08-30,2,173,271.423123345174
50,"control","other",1981-09-29,1,208,311.644715912889
51,"control","other",1981-10-24,1,235,341.517657623666
52,"control","other",1981-11-22,2,456,666.14862656921
53,"control","other",1981-12-30,2,289,465.860874168125
54,"control","other",1982-01-24,3,385,586.988477294429
55,"control","other",1982-02-22,2,428,636.538175431448
56,"control","other",1982-03-29,2,331,521.309343252123
57,"control","other",1982-04-28,1,217,321.704448835697
58,"control","other",1982-05-21,4,500,820.983182258914
59,"control","other",1982-06-28,4,494,823.664154121695
60,"control","other",1982-07-25,1,219,323.925660155204
61,"control","other",1982-08-15,2,264,442.213420842728
62,"control","other",1982-09-18,0,0,0
63,"control","other",1982-11-21,2,353,545.233015808598
64,"control","other",1983-01-12,1,239,345.868246503692
65,"control","other",1983-02-26,0,0,0
66,"control","other",1983-03-14,0,0,0
67,"control","other",1983-04-16,1,94,171.774287809203
68,"control","other",1983-05-14,0,0,0
69,"control","other",1983-06-17,2,214,377.472001613992
70,"control","other",1983-07-16,2,278,458.784747027827
71,"control","other",1983-08-15,4,572,937.748015659443
72,"control","other",1983-09-10,4,605,981.288719591733
73,"control","other",1983-10-15,5,653.5347738,1039.84142523448
74,"control","other",1983-11-12,2,322,514.33672009307
75,"control","other",1983-12-08,2,320,511.767886778247
76,"control","other",1984-02-04,0,0,0
77,"control","other",1984-03-12,0,0,0
78,"control","other",1984-04-09,1,157,252.36958043541
79,"control","other",1984-05-27,2,254,430.511695985443
80,"control","other",1984-07-03,2,256,433.051750437308
81,"control","other",1984-07-31,2,132,221.586202550956
82,"control","other",1984-08-25,2,286,470.453550219037
83,"control","other",1984-09-29,1,146,238.988447613837
84,"control","other",1984-10-20,1,126,213.988372268528
85,"control","other",1984-12-30,1,0,0
86,"control","other",1985-01-19,1,0,0
87,"control","other",1985-02-16,0,0,0
88,"control","other",1985-03-16,0,0,0
89,"control","other",1985-05-23,0,0,0
90,"control","other",1985-06-15,2,349,546.250899759907
91,"control","other",1985-07-23,5,621,994.711078852774
92,"control","other",1985-08-19,3,400,665.961045341898
93,"control","other",1985-09-21,1,155,249.954546123968
94,"control","other",1985-10-12,3,462,745.328610494
95,"control","other",1985-11-16,1,192,293.486539779646
96,"control","other",1985-12-07,1,160,255.977771226647
97,"control","other",1986-03-08,2,410,614.838386543426
98,"control","other",1986-04-12,0,0,0
99,"control","other",1986-05-10,5,639,1067.76068245455
100,"control","other",1986-06-04,3,522,811.451382487509
101,"control","other",1986-07-03,2,318,508.365956581615
102,"control","other",1986-08-09,1,180,279.618978758663
103,"control","other",1986-09-06,3,514,806.346813025357
104,"control","other",1986-10-04,1,221,326.14180592157
105,"control","other",1986-11-15,0,0,0
106,"control","other",1986-12-14,1,210,313.889463284743
107,"control","other",1987-01-31,2,417,621.717173353809
108,"control","other",1987-03-01,1,259,367.355959327363
109,"control","other",1987-04-04,2,456,666.479646261404
110,"control","other",1987-04-25,4,655,1010.84055915047
111,"control","other",1987-05-28,3,432,680.887136071399
112,"control","other",1987-06-30,2,396,595.02263232429
113,"control","other",1987-07-25,4,717,1095.97396213491
114,"control","other",1987-08-25,4,563,926.290064017708
115,"control","other",1987-09-26,5,867,1355.67842717722
116,"control","other",1987-10-24,4,737,1136.07198269659
117,"control","other",1987-11-21,3,606,911.762960859833
118,"control","other",1988-01-23,2,351,548.367409697131
119,"control","other",1988-02-21,2,348.5347738,545.593975456399
120,"control","other",1988-03-20,2,408,613.188157647708
121,"control","other",1988-04-17,2,238,399.951993018426
122,"control","other",1988-05-14,1,178,277.285569194229
123,"control","other",1988-06-11,3,420,691.618807910318
124,"control","other",1988-07-14,2,281,464.283654372668
125,"control","other",1988-08-09,3,508,799.363733957031
126,"control","other",1988-09-11,1,161,257.176732043323
127,"control","other",1988-10-08,2,332.5347738,526.898598192423
128,"control","other",1988-11-05,0,0,0
129,"control","other",1988-12-13,3,438,670.663216476415
130,"control","other",1989-01-10,2,180.5347738,308.737319347232
131,"control","other",1989-02-04,2,117,224.260646247416
132,"control","other",1989-03-12,4,695,1069.57096404163
133,"control","other",1989-04-01,3,231,419.588053069514
134,"control","other",1989-05-09,2,251.5347738,423.888237975647
135,"control","other",1989-06-03,3,195,368.711256358241
136,"control","other",1989-07-03,4,168,357.638594114902
137,"control","other",1989-07-29,2,113,221.389717951792
138,"control","other",1989-09-03,0,0,0
139,"control","other",1989-10-07,2,325,517.008240132968
140,"control","other",1989-11-04,4,278,503.80976189762
141,"control","other",1989-12-04,3,129,274.974655698114
142,"control","other",1990-01-06,3,154,324.098633705487
143,"control","other",1990-01-29,3,278,481.305953391805
144,"control","other",1990-02-24,6,610,1037.95341633953
145,"control","other",1990-03-29,4,213,446.10883042562
146,"control","other",1990-04-24,2,156,288.989325772797
147,"control","other",1990-05-23,1,34,80.1164051605652
148,"control","other",1990-06-21,0,0,0
149,"control","other",1990-07-21,2,50,126.279276902962
150,"control","other",1990-08-16,0,0,0
151,"control","other",1990-09-22,2,321,512.705308863264
152,"control","other",1990-10-15,2,333,526.017310609197
153,"control","other",1990-11-10,0,0,0
154,"control","other",1990-12-15,1,193,294.632226815801
155,"control","other",1991-01-11,0,0,0
1,"exclosure","other",1977-07-16,1,88.46170213,164.126510130875
2,"exclosure","other",1977-08-19,1,162.5347738,259.013252088968
3,"exclosure","other",1977-09-11,0,0,0
4,"exclosure","other",1977-10-16,2,325.0695476,518.026504177937
5,"exclosure","other",1977-11-12,1,162.5347738,259.013252088968
6,"exclosure","other",1977-12-10,0,0,0
7,"exclosure","other",1978-01-08,1,162.5347738,259.013252088968
8,"exclosure","other",1978-02-18,1,228,333.859240945724
9,"exclosure","other",1978-03-11,1,0,0
10,"exclosure","other",1978-04-08,2,225,330.559128598803
11,"exclosure","other",1978-05-17,1,174,272.59896501792
12,"exclosure","other",1978-06-08,1,232,338.242561909173
13,"exclosure","other",1978-07-07,0,0,0
14,"exclosure","other",1978-08-04,1,179,278.453088719058
15,"exclosure","other",1978-09-03,1,181,280.783250621175
16,"exclosure","other",1978-10-06,1,162.5347738,259.013252088968
17,"exclosure","other",1978-11-04,0,0,0
18,"exclosure","other",1978-12-02,1,181,280.783250621175
19,"exclosure","other",1979-01-28,1,0,0
20,"exclosure","other",1979-02-24,0,0,0
21,"exclosure","other",1979-03-31,1,0,0
22,"exclosure","other",1979-04-28,2,126,213.988372268528
23,"exclosure","other",1979-05-29,2,40,90.5018089336904
24,"exclosure","other",1979-07-03,1,94,171.774287809203
25,"exclosure","other",1979-07-24,1,116,201.120230609569
26,"exclosure","other",1979-08-21,1,136,226.603413493298
27,"exclosure","other",1979-09-22,2,152,246.317323786337
28,"exclosure","other",1979-10-24,1,171,269.066326336279
29,"exclosure","other",1979-11-17,0,0,0
30,"exclosure","other",1980-01-15,0,0,0
31,"exclosure","other",1980-02-24,0,0,0
32,"exclosure","other",1980-03-21,0,0,0
33,"exclosure","other",1980-04-17,1,110,193.266588328572
34,"exclosure","other",1980-05-17,3,355,597.637127767622
35,"exclosure","other",1980-06-22,2,450,660.804465844971
36,"exclosure","other",1980-07-21,2,207,310.520320317005
37,"exclosure","other",1980-08-13,1,0,0
38,"exclosure","other",1980-09-07,1,205,308.267444499062
39,"exclosure","other",1980-10-11,1,212,316.12887228693
40,"exclosure","other",1980-11-08,2,315,503.775163374516
41,"exclosure","other",1980-12-15,2,309,496.339995028097
42,"exclosure","other",1981-01-11,1,118,203.715358184933
43,"exclosure","other",1981-01-31,2,353,548.168301519014
44,"exclosure","other",1981-03-08,1,223,328.352943374228
45,"exclosure","other",1981-05-03,1,56,116.480516210362
46,"exclosure","other",1981-06-04,2,228,396.795455826068
47,"exclosure","other",1981-07-07,1,76,146.461156997571
48,"exclosure","other",1981-07-30,0,0,0
49,"exclosure","other",1981-08-30,0,0,0
50,"exclosure","other",1981-09-29,0,0,0
51,"exclosure","other",1981-10-24,1,177,276.116408733003
52,"exclosure","other",1981-11-22,2,397,601.150771360627
53,"exclosure","other",1981-12-30,2,364,562.446196073267
54,"exclosure","other",1982-01-24,1,195,296.919161146276
55,"exclosure","other",1982-02-22,2,188,343.417228209045
56,"exclosure","other",1982-03-29,1,164,260.762509814053
57,"exclosure","other",1982-04-28,0,0,0
58,"exclosure","other",1982-05-21,2,304,492.346372348495
59,"exclosure","other",1982-06-28,3,401,666.524731708688
60,"exclosure","other",1982-07-25,6,783,1302.94018132435
61,"exclosure","other",1982-08-15,4,596.5347738,969.367511552639
62,"exclosure","other",1982-09-18,1,184,284.266468135325
63,"exclosure","other",1982-11-21,2,303,491.273635888982
64,"exclosure","other",1983-01-12,0,0,0
65,"exclosure","other",1983-02-26,1,235,341.517657623666
66,"exclosure","other",1983-03-14,0,0,0
67,"exclosure","other",1983-04-16,0,0,0
68,"exclosure","other",1983-05-14,2,267,446.221170622657
69,"exclosure","other",1983-06-17,4,460,778.909623402419
70,"exclosure","other",1983-07-16,2,290,473.960939425198
71,"exclosure","other",1983-08-15,5,734.5347738,1198.18447438243
72,"exclosure","other",1983-09-10,7,1175,1850.5427737847
73,"exclosure","other",1983-10-15,3,578,878.49672009307
74,"exclosure","other",1983-11-12,1,169,266.702627846071
75,"exclosure","other",1983-12-08,2,350,547.531150434495
76,"exclosure","other",1984-02-04,0,0,0
77,"exclosure","other",1984-03-12,0,0,0
78,"exclosure","other",1984-04-09,1,58,119.586804605943
79,"exclosure","other",1984-05-27,3,224,390.837665977983
80,"exclosure","other",1984-07-03,1,116,201.120230609569
81,"exclosure","other",1984-07-31,3,389,653.49906512856
82,"exclosure","other",1984-08-25,3,252,427.243223134344
83,"exclosure","other",1984-09-29,2,274,455.4759329959
84,"exclosure","other",1984-10-20,1,135,225.352610205948
85,"exclosure","other",1984-12-30,0,0,0
86,"exclosure","other",1985-01-19,0,0,0
87,"exclosure","other",1985-02-16,0,0,0
88,"exclosure","other",1985-03-16,0,0,0
89,"exclosure","other",1985-05-23,2,136,226.603413493298
90,"exclosure","other",1985-06-15,0,0,0
91,"exclosure","other",1985-07-23,2,236,407.296187422345
92,"exclosure","other",1985-08-19,4,595.0695476,968.694621874145
93,"exclosure","other",1985-09-21,1,162,258.373832550856
94,"exclosure","other",1985-10-12,0,0,0
95,"exclosure","other",1985-11-16,0,0,0
96,"exclosure","other",1985-12-07,0,0,0
97,"exclosure","other",1986-03-08,0,0,0
98,"exclosure","other",1986-04-12,0,0,0
99,"exclosure","other",1986-05-10,2,337,528.518670094384
100,"exclosure","other",1986-06-04,2,282,453.102201604684
101,"exclosure","other",1986-07-03,3,396,600.308921273869
102,"exclosure","other",1986-08-09,0,0,0
103,"exclosure","other",1986-09-06,1,196,298.060427430412
104,"exclosure","other",1986-10-04,3,539,837.671558844777
105,"exclosure","other",1986-11-15,1,167,264.331925625704
106,"exclosure","other",1986-12-14,1,216,320.591925382212
107,"exclosure","other",1987-01-31,0,0,0
108,"exclosure","other",1987-03-01,2,319,506.95742568406
109,"exclosure","other",1987-04-04,1,128,216.530831499695
110,"exclosure","other",1987-04-25,1,148,241.439627806472
111,"exclosure","other",1987-05-28,2,335,524.852840625622
112,"exclosure","other",1987-06-30,3,257,479.485985529912
113,"exclosure","other",1987-07-25,1,128,216.530831499695
114,"exclosure","other",1987-08-25,3,498,788.526783025549
115,"exclosure","other",1987-09-26,4,594,959.446734662173
116,"exclosure","other",1987-10-24,6,993,1572.21919493648
117,"exclosure","other",1987-11-21,3,470,754.659528479267
118,"exclosure","other",1988-01-23,1,162,258.373832550856
119,"exclosure","other",1988-02-21,2,325,516.543287859757
120,"exclosure","other",1988-03-20,2,192,293.486539779646
121,"exclosure","other",1988-04-17,1,166,263.143915412327
122,"exclosure","other",1988-05-14,2,165,261.954114666805
123,"exclosure","other",1988-06-11,2,317,506.327732252794
124,"exclosure","other",1988-07-14,1,173,271.423123345174
125,"exclosure","other",1988-08-09,3,500,788.055519852586
126,"exclosure","other",1988-09-11,3,589,894.935259324342
127,"exclosure","other",1988-10-08,3,406,675.315578527523
128,"exclosure","other",1988-11-05,3,413,683.838163579078
129,"exclosure","other",1988-12-13,3,189.5347738,339.150923022308
130,"exclosure","other",1989-01-10,4,194,366.42735701641
131,"exclosure","other",1989-02-04,4,194,366.42735701641
132,"exclosure","other",1989-03-12,2,30,86.7020814442282
133,"exclosure","other",1989-04-01,4,226,401.200284082692
134,"exclosure","other",1989-05-09,3,200,347.069219625445
135,"exclosure","other",1989-06-03,4,210,378.019189532194
136,"exclosure","other",1989-07-03,4,164,323.215890251869
137,"exclosure","other",1989-07-29,2,220,385.069831896419
138,"exclosure","other",1989-09-03,1,0,0
139,"exclosure","other",1989-10-07,1,92,169.025853231611
140,"exclosure","other",1989-11-04,1,128,216.530831499695
141,"exclosure","other",1989-12-04,1,14,41.1820814442282
142,"exclosure","other",1990-01-06,1,14,41.1820814442282
143,"exclosure","other",1990-01-29,2,25,75.6414069615669
144,"exclosure","other",1990-02-24,0,0,0
145,"exclosure","other",1990-03-29,2,125,236.635718383569
146,"exclosure","other",1990-04-24,1,0,0
147,"exclosure","other",1990-05-23,2,229,395.98484866682
148,"exclosure","other",1990-06-21,1,139,230.342123685968
149,"exclosure","other",1990-07-21,1,66,131.755944330015
150,"exclosure","other",1990-08-16,1,98,177.227790500499
151,"exclosure","other",1990-09-22,2,180,279.618978758663
152,"exclosure","other",1990-10-15,0,0,0
153,"exclosure","other",1990-11-10,1,160,255.977771226647
154,"exclosure","other",1990-12-15,0,0,0
155,"exclosure","other",1991-01-11,1,188,288.888765703038
1,"control","dipo",1977-07-16,7,381.09085982,784.74716617143
2,"control","dipo",1977-08-19,8,332.63608285,742.29425914905
3,"control","dipo",1977-09-11,11,700.7826812,1376.83912476972
4,"control","dipo",1977-10-16,16,1069.637802,2075.64712054623
5,"control","dipo",1977-11-12,11,595.9275604,1222.70031241141
6,"control","dipo",1977-12-10,13,877,1694.71839303086
7,"control","dipo",1978-01-08,13,733,1476.89222220121
8,"control","dipo",1978-02-18,11,885,1626.70602635705
9,"control","dipo",1978-03-11,8,765,1356.64609910811
10,"control","dipo",1978-04-08,12,954.9197947,1755.98479882972
11,"control","dipo",1978-05-17,13,1143,2087.36999455398
12,"control","dipo",1978-06-08,17,1365,2528.12201946028
13,"control","dipo",1978-07-07,18,1339,2526.45333396723
14,"control","dipo",1978-08-04,13,996,1858.66779381207
15,"control","dipo",1978-09-03,18,1487,2734.53572566652
16,"control","dipo",1978-10-06,12,999,1832.04329422321
17,"control","dipo",1978-11-04,11,703,1376.49285252331
18,"control","dipo",1978-12-02,13,874,1692.53196720567
19,"control","dipo",1979-01-28,7,385.52721657,788.735068426094
20,"control","dipo",1979-02-24,13,896,1730.02137034443
21,"control","dipo",1979-03-31,11,853,1605.46499125341
22,"control","dipo",1979-04-28,8,698,1275.14870496083
23,"control","dipo",1979-05-29,13,816,1626.02982048216
24,"control","dipo",1979-07-03,4,397,706.678082764563
25,"control","dipo",1979-07-24,6,477,895.523243623177
26,"control","dipo",1979-08-21,5,472,846.826236417401
27,"control","dipo",1979-09-22,7,566,1044.9457225832
28,"control","dipo",1979-10-24,9,579,1134.28209275465
29,"control","dipo",1979-11-17,9,701,1306.61394068221
30,"control","dipo",1980-01-15,12,687,1378.73610848343
31,"control","dipo",1980-02-24,12,767,1488.73583944167
32,"control","dipo",1980-03-21,10,758,1426.4814540845
33,"control","dipo",1980-04-17,13,909,1742.61741786883
34,"control","dipo",1980-05-17,13,927,1764.42493501764
35,"control","dipo",1980-06-22,13,986,1849.50430607956
36,"control","dipo",1980-07-21,8,710,1286.90664266893
37,"control","dipo",1980-08-13,8,676,1238.09961218354
38,"control","dipo",1980-09-07,9,817,1475.4887755408
39,"control","dipo",1980-10-11,10,903,1626.07546668619
40,"control","dipo",1980-11-08,14,1144,2113.16045731133
41,"control","dipo",1980-12-15,17,1308.9275604,2449.12725506629
42,"control","dipo",1981-01-11,15,1292.52721657,2354.53962290287
43,"control","dipo",1981-01-31,22,1687,3168.96404166695
44,"control","dipo",1981-03-08,17,1314,2445.11627781116
45,"control","dipo",1981-05-03,20,1626,2998.91005218199
46,"control","dipo",1981-06-04,16,1286,2362.51849670375
47,"control","dipo",1981-07-07,15,1117,2098.74371582896
48,"control","dipo",1981-07-30,12,810,1566.61358728617
49,"control","dipo",1981-08-30,8,628,1160.59580528829
50,"control","dipo",1981-09-29,8,774,1363.4369073632
51,"control","dipo",1981-10-24,10,775,1432.99992780442
52,"control","dipo",1981-11-22,16,1540,2722.80077458993
53,"control","dipo",1981-12-30,17,1286,2415.15609315126
54,"control","dipo",1982-01-24,11,660,1325.99988805639
55,"control","dipo",1982-02-22,22,1724.52721657,3218.54149751121
56,"control","dipo",1982-03-29,15,1125,2124.41379495657
57,"control","dipo",1982-04-28,21,1648,3085.90560427455
58,"control","dipo",1982-05-21,22,1802,3344.69720703251
59,"control","dipo",1982-06-28,23,1738,3288.53595701479
60,"control","dipo",1982-07-25,25,1912,3593.45297666037
61,"control","dipo",1982-08-15,25,1670.52721657,3238.0173213614
62,"control","dipo",1982-09-18,22,1345,2666.06725216848
63,"control","dipo",1982-11-21,23,1496,2910.84619381179
64,"control","dipo",1983-01-12,21,1436,2754.69149157601
65,"control","dipo",1983-02-26,23,1502,2930.11117811728
66,"control","dipo",1983-03-14,26,1882,3581.07616806065
67,"control","dipo",1983-04-16,26,1926.03951957,3655.78427506608
68,"control","dipo",1983-05-14,20,1720,3142.22483921619
69,"control","dipo",1983-06-17,17,1452,2644.15807934842
70,"control","dipo",1983-07-16,13,768,1531.67518783812
71,"control","dipo",1983-08-15,15,1064,2022.08677402071
72,"control","dipo",1983-09-10,25,2031,3745.69607081089
73,"control","dipo",1983-10-15,20,1555,2886.09140049748
74,"control","dipo",1983-11-12,29,1945,3757.99667264644
75,"control","dipo",1983-12-08,16,1053,2042.05648388702
76,"control","dipo",1984-02-04,15,1100,2083.52946723096
77,"control","dipo",1984-03-12,15,1097,2078.31808978367
78,"control","dipo",1984-04-09,12,1040.9275604,1904.27942436545
79,"control","dipo",1984-05-27,8,477,947.100548848338
80,"control","dipo",1984-07-03,7,366,755.517326288434
81,"control","dipo",1984-07-31,9,486,1003.79946919525
82,"control","dipo",1984-08-25,8,364,795.695443107451
83,"control","dipo",1984-09-29,13,705,1444.78726177327
84,"control","dipo",1984-10-20,22,1069,2262.86607206416
85,"control","dipo",1984-12-30,14,717,1500.25991696989
86,"control","dipo",1985-01-19,21,873,1937.86734173793
87,"control","dipo",1985-02-16,19,877,1883.65155371733
88,"control","dipo",1985-03-16,17,823,1736.82673701442
89,"control","dipo",1985-05-23,18,922,1915.95060595176
90,"control","dipo",1985-06-15,20,982,2066.26792629992
91,"control","dipo",1985-07-23,20,953,2021.510916111
92,"control","dipo",1985-08-19,15,639,1418.93419436404
93,"control","dipo",1985-09-21,21,1215,2461.92374335877
94,"control","dipo",1985-10-12,23,1250,2566.41611639853
95,"control","dipo",1985-11-16,23,1304.52721657,2640.67604000952
