"newmoonnumber","period","censusdate","month","day","year","treatment","plot","stake","species","sex","hfl","wgt","tag","ltag","heske_trtmnt","granivore","omnivore","small_granivore","grasshopper","dipo","type","energy"
63,60,1982-07-25,7,26,1982,"control",18,21,"DS","M",NA,92,"3335","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",169.025853231611
63,60,1982-07-25,7,26,1982,"control",14,21,"DM","M",NA,55,"3417","0","control",1,0,FALSE,FALSE,TRUE,"dipo",114.91700096632
63,60,1982-07-25,7,26,1982,"exclosure",15,22,"PM","F",NA,22,"3667","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",57.8001914615828
63,60,1982-07-25,7,26,1982,"control",11,31,"DM","F",NA,34,"3651","3647","control",1,0,FALSE,FALSE,TRUE,"dipo",80.1164051605652
63,60,1982-07-25,7,26,1982,"control",18,33,"DS","F",NA,117,"3056","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",202.41918070181
63,60,1982-07-25,7,26,1982,"control",14,33,"DS","M",NA,106,"3549","0","control",1,0,FALSE,FALSE,TRUE,"dipo",187.971352090702
63,60,1982-07-25,7,26,1982,"exclosure",15,36,"PF","F",NA,7,"3990","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",24.4870121320489
63,60,1982-07-25,7,26,1982,"control",12,37,"DM","F",NA,40,"3446","0","control",1,0,FALSE,FALSE,TRUE,"dipo",90.5018089336904
63,60,1982-07-25,7,26,1982,"control",14,37,"PF","M",NA,5,"3998","0","control",1,0,TRUE,FALSE,FALSE,"small_granivore",19.0256616765792
63,60,1982-07-25,7,26,1982,"control",13,37,"DO","F",NA,41,"3590","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",92.1934694843704
63,60,1982-07-25,7,26,1982,"control",18,42,"DM","F",NA,41,"3125","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",92.1934694843704
63,60,1982-07-25,7,26,1982,"control",11,44,"PP","F",NA,18,"13","0","control",1,0,TRUE,FALSE,FALSE,"small_granivore",49.7240672582641
63,60,1982-07-25,7,26,1982,"control",11,45,"DM","M",NA,34,"3387","0","control",1,0,FALSE,FALSE,TRUE,"dipo",80.1164051605652
63,60,1982-07-25,7,26,1982,"exclosure",15,45,"PF","M",NA,8,"1997","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",27.0663539374619
63,60,1982-07-25,7,26,1982,"control",11,51,"DM","M",NA,46,"2732","0","control",1,0,FALSE,FALSE,TRUE,"dipo",100.503373641219
63,60,1982-07-25,7,26,1982,"control",12,51,"DM","F",NA,21,"3658","0","control",1,0,FALSE,FALSE,TRUE,"dipo",55.8183169587426
63,60,1982-07-25,7,26,1982,"exclosure",15,52,"PF","F",NA,6,"2998","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",21.8135175789677
63,60,1982-07-25,7,26,1982,"control",13,53,"DM","F",NA,40,"3223","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",90.5018089336904
63,60,1982-07-25,7,26,1982,"control",12,54,"DM","M",NA,48,"2992","0","control",1,0,FALSE,FALSE,TRUE,"dipo",103.763161232581
63,60,1982-07-25,7,26,1982,"control",11,57,"DM","F",NA,22,"3649","0","control",1,0,FALSE,FALSE,TRUE,"dipo",57.8001914615828
63,60,1982-07-25,7,26,1982,"control",18,57,"NA","M",NA,181,"3450","0","exclosure_1988",0,1,FALSE,FALSE,FALSE,"other",280.783250621175
63,60,1982-07-25,7,26,1982,"control",14,57,"DM","M",NA,21,"3669","0","control",1,0,FALSE,FALSE,TRUE,"dipo",55.8183169587426
63,60,1982-07-25,7,26,1982,"control",12,61,"OT","M",NA,23,"3657","0","control",0,1,FALSE,TRUE,FALSE,"grasshopper",59.7596635079572
63,60,1982-07-25,7,26,1982,"control",18,61,"PF","F",NA,7,"1998","0","exclosure_1988",1,0,TRUE,FALSE,FALSE,"small_granivore",24.4870121320489
63,60,1982-07-25,7,26,1982,"control",13,61,"PF","M",NA,9,"4998","0","exclosure_1988",1,0,TRUE,FALSE,FALSE,"small_granivore",29.5661072852007
63,60,1982-07-25,7,26,1982,"control",12,62,"DM","F",NA,42,"2616","0","control",1,0,FALSE,FALSE,TRUE,"dipo",93.8748452722046
63,60,1982-07-25,7,26,1982,"control",12,63,"DM","M",NA,33,"3656","0","control",1,0,FALSE,FALSE,TRUE,"dipo",78.3425532205783
63,60,1982-07-25,7,26,1982,"control",14,64,"DM","M",NA,21,"3668","0","control",1,0,FALSE,FALSE,TRUE,"dipo",55.8183169587426
63,60,1982-07-25,7,26,1982,"control",12,65,"DS","M",NA,115,"3263","0","control",1,0,FALSE,FALSE,TRUE,"dipo",199.818477997998
63,60,1982-07-25,7,26,1982,"control",14,65,"DM","F",NA,40,"2739","0","control",1,0,FALSE,FALSE,TRUE,"dipo",90.5018089336904
63,60,1982-07-25,7,26,1982,"control",12,66,"DM","F",NA,42,"4988","0","control",1,0,FALSE,FALSE,TRUE,"dipo",93.8748452722046
63,60,1982-07-25,7,26,1982,"control",12,67,"DS",NA,NA,78,"-1","3655","control",1,0,FALSE,FALSE,TRUE,"dipo",149.342431655497
63,60,1982-07-25,7,26,1982,"control",18,67,"PM","F",NA,16,"3663","0","exclosure_1988",1,0,TRUE,FALSE,FALSE,"small_granivore",45.52
63,60,1982-07-25,7,26,1982,"control",11,71,"DS","M",NA,105,"3593","0","control",1,0,FALSE,FALSE,TRUE,"dipo",186.639791531301
63,60,1982-07-25,7,26,1982,"exclosure",15,73,"PF","M",NA,6,"2997","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",21.8135175789677
63,60,1982-07-25,7,26,1982,"control",11,74,"NA","F",NA,123,"3650","0","control",0,1,FALSE,FALSE,FALSE,"other",210.155664294767
63,60,1982-07-25,7,26,1982,"control",12,74,"OT","M",NA,23,"3653","0","control",0,1,FALSE,TRUE,FALSE,"grasshopper",59.7596635079572
63,60,1982-07-25,7,26,1982,"control",11,75,"DS","M",NA,98,"3595","0","control",1,0,FALSE,FALSE,TRUE,"dipo",177.227790500499
63,60,1982-07-25,7,26,1982,"exclosure",15,75,"PM","F",NA,22,"3384","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",57.8001914615828
63,60,1982-07-25,7,26,1982,"control",11,77,"DM","M",NA,45,"2473","0","control",1,0,FALSE,FALSE,TRUE,"dipo",98.8602380143538
63,60,1982-07-25,7,26,1982,"control",18,77,"DM","F",NA,34,"3608","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",80.1164051605652
63,60,1982-07-25,7,26,1982,"control",13,77,"DM","M",NA,46,"3057","3672","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",100.503373641219
63,60,1982-07-25,7,27,1982,"control",20,11,"DM","F",NA,38,"3615","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",87.0863249865208
63,60,1982-07-25,7,27,1982,"exclosure",19,12,"PM","M",NA,24,"3400","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",61.6979448064802
63,60,1982-07-25,7,27,1982,"control",20,17,"DO","F",NA,45,"3325","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",98.8602380143538
63,60,1982-07-25,7,27,1982,"control",20,22,"NA","F",NA,99,"-1","0","exclosure_1988",0,1,FALSE,FALSE,FALSE,"other",178.582402926163
63,60,1982-07-25,7,27,1982,"exclosure",21,25,"RM","F",NA,11,"3676","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",34.3681994673169
63,60,1982-07-25,7,27,1982,"exclosure",19,42,"PM","F",NA,25,"3473","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",63.616133959869
63,60,1982-07-25,7,27,1982,"exclosure",19,44,"PF","F",NA,6,"8600","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",21.8135175789677
63,60,1982-07-25,7,27,1982,"exclosure",21,45,"PF","M",NA,8,"5114","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",27.0663539374619
63,60,1982-07-25,7,27,1982,"exclosure",19,52,"PF","M",NA,7,"8601","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",24.4870121320489
63,60,1982-07-25,7,27,1982,"control",20,54,"DM","F",NA,41,"3093","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",92.1934694843704
63,60,1982-07-25,7,27,1982,"exclosure",19,56,"PE","M",NA,18,"3674","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",49.7240672582641
63,60,1982-07-25,7,27,1982,"control",20,63,"NA","F",NA,120,"3678","0","exclosure_1988",0,1,FALSE,FALSE,FALSE,"other",206.29951213152
63,60,1982-07-25,7,27,1982,"control",20,64,"NA","F",NA,184,"3679","0","exclosure_1988",0,1,FALSE,FALSE,FALSE,"other",284.266468135325
63,60,1982-07-25,7,27,1982,"exclosure",21,66,"PF","M",NA,8,"1990","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",27.0663539374619
63,60,1982-07-25,7,27,1982,"control",20,66,"OT","M",NA,31,"3092","3680","exclosure_1988",0,1,FALSE,TRUE,FALSE,"grasshopper",74.7538451814357
63,60,1982-07-25,7,27,1982,"exclosure",19,67,"PE","M",NA,22,"3258","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",57.8001914615828
63,60,1982-07-25,7,27,1982,"control",20,72,"OT","F",NA,20,"3677","0","exclosure_1988",0,1,FALSE,TRUE,FALSE,"grasshopper",53.8126975522807
63,60,1982-07-25,7,27,1982,"exclosure",19,74,"PM","M",NA,22,"3433","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",57.8001914615828
63,60,1982-07-25,7,27,1982,"control",20,74,"DS","M",NA,122,"3320","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",208.872920612232
64,61,1982-08-15,8,15,1982,"control",12,11,"DS","M",52,121,"3396","0","control",1,0,FALSE,FALSE,TRUE,"dipo",207.587545628344
64,61,1982-08-15,8,15,1982,"control",11,11,"DM","F",36,33,"3651","0","control",1,0,FALSE,FALSE,TRUE,"dipo",78.3425532205783
64,61,1982-08-15,8,15,1982,"exclosure",19,11,"PM","F",20,18,"3663","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",49.7240672582641
64,61,1982-08-15,8,15,1982,"control",20,11,"OT","M",20,28,"4928","0","exclosure_1988",0,1,FALSE,TRUE,FALSE,"grasshopper",69.259729318276
64,61,1982-08-15,8,15,1982,"control",11,14,"DS","F",49,105,"3107","0","control",1,0,FALSE,FALSE,TRUE,"dipo",186.639791531301
64,61,1982-08-15,8,15,1982,"control",18,15,"DM","F",36,40,"3125","3462","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",90.5018089336904
64,61,1982-08-15,8,15,1982,"control",20,15,"DO","F",35,47,"3325","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",102.137602618615
64,61,1982-08-15,8,15,1982,"control",18,16,"DS","M",48,126,"2450","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",213.988372268528
64,61,1982-08-15,8,15,1982,"control",12,21,"PP","F",22,15,"2","0","control",1,0,TRUE,FALSE,FALSE,"small_granivore",43.3691300549964
64,61,1982-08-15,8,15,1982,"control",18,21,"DS","M",48,95,"3335","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",173.143012844186
64,61,1982-08-15,8,15,1982,"control",20,21,"DM","F",38,38,"3615","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",87.0863249865208
64,61,1982-08-15,8,15,1982,"control",11,22,"PP","F",21,19,"13","0","control",1,0,TRUE,FALSE,FALSE,"small_granivore",51.7818386467049
64,61,1982-08-15,8,15,1982,"control",12,24,"DM","M",36,51,"2921","0","control",1,0,FALSE,FALSE,TRUE,"dipo",108.590016337657
64,61,1982-08-15,8,15,1982,"control",12,31,"DM","F",36,34,"2616","0","control",1,0,FALSE,FALSE,TRUE,"dipo",80.1164051605652
64,61,1982-08-15,8,15,1982,"control",11,31,"DS","M",51,98,"3593","0","control",1,0,FALSE,FALSE,TRUE,"dipo",177.227790500499
64,61,1982-08-15,8,15,1982,"control",18,31,"DS","F",52,120,"3056","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",206.29951213152
64,61,1982-08-15,8,15,1982,"exclosure",21,32,"PF","M",15,8,"5114","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",27.0663539374619
64,61,1982-08-15,8,15,1982,"exclosure",21,34,"OL","M",20,37,"3418","4954","exclosure_1977",0,1,FALSE,TRUE,FALSE,"grasshopper",85.3617990345562
64,61,1982-08-15,8,15,1982,"control",12,35,"PP","F",23,16,"5001","0","control",1,0,TRUE,FALSE,FALSE,"small_granivore",45.52
64,61,1982-08-15,8,15,1982,"control",12,36,"DM","F",38,41,"3446","0","control",1,0,FALSE,FALSE,TRUE,"dipo",92.1934694843704
64,61,1982-08-15,8,15,1982,"control",18,36,"PM","M",20,23,"3433","0","exclosure_1988",1,0,TRUE,FALSE,FALSE,"small_granivore",59.7596635079572
64,61,1982-08-15,8,15,1982,"control",11,37,"DM","F",34,28,"3649","0","control",1,0,FALSE,FALSE,TRUE,"dipo",69.259729318276
64,61,1982-08-15,8,15,1982,"control",20,41,"DM","F",36,43,"3093","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",95.5462415403459
64,61,1982-08-15,8,15,1982,"control",12,43,"DM","M",34,29,"3163","0","control",1,0,FALSE,FALSE,TRUE,"dipo",71.1067394489141
64,61,1982-08-15,8,15,1982,"control",12,45,"OL","M",22,34,"3243","0","control",0,1,FALSE,TRUE,FALSE,"grasshopper",80.1164051605652
64,61,1982-08-15,8,15,1982,"control",11,45,"RM","M",16,11,"5113","0","control",1,0,TRUE,FALSE,FALSE,"small_granivore",34.3681994673169
64,61,1982-08-15,8,15,1982,"control",11,46,"DM","M",34,38,"3387","0","control",1,0,FALSE,FALSE,TRUE,"dipo",87.0863249865208
64,61,1982-08-15,8,15,1982,"control",18,46,"DM","M",37,44,"4990","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",97.2079476020466
64,61,1982-08-15,8,15,1982,"control",6,47,"DS","F",52,112,"3551","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",195.896097056391
