"newmoonnumber","period","censusdate","month","day","year","treatment","plot","stake","species","sex","hfl","wgt","tag","ltag","heske_trtmnt","granivore","omnivore","small_granivore","grasshopper","dipo","type","energy"
1,1,1977-07-16,7,18,1977,"control",12,24,"PP","F",17,17.61851292,"0","0","control",1,0,TRUE,FALSE,FALSE,"small_granivore",48.9315759427635
1,1,1977-07-16,7,18,1977,"control",18,26,"DM","F",32,43.52721657,"0","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",96.4235104463235
1,1,1977-07-16,7,18,1977,"control",21,31,"DM","F",36,43.52721657,"0","0","exclosure_1977",1,0,FALSE,FALSE,TRUE,"dipo",96.4235104463235
1,1,1977-07-16,7,18,1977,"control",12,34,"DM","F",26,43.52721657,"0","0","control",1,0,FALSE,FALSE,TRUE,"dipo",96.4235104463235
1,1,1977-07-16,7,18,1977,"control",18,46,"DM","M",37,43.52721657,"0","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",96.4235104463235
1,1,1977-07-16,7,18,1977,"control",20,54,"DM","M",34,43.52721657,"0","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",96.4235104463235
1,1,1977-07-16,7,18,1977,"control",12,62,"DS","M",45,119.9275604,"0","0","control",1,0,FALSE,FALSE,TRUE,"dipo",206.206103493489
1,1,1977-07-16,7,18,1977,"control",19,64,"DM","M",33,43.52721657,"0","0","exclosure_1977",1,0,FALSE,FALSE,TRUE,"dipo",96.4235104463235
1,1,1977-07-16,7,18,1977,"control",19,66,"PE","M",20,21.98281643,"0","0","exclosure_1977",1,0,TRUE,FALSE,FALSE,"small_granivore",57.7663285988927
1,1,1977-07-16,7,18,1977,"control",19,77,"DM","M",35,43.52721657,"0","0","exclosure_1977",1,0,FALSE,FALSE,TRUE,"dipo",96.4235104463235
2,2,1977-08-19,8,19,1977,"control",3,13,"DM","M",35,40,"0","0","exclosure_1977",1,0,FALSE,FALSE,TRUE,"dipo",90.5018089336904
2,2,1977-08-19,8,19,1977,"control",8,33,"DO","F",32,52,"0","0","control",1,0,FALSE,FALSE,TRUE,"dipo",110.18304597148
2,2,1977-08-19,8,19,1977,"control",3,64,"DS","F",44,119.9275604,"0","0","exclosure_1977",1,0,FALSE,FALSE,TRUE,"dipo",206.206103493489
2,2,1977-08-19,8,19,1977,"control",8,65,"PF","M",12,7,"0","0","control",1,0,TRUE,FALSE,FALSE,"small_granivore",24.4870121320489
2,2,1977-08-19,8,19,1977,"control",8,67,"DM","F",32,22,"0","0","control",1,0,FALSE,FALSE,TRUE,"dipo",57.8001914615828
2,2,1977-08-19,8,20,1977,"control",6,11,"DM","F",37,37,"0","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",85.3617990345562
2,2,1977-08-19,8,20,1977,"control",19,12,"DM","F",35,43,"0","0","exclosure_1977",1,0,FALSE,FALSE,TRUE,"dipo",95.5462415403459
2,2,1977-08-19,8,20,1977,"control",18,14,"DM","F",33,40,"0","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",90.5018089336904
2,2,1977-08-19,8,20,1977,"control",18,17,"DM","F",35,45,"0","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",98.8602380143538
2,2,1977-08-19,8,20,1977,"control",12,22,"PP","F",20,15,"0","0","control",1,0,TRUE,FALSE,FALSE,"small_granivore",43.3691300549964
2,2,1977-08-19,8,20,1977,"control",18,23,"DM","M",35,29,"0","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",71.1067394489141
2,2,1977-08-19,8,20,1977,"control",11,24,"DS","F",50,119.9275604,"0","0","control",1,0,FALSE,FALSE,TRUE,"dipo",206.206103493489
2,2,1977-08-19,8,20,1977,"control",6,26,"DM","M",35,39,"0","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",88.7995411482622
2,2,1977-08-19,8,20,1977,"control",18,27,"DM",NA,NA,42,"0","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",93.8748452722046
2,2,1977-08-19,8,20,1977,"control",18,31,"DM","F",36,43,"0","0","exclosure_1988",1,0,FALSE,FALSE,TRUE,"dipo",95.5462415403459
