"period","censusdate","era","plot_type","total_e","dipo_e","smgran_e","pb_e","pp_e","nplots"
159,1991-05-13,"a_pre_ba","XC",110.75983546759,0,110.75983546759,0,19.9198878359857,3
160,1991-06-13,"a_pre_ba","CC",269.7581421166,269.7581421166,0,0,0,3
160,1991-06-13,"a_pre_ba","EC",18.8774870742209,0,18.8774870742209,0,0,3
160,1991-06-13,"a_pre_ba","XC",94.1355075581791,0,94.1355075581791,0,0,3
161,1991-07-12,"a_pre_ba","CC",294.045652314629,251.749237262346,42.2964150522831,0,31.0524998408975,3
161,1991-07-12,"a_pre_ba","EC",133.485497553901,0,133.485497553901,0,101.313040540861,3
161,1991-07-12,"a_pre_ba","XC",155.479806808258,0,155.479806808258,0,49.6737503885635,3
162,1991-08-07,"a_pre_ba","CC",366.643569917038,325.873429518463,40.7701403985753,0,31.7480224194214,3
162,1991-08-07,"a_pre_ba","EC",135.443517602881,0,135.443517602881,0,107.678249642545,3
162,1991-08-07,"a_pre_ba","XC",88.6103401557485,0,88.6103401557485,0,17.9375658507602,3
163,1991-09-09,"a_pre_ba","CC",321.213216767194,305.33405025963,15.8791665075641,0,15.8791665075641,3
163,1991-09-09,"a_pre_ba","EC",124.744860313541,0,124.744860313541,0,90.4338633356475,3
163,1991-09-09,"a_pre_ba","XC",85.2071139035253,27.8751932728726,57.3319206306527,0,0,3
164,1991-10-10,"a_pre_ba","CC",370.433250181946,305.567964443954,64.865285737992,0,0,3
164,1991-10-10,"a_pre_ba","EC",139.101104390512,0,139.101104390512,0,73.0913616360026,3
164,1991-10-10,"a_pre_ba","XC",93.4926067044953,0,93.4926067044953,0,12.2286058241519,3
165,1991-11-13,"a_pre_ba","CC",389.366994277508,318.549518220767,70.8174760567404,0,0,3
165,1991-11-13,"a_pre_ba","EC",273.141437601661,30.7311564947901,242.410281106871,0,38.1586231679702,3
165,1991-11-13,"a_pre_ba","XC",235.477894373771,0,235.477894373771,0,0,3
166,1991-12-07,"a_pre_ba","CC",426.051890176417,405.530780613573,20.5211095628439,0,0,3
166,1991-12-07,"a_pre_ba","EC",265.473789613234,62.0024962501029,203.471293363131,0,30.7669019992533,3
166,1991-12-07,"a_pre_ba","XC",347.958886846423,24.3126306639457,323.646256182477,0,0,3
167,1992-01-08,"a_pre_ba","CC",346.868602844881,326.347493282037,20.5211095628439,0,0,3
167,1992-01-08,"a_pre_ba","EC",85.0535668543249,33.501124547073,51.5524423072519,0,0,3
167,1992-01-08,"a_pre_ba","XC",81.0857521917801,0,81.0857521917801,0,0,3
168,1992-02-06,"a_pre_ba","CC",390.835018480084,349.334566535241,41.5004519448431,0,0,3
168,1992-02-06,"a_pre_ba","EC",166.649402263068,34.0458675395383,132.60353472353,0,0,3
168,1992-02-06,"a_pre_ba","XC",270.116530011602,143.1221939372,126.994336074402,0,0,3
169,1992-03-07,"a_pre_ba","CC",429.135651187982,328.499893504701,100.635757683281,0,0,3
169,1992-03-07,"a_pre_ba","EC",113.58165359531,0,113.58165359531,0,13.7273604814094,3
169,1992-03-07,"a_pre_ba","XC",181.060621387532,31.2916150907349,149.769006296797,0,0,3
170,1992-04-04,"a_pre_ba","CC",577.43691918709,553.734672704119,23.7022464829714,0,0,3
170,1992-04-04,"a_pre_ba","EC",182.429564439904,35.1267582399009,147.302806200003,0,51.7728678190832,3
170,1992-04-04,"a_pre_ba","XC",59.3740014535084,0,59.3740014535084,0,0,3
171,1992-05-02,"a_pre_ba","CC",348.09167666984,348.09167666984,0,0,0,3
171,1992-05-02,"a_pre_ba","EC",75.1157199700819,0,75.1157199700819,0,53.8042843859094,3
171,1992-05-02,"a_pre_ba","XC",37.6387167344324,0,37.6387167344324,0,15.1733333333333,3
172,1992-05-30,"a_pre_ba","CC",372.836436267391,372.836436267391,0,0,0,3
172,1992-05-30,"a_pre_ba","EC",92.7265405799024,0,92.7265405799024,0,73.0158023897686,3
172,1992-05-30,"a_pre_ba","XC",63.9575841732536,0,63.9575841732536,0,0,3
173,1992-07-03,"a_pre_ba","CC",504.555256720674,431.092868154273,73.4623885664016,0,61.2337827422497,3
173,1992-07-03,"a_pre_ba","EC",91.5066245247096,0,91.5066245247096,0,61.2337827422497,3
173,1992-07-03,"a_pre_ba","XC",107.034509358779,0,107.034509358779,0,62.5539765510621,3
174,1992-07-30,"a_pre_ba","CC",353.227653320277,320.087873930477,33.1397793897991,0,33.1397793897991,3
174,1992-07-30,"a_pre_ba","EC",87.7737375182893,0,87.7737375182893,0,55.100682574988,3
174,1992-07-30,"a_pre_ba","XC",64.1819686349896,0,64.1819686349896,0,33.835301968323,3
175,1992-08-29,"a_pre_ba","CC",488.414765938649,406.634752799239,81.78001313941,0,72.7578951602561,3
175,1992-08-29,"a_pre_ba","EC",157.641710144437,0,157.641710144437,0,105.143424529644,3
175,1992-08-29,"a_pre_ba","XC",51.0250635023225,0,51.0250635023225,0,31.7583330151283,3
176,1992-09-26,"a_pre_ba","CC",626.280299245443,492.570980936398,133.709318309045,0,91.4027457997657,3
176,1992-09-26,"a_pre_ba","EC",151.961652376925,29.5998470494207,122.361805327505,0,75.7349612587015,3
176,1992-09-26,"a_pre_ba","XC",58.8305693080159,0,58.8305693080159,0,19.2667304871943,3
177,1992-10-18,"a_pre_ba","CC",603.622156905432,547.470607297978,56.1515496074541,0,14.4563766849988,3
177,1992-10-18,"a_pre_ba","EC",78.1363930021972,0,78.1363930021972,0,15.1733333333333,3
177,1992-10-18,"a_pre_ba","XC",58.945547954679,0,58.945547954679,0,0,3
178,1992-12-21,"a_pre_ba","CC",401.663988956595,401.663988956595,0,0,0,3
178,1992-12-21,"a_pre_ba","EC",97.4888817833316,63.1206823160147,34.3681994673169,0,0,3
178,1992-12-21,"a_pre_ba","XC",132.755151493956,63.6974943602306,69.0576571337252,0,0,3
179,1993-01-23,"a_pre_ba","CC",445.236484279983,445.236484279983,0,0,0,3
179,1993-01-23,"a_pre_ba","EC",114.548927417587,63.6942642914171,50.8546631261704,0,0,3
179,1993-01-23,"a_pre_ba","XC",53.579311230565,0,53.579311230565,0,0,3
180,1993-02-19,"a_pre_ba","CC",339.32990230403,339.32990230403,0,0,0,3
180,1993-02-19,"a_pre_ba","EC",113.412433569384,34.0458675395383,79.3665660298459,0,0,3
180,1993-02-19,"a_pre_ba","XC",35.9132781374094,0,35.9132781374094,0,0,3
181,1993-03-17,"a_pre_ba","CC",842.373833352108,805.846489982679,36.5273433694292,0,36.5273433694292,3
181,1993-03-17,"a_pre_ba","EC",72.4610789749778,0,72.4610789749778,0,18.6061056529142,3
181,1993-03-17,"a_pre_ba","XC",32.7497153869958,0,32.7497153869958,0,0,3
182,1993-04-23,"a_pre_ba","CC",304.625672771588,205.617593497933,99.0080792736548,0,87.5520127845492,3
182,1993-04-23,"a_pre_ba","EC",140.393053412116,42.9166675728155,97.4763858393007,0,87.6210167442338,3
182,1993-04-23,"a_pre_ba","XC",68.8017972734064,0,68.8017972734064,0,33.062482337913,3
183,1993-05-22,"a_pre_ba","CC",340.889574429075,294.201243562826,46.6883308662496,0,18.6061056529142,3
183,1993-05-22,"a_pre_ba","EC",64.3381854819563,0,64.3381854819563,0,52.1095796578044,3
183,1993-05-22,"a_pre_ba","XC",21.8384103703259,0,21.8384103703259,0,21.8384103703259,3
184,1993-06-18,"a_pre_ba","CC",253.058779936884,224.146026566886,28.9127533699976,0,28.9127533699976,3
184,1993-06-18,"a_pre_ba","EC",145.990520461661,0,145.990520461661,0,136.968402482507,3
184,1993-06-18,"a_pre_ba","XC",125.454982563709,0,125.454982563709,0,46.0639077924749,3
185,1993-07-14,"a_pre_ba","CC",329.312246462627,271.142832858889,58.1694136037379,0,17.9375658507602,3
185,1993-07-14,"a_pre_ba","EC",102.618266419745,0,102.618266419745,0,102.618266419745,3
185,1993-07-14,"a_pre_ba","XC",73.3133107553583,0,73.3133107553583,0,31.7169895672337,3
186,1993-08-19,"a_pre_ba","CC",332.214228657192,289.517894099391,42.696334557801,0,16.574689086088,3
186,1993-08-19,"a_pre_ba","EC",82.3256724017776,0,82.3256724017776,0,61.847487933518,3
186,1993-08-19,"a_pre_ba","XC",63.9873151200153,0,63.9873151200153,0,0,3
187,1993-09-16,"a_pre_ba","CC",253.954641879499,236.770186522996,17.1844553565036,0,0,3
187,1993-09-16,"a_pre_ba","EC",34.2966320805429,0,34.2966320805429,0,12.9851964963704,3
187,1993-09-16,"a_pre_ba","XC",10.665740467777,0,10.665740467777,0,0,3
188,1993-10-15,"a_pre_ba","CC",316.24536431434,298.201128356032,18.044235958308,0,0,3
188,1993-10-15,"a_pre_ba","EC",30.3764786579108,0,30.3764786579108,0,9.85536909506691,3
188,1993-10-15,"a_pre_ba","XC",37.570250895965,26.1141844068594,11.4560664891056,0,0,3
189,1993-11-13,"a_pre_ba","CC",265.035877042023,265.035877042023,0,0,0,3
189,1993-11-13,"a_pre_ba","EC",69.9596847466456,35.6630526661026,34.2966320805429,0,0,3
189,1993-11-13,"a_pre_ba","XC",101.449579364077,30.1672696445635,71.2823097195138,0,0,3
190,1993-12-14,"a_pre_ba","CC",202.298704706264,193.27658672711,9.02211797915398,0,0,3
190,1993-12-14,"a_pre_ba","EC",58.0829105579087,0,58.0829105579087,0,0,3
190,1993-12-14,"a_pre_ba","XC",85.1435570485559,61.4588847352983,23.6846723132575,0,0,3
191,1994-02-01,"a_pre_ba","CC",300.865180719631,300.865180719631,0,0,0,3
191,1994-02-01,"a_pre_ba","EC",40.8708651592693,31.8487471801153,9.02211797915398,0,0,3
191,1994-02-01,"a_pre_ba","XC",64.7927396378078,64.7927396378078,0,0,0,3
192,1994-02-20,"a_pre_ba","CC",406.469767205528,395.804026737751,10.665740467777,0,0,3
192,1994-02-20,"a_pre_ba","EC",51.5594853702491,31.8487471801153,19.7107381901338,0,0,3
192,1994-02-20,"a_pre_ba","XC",118.77204865314,98.2938641848808,20.4781844682596,0,0,3
193,1994-03-11,"a_pre_ba","CC",437.746132275562,437.746132275562,0,0,0,3
193,1994-03-11,"a_pre_ba","EC",52.4391489644549,31.2916150907349,21.14753387372,0,0,3
193,1994-03-11,"a_pre_ba","XC",18.8280778451266,0,18.8280778451266,0,0,3
194,1994-04-10,"a_pre_ba","CC",494.80860232827,487.537429801947,7.27117252632258,0,0,3
194,1994-04-10,"a_pre_ba","EC",67.1943864004708,32.4026492006822,34.7917371997886,0,15.1733333333333,3
194,1994-04-10,"a_pre_ba","XC",27.240429553865,0,27.240429553865,0,16.574689086088,3
195,1994-05-18,"a_pre_ba","CC",280.48246434898,280.48246434898,0,0,0,3
195,1994-05-18,"a_pre_ba","EC",69.2533601932808,61.9821876669582,7.27117252632258,0,0,3
195,1994-05-18,"a_pre_ba","XC",46.4335527369483,0,46.4335527369483,0,14.4563766849988,3
196,1994-06-14,"a_pre_ba","CC",267.144098839485,259.872926313162,7.27117252632258,0,0,3
196,1994-06-14,"a_pre_ba","EC",49.7144684758871,0,49.7144684758871,0,49.7144684758871,3
196,1994-06-14,"a_pre_ba","XC",56.8244517030566,0,56.8244517030566,0,56.8244517030566,3
197,1994-07-08,"a_pre_ba","CC",213.907151789279,213.907151789279,0,0,0,3
197,1994-07-08,"a_pre_ba","EC",35.1981787329952,0,35.1981787329952,0,35.1981787329952,3
197,1994-07-08,"a_pre_ba","XC",36.5273433694292,0,36.5273433694292,0,36.5273433694292,3
198,1994-08-17,"a_pre_ba","CC",232.5372443073,223.515126328146,9.02211797915398,0,0,3
198,1994-08-17,"a_pre_ba","EC",82.3911605865058,31.8487471801153,50.5424134063905,0,31.6649263321696,3
198,1994-08-17,"a_pre_ba","XC",60.3616393336655,0,60.3616393336655,0,49.6958988658885,3
199,1994-09-06,"a_pre_ba","CC",263.841646601464,263.841646601464,0,0,0,3
199,1994-09-06,"a_pre_ba","EC",59.6670189563944,33.501124547073,26.1658944093214,0,16.3105253142545,3
199,1994-09-06,"a_pre_ba","XC",15.8791665075641,0,15.8791665075641,0,15.8791665075641,3
200,1994-10-12,"a_pre_ba","CC",300.1506845772,291.98834719985,8.16233737734962,0,0,3
200,1994-10-12,"a_pre_ba","EC",71.7268167473336,32.4026492006822,39.3241675466514,0,30.3020495674974,3
200,1994-10-12,"a_pre_ba","XC",25.0287024284002,0,25.0287024284002,0,15.1733333333333,3
201,1994-11-01,"a_pre_ba","CC",292.419836662535,284.257499285185,8.16233737734962,0,0,3
201,1994-11-01,"a_pre_ba","EC",80.2476668869558,31.2916150907349,48.956051796221,0,13.7273604814094,3
201,1994-11-01,"a_pre_ba","XC",48.2916786533218,0,48.2916786533218,0,17.260612882235,3
202,1994-12-04,"a_pre_ba","CC",260.754370884686,260.754370884686,0,0,0,3
202,1994-12-04,"a_pre_ba","EC",76.0730269881894,31.8487471801153,44.2242798080741,0,0,3
202,1994-12-04,"a_pre_ba","XC",99.0343941094527,65.8946147196536,33.1397793897991,0,0,3
203,1995-01-11,"a_pre_ba","CC",239.792054036531,239.792054036531,0,0,0,3
203,1995-01-11,"a_pre_ba","EC",77.9357912828969,60.7513359263933,17.1844553565036,0,0,3
203,1995-01-11,"a_pre_ba","XC",10.665740467777,0,10.665740467777,0,0,3
204,1995-02-04,"a_pre_ba","CC",212.301708888337,212.301708888337,0,0,0,3
204,1995-02-04,"a_pre_ba","EC",80.3872052206317,37.782120738569,42.6050844820627,0,0,3
204,1995-02-04,"a_pre_ba","XC",37.6254242976912,0,37.6254242976912,0,0,3
205,1995-03-04,"a_pre_ba","CC",315.191402630668,301.464042149259,13.7273604814094,0,0,3
205,1995-03-04,"a_pre_ba","EC",134.50740420439,72.3829031270582,62.1245010773321,0,15.1733333333333,3
205,1995-03-04,"a_pre_ba","XC",22.8943462919289,0,22.8943462919289,0,0,3
206,1995-04-01,"a_pre_ba","CC",545.370430654575,527.352724182158,18.0177064724165,0,0,3
206,1995-04-01,"a_pre_ba","EC",111.167769119125,68.6164653375539,42.5513037815711,0,0,3
206,1995-04-01,"a_pre_ba","XC",37.2122113058284,0,37.2122113058284,0,18.6061056529142,3
207,1995-04-29,"a_pre_ba","CC",469.555921457214,459.700552362147,9.85536909506691,0,0,3
207,1995-04-29,"a_pre_ba","EC",75.6961169672923,32.4026492006822,43.2934677666101,0,0,3
207,1995-04-29,"a_pre_ba","XC",62.3877233084695,0,62.3877233084695,0,0,3
208,1995-06-07,"a_pre_ba","CC",433.227844789238,416.65315570315,16.574689086088,0,16.574689086088,3
208,1995-06-07,"a_pre_ba","EC",20.5211095628439,0,20.5211095628439,0,0,3
208,1995-06-07,"a_pre_ba","XC",78.6731381981206,0,78.6731381981206,0,0,3
209,1995-06-27,"a_pre_ba","CC",467.4516571183,457.596288023233,9.85536909506691,0,0,3
209,1995-06-27,"a_pre_ba","EC",94.192916665178,0,94.192916665178,0,68.1631709927206,3
209,1995-06-27,"a_pre_ba","XC",73.5182595227316,0,73.5182595227316,0,15.1733333333333,3
210,1995-07-20,"a_pre_ba","CC",681.75952368483,652.365891344965,29.3936323398659,0,17.9375658507602,3
210,1995-07-20,"a_pre_ba","EC",120.169725718901,0,120.169725718901,0,101.341647873775,3
210,1995-07-20,"a_pre_ba","XC",59.110675300503,0,59.110675300503,0,15.8791665075641,3
211,1995-08-26,"a_pre_ba","CC",554.401399318575,488.51190454178,65.8894947767949,0,45.368385213951,3
211,1995-08-26,"a_pre_ba","EC",183.785115532652,37.2561448871574,146.528970645495,0,99.8506969760876,3
211,1995-08-26,"a_pre_ba","XC",73.9011664719065,0,73.9011664719065,0,49.4599034864305,3
212,1995-09-23,"a_pre_ba","CC",666.896804900797,563.619046992016,103.27775790878,0,50.1656972145911,3
212,1995-09-23,"a_pre_ba","EC",239.248754066168,37.2561448871574,201.992609179011,0,77.1858624133207,3
212,1995-09-23,"a_pre_ba","XC",88.0340492266412,0,88.0340492266412,0,32.4339462155683,3
213,1995-10-28,"a_pre_ba","CC",653.559316561768,516.699874118574,136.859442443194,0,31.0524998408975,3
213,1995-10-28,"a_pre_ba","EC",245.968276089995,36.1966721125524,209.771603977443,23.7022464829714,61.3777324377535,3
213,1995-10-28,"a_pre_ba","XC",137.075472404693,36.1966721125524,100.878800292141,0,38.0391062614751,3
