"","year","month","mintemp","maxtemp","meantemp","precipitation","locally_measured","battery_low","warm_days","cool_precip","warm_precip","anomaly_ppt","anomaly_mint","anomaly_maxt","anomaly_meant","date","numdate","datestr","newdate","precip_interp","temp_interp","thorn","cbal","spei1","spei6","spei12","spei18","oera"
"28",1991,4,7.23133333333333,24.7526666666667,16.6801875,0,TRUE,NA,258.033333333333,82.804,297.366266666667,0,1.93133333333333,-0.647333333333332,1.2801875,1991-04-01,7760,"1991-01-4",1991-04-01,0,16.6801875,59.36741843014,-59.36741843014,0.388623328054429,1.14690751238236,1.27791145437593,0.997173077013648,"a"
"29",1991,5,11.9132580645161,29.7587096774194,21.5947795698925,6.096,TRUE,NA,256,82.804,291.39535483871,0.833926128590971,1.91325806451613,-0.441290322580645,1.49477956989247,1991-05-01,7790,"1991-01-5",1991-05-01,6.096,21.5947795698925,106.606987994062,-100.510987994062,0.659047316381646,0.917209948544808,1.23274668408253,1.08605216446529,"a"
"30",1991,6,15.868,33.0173333333333,24.8289861111111,17.526,TRUE,NA,256,82.804,300.930733333333,1.55510204081633,0.968,-1.48266666666667,0.128986111111111,1991-06-01,7821,"1991-01-6",1991-06-01,17.526,24.8289861111111,138.338038591214,-120.812038591214,1.53759424300444,1.5104164125655,1.51309377310212,1.36805725954212,"a"
"31",1991,7,18.6341935483871,32.8074193548387,25.2357123655914,61.214,TRUE,NA,256,82.804,276.794451612903,0.814882854100106,0.434193548387096,-1.3925806451613,-0.964287634408603,1991-07-01,7851,"1991-01-7",1991-07-01,61.214,25.2357123655914,145.78237683172,-84.56837683172,0.52994242469071,1.6514481521519,1.42689954070606,1.42342450556333,"a"
"32",1991,8,18.1625806451613,32.2209677419355,24.5694220430108,43.688,TRUE,NA,256,82.804,257.49864516129,0.672226496384059,0.762580645161293,-0.179032258064517,-0.330577956989245,1991-08-01,7882,"1991-01-8",1991-08-01,43.688,24.5694220430108,131.927103853276,-88.239103853276,0.237822886540337,1.28505883786514,1.33395501315577,1.35653628430876,"a"
"33",1991,9,15.3143333333333,28.8523333333333,21.7136111111111,37.084,TRUE,NA,256,82.804,264.244666666667,1.15131946600435,1.01433333333333,-2.04766666666666,-0.886388888888892,1991-09-01,7913,"1991-01-9",1991-09-01,37.084,21.7136111111111,93.6047458446188,-56.5207458446188,0.674123136110495,0.999829834926326,1.3420687729991,1.48099862943567,"a"
"34",1991,10,6.01741935483871,24.431935483871,17.2834006410256,18.7,FALSE,NA,251.258064516129,85.1523870967742,235.664,0.589905362776025,-1.98258064516129,-1.76806451612903,0.183400641025639,1991-10-01,7943,"1991-01-10",1991-10-01,18.7,17.2834006410256,57.4976909270266,-38.7976909270267,0.434582061246255,0.994827210843425,1.47302568944009,1.57155233446482,"a"
"35",1991,11,-2.77666666666667,14.2633333333333,8.06,31.3,FALSE,NA,235.433333333333,80.0155333333333,241.883333333333,1.51134717527764,-4.57666666666667,-5.83666666666667,-2.84,1991-11-01,7974,"1991-01-11",1991-11-01,31.3,8.06,12.0945109563968,19.2054890436032,1.25127532424207,1.13260874897713,1.46349993251074,1.68267777868701,"a"
"36",1991,12,0.713064516129032,11.6768387096774,6.2205,104.17,FALSE,NA,231.903225806452,90.179935483871,266.165870967742,3.20918052988293,2.41306451612903,-3.42316129032258,-0.4795,1991-12-01,8004,"1991-01-12",1991-12-01,104.17,6.2205,7.36325760031848,96.8067423996815,1.61821954684001,1.39180107761748,1.85696578663521,1.81490678606479,"a"
"37",1992,1,-0.432806451612903,10.7735483870968,4.88399596774194,22.352,TRUE,NA,230.290322580645,124.822258064516,270.557612903226,0.977777777777778,1.0671935483871,-4.52645161290323,-2.01600403225807,1992-01-01,8035,"1992-01-1",1992-01-01,22.352,4.88399596774194,4.72980551652691,17.6221944834731,0.67409731027159,1.32164834715823,1.69975049786449,1.73453694122491,"a"
"38",1992,2,3.38548275862069,15.7975862068966,9.32318678160919,16.002,TRUE,NA,231.413793103448,122.907793103448,271.160827586207,0.817262512768131,3.48548275862069,-1.80241379310345,0.523186781609194,1992-02-01,8066,"1992-01-2",1992-02-01,16.002,9.32318678160919,15.5506308265982,0.451369173401819,0.350435047862398,1.49543805813968,1.62845766306579,1.69337888651054,"a"
"39",1992,3,5.08,18.7058064516129,11.6878333333333,43.434,TRUE,NA,234.258064516129,119.889741935484,266.616516129032,2.68111111111111,2.78,-2.2941935483871,-0.0121666666666655,1992-03-01,8095,"1992-01-3",1992-03-01,43.434,11.6878333333333,28.7172621780053,14.7167378219947,1.92574789102788,1.69083648842563,1.68910168875633,1.80706560573958,"a"
"40",1992,4,9.89273333333333,26.6413333333333,18.5102888888889,1.524,TRUE,NA,243.633333333333,112.958,290.123533333333,0.173972602739726,4.59273333333333,1.24133333333333,3.11028888888889,1992-04-01,8126,"1992-01-4",1992-04-01,1.524,18.5102888888889,72.3868790620448,-70.8628790620448,-0.457462353080681,1.7146099414494,1.63645075893686,1.77850513873207,"a"
"41",1992,5,12.2693548387097,26.1593548387097,18.8161559139785,70.104,TRUE,NA,245.967741935484,112.958,326.380258064516,9.59015047879617,2.26935483870968,-4.04064516129032,-1.28384408602151,1992-05-01,8156,"1992-01-5",1992-05-01,70.104,18.8161559139785,82.007962608677,-11.903962608677,2.81159367202399,2.27716659444351,1.90732719673487,1.91514703303177,"a"
"42",1992,6,16.3103333333333,34.1686666666667,25.7697361111111,10.16,TRUE,NA,246,112.958,349.1362,0.90150842945874,1.41033333333333,-0.331333333333333,1.06973611111111,1992-06-01,8187,"1992-01-6",1992-06-01,10.16,25.7697361111111,148.491954857368,-138.331954857368,1.02237782508895,2.1309804496531,1.87885291872749,2.01891428659688,"a"
"43",1992,7,18.4383870967742,34.03,26.0222311827957,52.07,TRUE,NA,246,112.958,345.749806451613,0.693157614483493,0.238387096774193,-0.170000000000002,-0.177768817204299,1992-07-01,8217,"1992-01-7",1992-07-01,52.07,26.0222311827957,154.557998946482,-102.487998946482,0.0958622645824807,2.10217203774719,1.87479771479919,2.01013243221406,"a"
"44",1992,8,17.2225806451613,31.3077419354839,24.3207392473118,63.772,FALSE,NA,246,112.958,349.069935483871,0.98125865517772,-0.177419354838708,-1.09225806451613,-0.579260752688171,1992-08-01,8248,"1992-01-8",1992-08-01,63.772,24.3207392473118,129.395491550206,-65.6234915502064,0.783096852786179,1.88139189652958,2.25350907833326,2.04712710305885,"a"
"45",1992,9,9.42633333333333,27.8673333333333,24.463287037037,34,FALSE,NA,245.766666666667,112.958,350.485066666667,1.05557280347718,-4.87366666666667,-3.03266666666666,1.86328703703704,1992-09-01,8279,"1992-01-9",1992-09-01,34,24.463287037037,117.469133382971,-83.4691333829709,-0.141294874207567,1.32903289127568,2.08930178653423,1.96691830751905,"a"
"46",1992,10,12.1613225806452,27.7845161290323,19.2180524193548,10.414,TRUE,NA,251.741935483871,110.106387096774,356.200322580645,0.328517350157729,4.16132258064516,1.58451612903226,2.11805241935484,1992-10-01,8309,"1992-01-10",1992-10-01,10.414,19.2180524193548,70.3744667527531,-59.9604667527531,-0.498574420414876,1.24417416759017,1.97552866540744,1.9722478839704,"a"
"47",1992,11,1.89763333333333,17.1906666666667,9.07928194444444,6.604,TRUE,NA,268.366666666667,94.1624,351.574,0.318879768227909,0.0976333333333332,-2.90933333333334,-1.82071805555556,1992-11-01,8340,"1992-01-11",1992-11-01,6.604,9.07928194444444,15.1735759563145,-8.56957595631453,0.262518897835493,0.23926722927676,1.88931260729732,1.94637810816407,"a"
"48",1992,12,1.26616129032258,12.7402580645161,6.50441666666667,46.736,TRUE,NA,268.225806451613,88.2772903225807,333.418451612903,1.43980283425755,2.96616129032258,-2.35974193548387,-0.195583333333333,1992-12-01,8370,"1992-01-12",1992-12-01,46.736,6.50441666666667,8.016543281692,38.719456718308,0.899188835848295,0.160021123153025,1.5209180361528,1.6757359055532,"a"
"49",1993,1,2.87029032258065,14.1422580645161,8.08462365591398,59.436,TRUE,NA,274.451612903226,49.9724516129032,345.823483870968,2.6,4.37029032258065,-1.15774193548387,1.18462365591398,1993-01-01,8401,"1993-01-1",1993-01-01,59.436,8.08462365591398,12.3518687326463,47.0841312673537,1.63098096522713,0.640859977649052,1.54197669802306,1.76751247413122,"a"
"50",1993,2,2.13771428571429,15.3889285714286,8.39824702380952,19.05,TRUE,NA,273.142857142857,50.1105714285714,360.2175,0.972931562819203,2.23771428571429,-2.21107142857143,-0.401752976190476,1993-02-01,8432,"1993-01-2",1993-02-01,19.05,8.39824702380952,12.7445637303315,6.30543626966852,0.751546010610078,0.536356961231301,1.52725986291173,1.86533676513434,"a"
"51",1993,3,4.46764516129032,20.9135483870968,12.7133239247312,5.588,TRUE,NA,269.096774193548,49.1612903225806,351.591741935484,0.344938271604938,2.16764516129032,-0.0864516129032253,1.01332392473118,1993-03-01,8460,"1993-01-3",1993-03-01,5.588,12.7133239247312,33.7061436936742,-28.1181436936742,0.0668227648385099,0.667625894443247,1.31135081734076,1.82993896647651,"a"
"52",1993,4,8.62943333333333,26.129,17.8405916666667,0,TRUE,NA,264.733333333333,48.26,329.682466666667,0,3.32943333333333,0.729000000000003,2.44059166666666,1993-04-01,8491,"1993-01-4",1993-04-01,0,17.8405916666667,67.480547806161,-67.480547806161,-0.220994136610186,0.877060858859412,1.31221312560902,1.78440442639493,"a"
"53",1993,5,13.5287096774194,30.3635483870968,22.2314919354839,11.176,TRUE,NA,264,48.26,295.744516129032,1.52886456908345,3.52870967741936,0.163548387096775,2.13149193548387,1993-05-01,8521,"1993-01-5",1993-05-01,11.176,22.2314919354839,112.673431260273,-101.497431260273,0.616182772811495,1.01228008408928,0.728982476921863,1.68215532366681,"a"
"54",1993,6,17.722,35.77,27.4874166666667,0,TRUE,NA,264,48.26,265.2596,0,2.822,1.27,2.78741666666667,1993-06-01,8552,"1993-01-6",1993-06-01,0,27.4874166666667,167.910400366637,-167.910400366637,-0.213048159966442,0.819372341099039,0.513094179386502,1.40302318484055,"a"
"55",1993,7,19.4577419354839,34.02,26.5495833333333,16.51,TRUE,NA,264,48.26,244.215290322581,0.219781682641108,1.25774193548387,-0.18,0.349583333333335,1993-07-01,8582,"1993-01-7",1993-07-01,16.51,26.5495833333333,160.578236514265,-144.068236514265,-0.995505016536667,-0.465169019623608,0.236296726713846,1.13798336876446,"a"
"56",1993,8,18.9167741935484,31.7554838709677,24.5364516129032,46.736,TRUE,NA,264,48.26,194.855612903226,0.719126019387598,1.51677419354839,-0.644516129032258,-0.363548387096774,1993-08-01,8613,"1993-01-8",1993-08-01,46.736,24.5364516129032,131.590122542793,-84.8541225427933,0.326349965543365,-0.366364579331211,0.037107884316683,1.12010249367843,"a"
"57",1993,9,15.4403333333333,31.5086666666667,23.3320416666667,1.27,TRUE,NA,264.233333333333,48.26,192.6468,0.0394287488357653,1.14033333333333,0.608666666666668,0.732041666666664,1993-09-01,8644,"1993-01-9",1993-09-01,1.27,23.3320416666667,107.339870732134,-106.069870732134,-0.960558765449231,-0.66752963899002,-0.142664699762091,0.748846218873989,"a"
"58",1993,10,10.1636451612903,25.3074193548387,17.292560483871,6.35,TRUE,NA,264.387096774194,48.26,175.972838709677,0.200315457413249,2.16364516129032,-0.892580645161289,0.192560483870967,1993-10-01,8674,"1993-01-10",1993-10-01,6.35,17.292560483871,57.5557431862247,-51.2057431862247,-0.0534781745549293,-0.778449112246983,-0.01345048583017,0.734538704245331,"a"
"59",1993,11,3.51403333333333,18.7396666666667,10.6339583333333,28.448,TRUE,NA,262.5,61.6119333333333,171.534666666667,1.37363592467407,1.71403333333333,-1.36033333333333,-0.266041666666666,1993-11-01,8705,"1993-01-11",1993-11-01,28.448,10.6339583333333,20.5034465548127,7.94455344518729,0.921630778757274,-0.716019472343122,0.127149507482026,0.21677080774276,"a"
"60",1993,12,1.26351612903226,15.0025806451613,7.48973655913978,13.208,TRUE,NA,265.645161290323,50.0543870967742,156.455806451613,0.406900800985829,2.96351612903226,-0.0974193548387099,0.789736559139785,1993-12-01,8735,"1993-01-12",1993-12-01,13.208,7.48973655913978,10.4872116081405,2.72078839185946,-0.30633053064826,-0.847521047481039,-0.217832027557858,0.0423991044798621,"a"
"61",1994,1,0.50841935483871,16.4632580645161,7.86737903225806,3.302,TRUE,NA,261.58064516129,48.5549677419355,124.722193548387,0.144444444444444,2.00841935483871,1.16325806451613,0.967379032258064,1994-01-01,8766,"1994-01-1",1994-01-01,3.302,7.86737903225806,11.727397642324,-8.42539764232404,-0.752277651464269,-0.500488353220534,-0.637360080498394,-0.0703178086277789,"a"
"62",1994,2,2.10321428571429,16.9575,9.14071279761905,13.97,TRUE,NA,260.607142857143,45.5204285714286,107.2515,0.713483146067416,2.20321428571429,-0.642500000000002,0.340712797619046,1994-02-01,8797,"1994-01-2",1994-02-01,13.97,9.14071279761905,14.9760829352565,-1.0060829352565,0.244967862957234,-0.623598402212426,-0.673370873651692,-0.22920564878877,"a"
"63",1994,3,6.27554838709677,20.8829032258065,13.4650403225806,14.986,TRUE,NA,265.258064516129,48.9318709677419,104.475935483871,0.925061728395062,3.97554838709677,-0.117096774193548,1.76504032258065,1994-03-01,8825,"1994-01-3",1994-03-01,14.986,13.4650403225806,37.6033285812673,-22.6173285812673,0.408158933318126,-0.142398726508668,-0.643225704724174,-0.130163446005664,"a"
"64",1994,4,9.35976666666667,25.4676666666667,17.8435305555556,3.556,TRUE,NA,267.7,53.594,103.310266666667,0.405936073059361,4.05976666666667,0.0676666666666677,2.44353055555556,1994-04-01,8856,"1994-01-4",1994-04-01,3.556,17.8435305555556,67.5017212097342,-63.9457212097342,0.03888595472634,-0.0310283802374473,-0.621226087921729,0.0485242955966246,"a"
"65",1994,5,13.3754838709677,29.9696774193548,22.1747446236559,3.048,TRUE,NA,267,53.594,104.762709677419,0.416963064295486,3.37548387096774,-0.230322580645161,2.07474462365591,1994-05-01,8886,"1994-01-5",1994-05-01,3.048,22.1747446236559,112.126286467075,-109.078286467075,0.266320241585348,-0.228882713904608,-0.621681636913977,0.0523049435664493,"a"
"66",1994,6,21.029,37.5033333333333,29.574125,3.556,TRUE,NA,267,53.594,99.1700666666667,0.315527950310559,6.129,3.00333333333333,4.874125,1994-06-01,8917,"1994-01-6",1994-06-01,3.556,29.574125,193.019958142487,-189.463958142487,-1.30893718453641,-0.479941897716261,-0.797381309707698,-0.319170303091836,"a"
"67",1994,7,20.9435483870968,36.2625806451613,28.6592607526882,18.796,TRUE,NA,267,53.594,99.1910967741936,0.250212992545261,2.74354838709677,2.06258064516129,2.45926075268817,1994-07-01,8947,"1994-01-7",1994-07-01,18.796,28.6592607526882,185.752023479035,-166.956023479035,-1.57317548723528,-1.27193517405418,-0.994658198293835,-1.02851364589187,"a"
"68",1994,8,20.4177419354839,35.2954838709677,27.4154838709677,32.004,TRUE,NA,267,53.594,112.628516129032,0.49244499153716,3.01774193548387,2.89548387096774,2.51548387096774,1994-08-01,8978,"1994-01-8",1994-08-01,32.004,27.4154838709677,162.553104464898,-130.549104464898,-1.01641816258741,-1.50261804516609,-1.35041582710181,-1.29619466898489,"a"
"69",1994,9,17.487,31.428,24.1371944444444,26.924,TRUE,NA,267,53.594,110.202133333333,0.835889475318224,3.187,0.528000000000002,1.53719444444444,1994-09-01,9009,"1994-01-9",1994-09-01,26.924,24.1371944444444,114.504792016785,-87.580792016785,-0.283589139371319,-1.38791368715364,-1.21390640796391,-1.40791248208516,"a"
"70",1994,10,10.6399677419355,25.4525806451613,17.8903575268817,13.208,TRUE,NA,267.129032258065,53.594,118.118193548387,0.416656151419558,2.63996774193548,-0.747419354838708,0.790357526881721,1994-10-01,9039,"1994-01-10",1994-10-01,13.208,17.8903575268817,61.4044934379177,-48.1964934379177,0.0786384316496072,-1.53502766013263,-1.36561865517062,-1.47527635339339,"a"
"71",1994,11,3.8682,17.7406666666667,10.4900513888889,63.754,TRUE,NA,270.366666666667,40.3098,161.916533333333,3.07841622404635,2.0682,-2.35933333333334,-0.409948611111112,1994-11-01,9070,"1994-01-11",1994-11-01,63.754,10.4900513888889,19.9782137279776,43.7757862720224,1.76772925234041,-1.05039630992176,-1.08117646543543,-1.25695630781757,"a"
"72",1994,12,2.40125806451613,14.1483870967742,7.73731586021505,77.47,TRUE,NA,271.709677419355,32.2743870967742,214.474322580645,2.38662969808996,4.10125806451613,-0.951612903225806,1.03731586021505,1994-12-01,9100,"1994-01-12",1994-12-01,77.47,7.73731586021505,11.1573309629047,66.3126690370953,1.32041191833123,-0.292973714726741,-0.524485304376366,-0.901542391353315,"a"
"73",1995,1,1.27509677419355,13.7814838709677,6.90587231182796,21.082,TRUE,NA,271.612903225806,50.0953548387097,240.710064516129,0.922222222222222,2.77509677419355,-1.51851612903226,0.00587231182795644,1995-01-01,9131,"1995-01-1",1995-01-01,21.082,6.90587231182796,9.1491095636831,11.9328904363169,0.414313164177966,0.521214306613299,-0.216886939622733,-0.51798464062232,"a"
"74",1995,2,5.21853571428571,18.3932142857143,11.46746875,21.336,TRUE,NA,277.428571428571,48.6863571428571,242.669785714286,1.08968335035751,5.31853571428571,0.793214285714285,2.66746875,1995-02-01,9162,"1995-01-2",1995-02-01,21.336,11.46746875,23.0663250034596,-1.73032500345959,0.191869632971606,1.005742402493,-0.209196147521244,-0.564706637943535,"a"
"75",1995,3,4.62341935483871,20.1212903225806,12.4989153225806,16.002,TRUE,NA,282.225806451613,42.7621290322581,261.259483870968,0.987777777777778,2.32341935483871,-0.878709677419355,0.798915322580646,1995-03-01,9190,"1995-01-3",1995-03-01,16.002,12.4989153225806,32.6317322033216,-16.6297322033216,0.740521918198598,1.25629265934374,-0.194183884734356,-0.248833977327044,"a"
"76",1995,4,6.36933333333333,24.0573333333333,15.6641972222222,1.778,TRUE,NA,276.3,38.5064,262.2042,0.20296803652968,1.06933333333333,-1.34266666666667,0.264197222222222,1995-04-01,9221,"1995-01-4",1995-04-01,1.778,15.6641972222222,52.6703352022921,-50.8923352022921,1.04330051199625,1.50879703154137,-0.116341177188368,-0.0371343628131351,"a"
