"period","type","plot","nind","biomass","energy","plot_type"
2,"small_granivore",18,0,0,0,"second_exclosure"
3,"small_granivore",18,0,0,0,"second_exclosure"
4,"small_granivore",18,0,0,0,"second_exclosure"
5,"small_granivore",18,0,0,0,"second_exclosure"
6,"small_granivore",18,0,0,0,"second_exclosure"
7,"small_granivore",18,0,0,0,"second_exclosure"
8,"small_granivore",18,0,0,0,"second_exclosure"
9,"small_granivore",18,0,0,0,"second_exclosure"
10,"small_granivore",18,0,0,0,"second_exclosure"
11,"small_granivore",18,0,0,0,"second_exclosure"
12,"small_granivore",18,0,0,0,"second_exclosure"
13,"small_granivore",18,0,0,0,"second_exclosure"
14,"small_granivore",18,0,0,0,"second_exclosure"
15,"small_granivore",18,1,16,45.52,"second_exclosure"
16,"small_granivore",18,2,23,70.0070121320489,"second_exclosure"
17,"small_granivore",18,0,0,0,"second_exclosure"
18,"small_granivore",18,0,0,0,"second_exclosure"
19,"small_granivore",18,0,0,0,"second_exclosure"
20,"small_granivore",18,0,0,0,"second_exclosure"
21,"small_granivore",18,0,0,0,"second_exclosure"
22,"small_granivore",18,0,0,0,"second_exclosure"
23,"small_granivore",18,0,0,0,"second_exclosure"
24,"small_granivore",18,0,0,0,"second_exclosure"
25,"small_granivore",18,1,6,21.8135175789677,"second_exclosure"
26,"small_granivore",18,0,0,0,"second_exclosure"
27,"small_granivore",18,0,0,0,"second_exclosure"
28,"small_granivore",18,0,0,0,"second_exclosure"
29,"small_granivore",18,0,0,0,"second_exclosure"
30,"small_granivore",18,0,0,0,"second_exclosure"
31,"small_granivore",18,0,0,0,"second_exclosure"
32,"small_granivore",18,0,0,0,"second_exclosure"
33,"small_granivore",18,0,0,0,"second_exclosure"
34,"small_granivore",18,0,0,0,"second_exclosure"
35,"small_granivore",18,0,0,0,"second_exclosure"
36,"small_granivore",18,0,0,0,"second_exclosure"
37,"small_granivore",18,0,0,0,"second_exclosure"
38,"small_granivore",18,0,0,0,"second_exclosure"
39,"small_granivore",18,1,8,27.0663539374619,"second_exclosure"
40,"small_granivore",18,0,0,0,"second_exclosure"
41,"small_granivore",18,0,0,0,"second_exclosure"
42,"small_granivore",18,0,0,0,"second_exclosure"
43,"small_granivore",18,0,0,0,"second_exclosure"
44,"small_granivore",18,0,0,0,"second_exclosure"
45,"small_granivore",18,0,0,0,"second_exclosure"
46,"small_granivore",18,0,0,0,"second_exclosure"
47,"small_granivore",18,0,0,0,"second_exclosure"
48,"small_granivore",18,0,0,0,"second_exclosure"
49,"small_granivore",18,0,0,0,"second_exclosure"
50,"small_granivore",18,0,0,0,"second_exclosure"
51,"small_granivore",18,0,0,0,"second_exclosure"
52,"small_granivore",18,1,24,61.6979448064802,"second_exclosure"
53,"small_granivore",18,0,0,0,"second_exclosure"
54,"small_granivore",18,0,0,0,"second_exclosure"
55,"small_granivore",18,2,33,92.1683909288997,"second_exclosure"
56,"small_granivore",18,3,40,118.691516462465,"second_exclosure"
57,"small_granivore",18,1,11,34.3681994673169,"second_exclosure"
58,"small_granivore",18,2,34,93.6951662098111,"second_exclosure"
59,"small_granivore",18,0,0,0,"second_exclosure"
60,"small_granivore",18,2,23,70.0070121320489,"second_exclosure"
61,"small_granivore",18,2,41,109.483730766221,"second_exclosure"
62,"small_granivore",18,2,25,75.5502809115451,"second_exclosure"
63,"small_granivore",18,2,39,103.627928785593,"second_exclosure"
64,"small_granivore",18,2,17,56.6324612226626,"second_exclosure"
65,"small_granivore",18,1,9,29.5661072852007,"second_exclosure"
66,"small_granivore",18,3,27,88.6296826259935,"second_exclosure"
67,"small_granivore",18,0,0,0,"second_exclosure"
68,"small_granivore",18,1,15,43.3691300549964,"second_exclosure"
69,"small_granivore",18,0,0,0,"second_exclosure"
70,"small_granivore",18,1,5,19.0256616765792,"second_exclosure"
71,"small_granivore",18,0,0,0,"second_exclosure"
72,"small_granivore",18,0,0,0,"second_exclosure"
73,"small_granivore",18,0,0,0,"second_exclosure"
74,"small_granivore",18,0,0,0,"second_exclosure"
75,"small_granivore",18,0,0,0,"second_exclosure"
76,"small_granivore",18,0,0,0,"second_exclosure"
77,"small_granivore",18,0,0,0,"second_exclosure"
78,"small_granivore",18,0,0,0,"second_exclosure"
79,"small_granivore",18,1,18,49.7240672582641,"second_exclosure"
80,"small_granivore",18,0,0,0,"second_exclosure"
81,"small_granivore",18,2,23,71.0540169397726,"second_exclosure"
82,"small_granivore",18,2,29,84.5512114992246,"second_exclosure"
83,"small_granivore",18,0,0,0,"second_exclosure"
84,"small_granivore",18,0,0,0,"second_exclosure"
85,"small_granivore",18,0,0,0,"second_exclosure"
86,"small_granivore",18,0,0,0,"second_exclosure"
87,"small_granivore",18,0,0,0,"second_exclosure"
88,"small_granivore",18,1,21,55.8183169587426,"second_exclosure"
89,"small_granivore",18,1,14,41.1820814442282,"second_exclosure"
90,"small_granivore",18,0,0,0,"second_exclosure"
91,"small_granivore",18,0,0,0,"second_exclosure"
92,"small_granivore",18,0,0,0,"second_exclosure"
93,"small_granivore",18,0,0,0,"second_exclosure"
94,"small_granivore",18,0,0,0,"second_exclosure"
95,"small_granivore",18,1,14,41.1820814442282,"second_exclosure"
96,"small_granivore",18,0,0,0,"second_exclosure"
97,"small_granivore",18,0,0,0,"second_exclosure"
98,"small_granivore",18,0,0,0,"second_exclosure"
99,"small_granivore",18,2,31,88.6796567473752,"second_exclosure"
100,"small_granivore",18,1,24,61.6979448064802,"second_exclosure"
101,"small_granivore",18,0,0,0,"second_exclosure"
102,"small_granivore",18,1,21,55.8183169587426,"second_exclosure"
103,"small_granivore",18,0,0,0,"second_exclosure"
104,"small_granivore",18,0,0,0,"second_exclosure"
105,"small_granivore",18,1,21,55.8183169587426,"second_exclosure"
106,"small_granivore",18,0,0,0,"second_exclosure"
107,"small_granivore",18,3,62,163.009505566497,"second_exclosure"
108,"small_granivore",18,2,38,102.201048583433,"second_exclosure"
109,"small_granivore",18,0,0,0,"second_exclosure"
110,"small_granivore",18,1,22,57.8001914615828,"second_exclosure"
111,"small_granivore",18,0,0,0,"second_exclosure"
112,"small_granivore",18,0,0,0,"second_exclosure"
113,"small_granivore",18,2,33,90.6824878973309,"second_exclosure"
114,"small_granivore",18,1,29,71.1067394489141,"second_exclosure"
115,"small_granivore",18,1,25,63.616133959869,"second_exclosure"
116,"small_granivore",18,4,76,202.811696387443,"second_exclosure"
117,"small_granivore",18,3,47,132.608738154469,"second_exclosure"
118,"small_granivore",18,1,9,29.5661072852007,"second_exclosure"
119,"small_granivore",18,0,0,0,"second_exclosure"
120,"small_granivore",18,0,0,0,"second_exclosure"
121,"small_granivore",18,0,0,0,"second_exclosure"
122,"small_granivore",18,0,0,0,"second_exclosure"
123,"small_granivore",18,1,26,65.5152311109777,"second_exclosure"
124,"small_granivore",18,1,25,63.616133959869,"second_exclosure"
125,"small_granivore",18,1,21,55.8183169587426,"second_exclosure"
126,"small_granivore",18,1,21,55.8183169587426,"second_exclosure"
127,"small_granivore",18,3,58,157.121230288914,"second_exclosure"
128,"small_granivore",18,4,81,216.660392679716,"second_exclosure"
129,"small_granivore",18,1,18,49.7240672582641,"second_exclosure"
130,"small_granivore",18,2,30,86.1500381140218,"second_exclosure"
131,"small_granivore",18,5,59,179.770724260028,"second_exclosure"
132,"small_granivore",18,1,13,38.9555894891111,"second_exclosure"
133,"small_granivore",18,3,47,133.44159842315,"second_exclosure"
134,"small_granivore",18,5,88,242.21600776187,"second_exclosure"
135,"small_granivore",18,4,60,171.047059454753,"second_exclosure"
136,"small_granivore",18,3,48,135.126014966284,"second_exclosure"
137,"small_granivore",18,1,25,63.616133959869,"second_exclosure"
138,"small_granivore",18,1,15,43.3691300549964,"second_exclosure"
139,"small_granivore",18,2,26,77.7373295223133,"second_exclosure"
140,"small_granivore",18,4,38,122.297813220526,"second_exclosure"
141,"small_granivore",18,2,32,90.9061487024923,"second_exclosure"
142,"small_granivore",18,3,43,124.765508444723,"second_exclosure"
143,"small_granivore",18,3,38,113.345167335236,"second_exclosure"
144,"small_granivore",18,3,58.98281643,158.935650115472,"second_exclosure"
145,"small_granivore",18,1,14,41.1820814442282,"second_exclosure"
146,"small_granivore",18,4,57,162.975378134255,"second_exclosure"
147,"small_granivore",18,2,31,87.3662987467835,"second_exclosure"
148,"small_granivore",18,2,27,79.8881994673169,"second_exclosure"
149,"small_granivore",18,4,40,127.815253446188,"second_exclosure"
150,"small_granivore",18,3,37,111.189093576277,"second_exclosure"
151,"small_granivore",18,2,19,61.1728296045046,"second_exclosure"
152,"small_granivore",18,2,28,80.3053290907915,"second_exclosure"
153,"small_granivore",18,0,0,0,"second_exclosure"
154,"small_granivore",18,2,18,58.8552115993658,"second_exclosure"
155,"small_granivore",18,2,15,51.5533660695108,"second_exclosure"
1,"grasshopper",18,0,0,0,"second_exclosure"
2,"grasshopper",18,0,0,0,"second_exclosure"
3,"grasshopper",18,0,0,0,"second_exclosure"
4,"grasshopper",18,0,0,0,"second_exclosure"
5,"grasshopper",18,0,0,0,"second_exclosure"
6,"grasshopper",18,0,0,0,"second_exclosure"
7,"grasshopper",18,0,0,0,"second_exclosure"
8,"grasshopper",18,0,0,0,"second_exclosure"
9,"grasshopper",18,0,0,0,"second_exclosure"
10,"grasshopper",18,0,0,0,"second_exclosure"
11,"grasshopper",18,0,0,0,"second_exclosure"
12,"grasshopper",18,0,0,0,"second_exclosure"
13,"grasshopper",18,0,0,0,"second_exclosure"
14,"grasshopper",18,0,0,0,"second_exclosure"
15,"grasshopper",18,0,0,0,"second_exclosure"
16,"grasshopper",18,0,0,0,"second_exclosure"
17,"grasshopper",18,2,63,150.877030145534,"second_exclosure"
18,"grasshopper",18,0,0,0,"second_exclosure"
19,"grasshopper",18,0,0,0,"second_exclosure"
20,"grasshopper",18,0,0,0,"second_exclosure"
21,"grasshopper",18,0,0,0,"second_exclosure"
22,"grasshopper",18,0,0,0,"second_exclosure"
23,"grasshopper",18,0,0,0,"second_exclosure"
24,"grasshopper",18,0,0,0,"second_exclosure"
25,"grasshopper",18,0,0,0,"second_exclosure"
26,"grasshopper",18,0,0,0,"second_exclosure"
27,"grasshopper",18,1,26,65.5152311109777,"second_exclosure"
28,"grasshopper",18,0,0,0,"second_exclosure"
29,"grasshopper",18,4,120,291.012995024162,"second_exclosure"
30,"grasshopper",18,0,0,0,"second_exclosure"
31,"grasshopper",18,0,0,0,"second_exclosure"
32,"grasshopper",18,2,53,132.875863278145,"second_exclosure"
33,"grasshopper",18,0,0,0,"second_exclosure"
34,"grasshopper",18,0,0,0,"second_exclosure"
35,"grasshopper",18,0,0,0,"second_exclosure"
36,"grasshopper",18,0,0,0,"second_exclosure"
37,"grasshopper",18,0,0,0,"second_exclosure"
38,"grasshopper",18,1,18,49.7240672582641,"second_exclosure"
39,"grasshopper",18,1,25,63.616133959869,"second_exclosure"
40,"grasshopper",18,0,0,0,"second_exclosure"
41,"grasshopper",18,0,0,0,"second_exclosure"
42,"grasshopper",18,0,0,0,"second_exclosure"
43,"grasshopper",18,0,0,0,"second_exclosure"
44,"grasshopper",18,0,0,0,"second_exclosure"
45,"grasshopper",18,0,0,0,"second_exclosure"
46,"grasshopper",18,0,0,0,"second_exclosure"
47,"grasshopper",18,0,0,0,"second_exclosure"
48,"grasshopper",18,1,18,49.7240672582641,"second_exclosure"
49,"grasshopper",18,0,0,0,"second_exclosure"
50,"grasshopper",18,1,37,85.3617990345562,"second_exclosure"
51,"grasshopper",18,4,77,209.106061510417,"second_exclosure"
52,"grasshopper",18,2,48,123.39588961296,"second_exclosure"
53,"grasshopper",18,0,0,0,"second_exclosure"
54,"grasshopper",18,0,0,0,"second_exclosure"
55,"grasshopper",18,0,0,0,"second_exclosure"
56,"grasshopper",18,1,39,88.7995411482622,"second_exclosure"
57,"grasshopper",18,0,0,0,"second_exclosure"
58,"grasshopper",18,0,0,0,"second_exclosure"
59,"grasshopper",18,1,21,55.8183169587426,"second_exclosure"
60,"grasshopper",18,0,0,0,"second_exclosure"
61,"grasshopper",18,0,0,0,"second_exclosure"
62,"grasshopper",18,2,53,132.875863278145,"second_exclosure"
63,"grasshopper",18,0,0,0,"second_exclosure"
64,"grasshopper",18,4,133,314.321938955199,"second_exclosure"
65,"grasshopper",18,2,69,161.453198802646,"second_exclosure"
66,"grasshopper",18,1,36,83.6255798186177,"second_exclosure"
67,"grasshopper",18,0,0,0,"second_exclosure"
68,"grasshopper",18,0,0,0,"second_exclosure"
69,"grasshopper",18,3,73,186.556400412163,"second_exclosure"
70,"grasshopper",18,1,30,72.9378919918372,"second_exclosure"
71,"grasshopper",18,0,0,0,"second_exclosure"
72,"grasshopper",18,0,0,0,"second_exclosure"
73,"grasshopper",18,2,59,143.857784331556,"second_exclosure"
74,"grasshopper",18,1,28,69.259729318276,"second_exclosure"
75,"grasshopper",18,2,59,143.732539120434,"second_exclosure"
76,"grasshopper",18,0,0,0,"second_exclosure"
77,"grasshopper",18,0,0,0,"second_exclosure"
78,"grasshopper",18,0,0,0,"second_exclosure"
79,"grasshopper",18,0,0,0,"second_exclosure"
80,"grasshopper",18,2,47,121.457608314437,"second_exclosure"
81,"grasshopper",18,1,23,59.7596635079572,"second_exclosure"
82,"grasshopper",18,1,21,55.8183169587426,"second_exclosure"
83,"grasshopper",18,1,25,63.616133959869,"second_exclosure"
84,"grasshopper",18,0,0,0,"second_exclosure"
85,"grasshopper",18,1,45,98.8602380143538,"second_exclosure"
86,"grasshopper",18,3,70,180.348381380421,"second_exclosure"
87,"grasshopper",18,0,0,0,"second_exclosure"
88,"grasshopper",18,1,35,81.8772598057385,"second_exclosure"
89,"grasshopper",18,0,0,0,"second_exclosure"
90,"grasshopper",18,0,0,0,"second_exclosure"
91,"grasshopper",18,0,0,0,"second_exclosure"
92,"grasshopper",18,1,28,69.259729318276,"second_exclosure"
93,"grasshopper",18,0,0,0,"second_exclosure"
94,"grasshopper",18,0,0,0,"second_exclosure"
95,"grasshopper",18,0,0,0,"second_exclosure"
96,"grasshopper",18,1,23,59.7596635079572,"second_exclosure"
97,"grasshopper",18,0,0,0,"second_exclosure"
98,"grasshopper",18,0,0,0,"second_exclosure"
99,"grasshopper",18,0,0,0,"second_exclosure"
100,"grasshopper",18,0,0,0,"second_exclosure"
101,"grasshopper",18,0,0,0,"second_exclosure"
102,"grasshopper",18,0,0,0,"second_exclosure"
103,"grasshopper",18,0,0,0,"second_exclosure"
104,"grasshopper",18,0,0,0,"second_exclosure"
105,"grasshopper",18,2,51,129.131365070847,"second_exclosure"
106,"grasshopper",18,0,0,0,"second_exclosure"
107,"grasshopper",18,0,0,0,"second_exclosure"
108,"grasshopper",18,0,0,0,"second_exclosure"
109,"grasshopper",18,0,0,0,"second_exclosure"
110,"grasshopper",18,0,0,0,"second_exclosure"
111,"grasshopper",18,0,0,0,"second_exclosure"
112,"grasshopper",18,2,39,105.279663507957,"second_exclosure"
113,"grasshopper",18,1,19,51.7818386467049,"second_exclosure"
114,"grasshopper",18,1,28,69.259729318276,"second_exclosure"
115,"grasshopper",18,0,0,0,"second_exclosure"
116,"grasshopper",18,0,0,0,"second_exclosure"
117,"grasshopper",18,0,0,0,"second_exclosure"
118,"grasshopper",18,1,25,63.616133959869,"second_exclosure"
119,"grasshopper",18,0,0,0,"second_exclosure"
120,"grasshopper",18,0,0,0,"second_exclosure"
121,"grasshopper",18,3,52,142.194966658473,"second_exclosure"
122,"grasshopper",18,0,0,0,"second_exclosure"
123,"grasshopper",18,1,15,43.3691300549964,"second_exclosure"
124,"grasshopper",18,1,28,69.259729318276,"second_exclosure"
125,"grasshopper",18,0,0,0,"second_exclosure"
126,"grasshopper",18,2,41,109.631014511023,"second_exclosure"
127,"grasshopper",18,0,0,0,"second_exclosure"
128,"grasshopper",18,0,0,0,"second_exclosure"
129,"grasshopper",18,0,0,0,"second_exclosure"
130,"grasshopper",18,0,0,0,"second_exclosure"
131,"grasshopper",18,0,0,0,"second_exclosure"
132,"grasshopper",18,2,51,129.131365070847,"second_exclosure"
133,"grasshopper",18,1,33,78.3425532205783,"second_exclosure"
134,"grasshopper",18,0,0,0,"second_exclosure"
135,"grasshopper",18,0,0,0,"second_exclosure"
136,"grasshopper",18,0,0,0,"second_exclosure"
137,"grasshopper",18,0,0,0,"second_exclosure"
138,"grasshopper",18,0,0,0,"second_exclosure"
139,"grasshopper",18,0,0,0,"second_exclosure"
140,"grasshopper",18,0,0,0,"second_exclosure"
141,"grasshopper",18,0,0,0,"second_exclosure"
142,"grasshopper",18,0,0,0,"second_exclosure"
143,"grasshopper",18,0,0,0,"second_exclosure"
144,"grasshopper",18,0,0,0,"second_exclosure"
145,"grasshopper",18,0,0,0,"second_exclosure"
146,"grasshopper",18,1,26,65.5152311109777,"second_exclosure"
147,"grasshopper",18,0,0,0,"second_exclosure"
148,"grasshopper",18,0,0,0,"second_exclosure"
149,"grasshopper",18,1,42,93.8748452722046,"second_exclosure"
150,"grasshopper",18,0,0,0,"second_exclosure"
151,"grasshopper",18,0,0,0,"second_exclosure"
152,"grasshopper",18,1,36,83.6255798186177,"second_exclosure"
153,"grasshopper",18,0,0,0,"second_exclosure"
154,"grasshopper",18,0,0,0,"second_exclosure"
155,"grasshopper",18,1,25,63.616133959869,"second_exclosure"
1,"dipo",19,3,130.58164971,289.27053133897,"orig_exclosure"
2,"dipo",19,2,82,184.345782688608,"orig_exclosure"
3,"dipo",19,3,194.9275604,378.585172232918,"orig_exclosure"
4,"dipo",19,4,166,371.21691277539,"orig_exclosure"
5,"dipo",19,0,0,0,"orig_exclosure"
6,"dipo",19,0,0,0,"orig_exclosure"
7,"dipo",19,0,0,0,"orig_exclosure"
8,"dipo",19,0,0,0,"orig_exclosure"
9,"dipo",19,0,0,0,"orig_exclosure"
10,"dipo",19,0,0,0,"orig_exclosure"
11,"dipo",19,0,0,0,"orig_exclosure"
12,"dipo",19,0,0,0,"orig_exclosure"
13,"dipo",19,0,0,0,"orig_exclosure"
14,"dipo",19,0,0,0,"orig_exclosure"
15,"dipo",19,0,0,0,"orig_exclosure"
16,"dipo",19,0,0,0,"orig_exclosure"
17,"dipo",19,0,0,0,"orig_exclosure"
18,"dipo",19,0,0,0,"orig_exclosure"
19,"dipo",19,0,0,0,"orig_exclosure"
20,"dipo",19,0,0,0,"orig_exclosure"
21,"dipo",19,0,0,0,"orig_exclosure"
22,"dipo",19,0,0,0,"orig_exclosure"
23,"dipo",19,0,0,0,"orig_exclosure"
24,"dipo",19,0,0,0,"orig_exclosure"
25,"dipo",19,0,0,0,"orig_exclosure"
26,"dipo",19,0,0,0,"orig_exclosure"
27,"dipo",19,0,0,0,"orig_exclosure"
28,"dipo",19,0,0,0,"orig_exclosure"
29,"dipo",19,0,0,0,"orig_exclosure"
30,"dipo",19,0,0,0,"orig_exclosure"
31,"dipo",19,0,0,0,"orig_exclosure"
32,"dipo",19,0,0,0,"orig_exclosure"
33,"dipo",19,0,0,0,"orig_exclosure"
34,"dipo",19,0,0,0,"orig_exclosure"
35,"dipo",19,0,0,0,"orig_exclosure"
36,"dipo",19,0,0,0,"orig_exclosure"
37,"dipo",19,0,0,0,"orig_exclosure"
38,"dipo",19,0,0,0,"orig_exclosure"
39,"dipo",19,0,0,0,"orig_exclosure"
40,"dipo",19,0,0,0,"orig_exclosure"
41,"dipo",19,0,0,0,"orig_exclosure"
42,"dipo",19,0,0,0,"orig_exclosure"
43,"dipo",19,0,0,0,"orig_exclosure"
44,"dipo",19,0,0,0,"orig_exclosure"
45,"dipo",19,0,0,0,"orig_exclosure"
46,"dipo",19,0,0,0,"orig_exclosure"
47,"dipo",19,0,0,0,"orig_exclosure"
48,"dipo",19,0,0,0,"orig_exclosure"
49,"dipo",19,0,0,0,"orig_exclosure"
50,"dipo",19,0,0,0,"orig_exclosure"
51,"dipo",19,0,0,0,"orig_exclosure"
52,"dipo",19,0,0,0,"orig_exclosure"
53,"dipo",19,0,0,0,"orig_exclosure"
54,"dipo",19,0,0,0,"orig_exclosure"
55,"dipo",19,0,0,0,"orig_exclosure"
56,"dipo",19,0,0,0,"orig_exclosure"
57,"dipo",19,0,0,0,"orig_exclosure"
58,"dipo",19,0,0,0,"orig_exclosure"
59,"dipo",19,0,0,0,"orig_exclosure"
60,"dipo",19,0,0,0,"orig_exclosure"
61,"dipo",19,0,0,0,"orig_exclosure"
62,"dipo",19,0,0,0,"orig_exclosure"
63,"dipo",19,0,0,0,"orig_exclosure"
64,"dipo",19,0,0,0,"orig_exclosure"
65,"dipo",19,0,0,0,"orig_exclosure"
66,"dipo",19,0,0,0,"orig_exclosure"
67,"dipo",19,0,0,0,"orig_exclosure"
68,"dipo",19,0,0,0,"orig_exclosure"
69,"dipo",19,0,0,0,"orig_exclosure"
70,"dipo",19,0,0,0,"orig_exclosure"
71,"dipo",19,0,0,0,"orig_exclosure"
72,"dipo",19,0,0,0,"orig_exclosure"
73,"dipo",19,0,0,0,"orig_exclosure"
74,"dipo",19,0,0,0,"orig_exclosure"
75,"dipo",19,0,0,0,"orig_exclosure"
76,"dipo",19,0,0,0,"orig_exclosure"
77,"dipo",19,0,0,0,"orig_exclosure"
78,"dipo",19,0,0,0,"orig_exclosure"
79,"dipo",19,0,0,0,"orig_exclosure"
80,"dipo",19,0,0,0,"orig_exclosure"
81,"dipo",19,0,0,0,"orig_exclosure"
82,"dipo",19,0,0,0,"orig_exclosure"
83,"dipo",19,0,0,0,"orig_exclosure"
84,"dipo",19,0,0,0,"orig_exclosure"
85,"dipo",19,0,0,0,"orig_exclosure"
86,"dipo",19,0,0,0,"orig_exclosure"
87,"dipo",19,0,0,0,"orig_exclosure"
88,"dipo",19,0,0,0,"orig_exclosure"
89,"dipo",19,0,0,0,"orig_exclosure"
90,"dipo",19,0,0,0,"orig_exclosure"
91,"dipo",19,0,0,0,"orig_exclosure"
92,"dipo",19,0,0,0,"orig_exclosure"
93,"dipo",19,1,34,80.1164051605652,"orig_exclosure"
94,"dipo",19,0,0,0,"orig_exclosure"
95,"dipo",19,0,0,0,"orig_exclosure"
96,"dipo",19,0,0,0,"orig_exclosure"
97,"dipo",19,0,0,0,"orig_exclosure"
98,"dipo",19,0,0,0,"orig_exclosure"
99,"dipo",19,0,0,0,"orig_exclosure"
100,"dipo",19,0,0,0,"orig_exclosure"
101,"dipo",19,0,0,0,"orig_exclosure"
102,"dipo",19,0,0,0,"orig_exclosure"
103,"dipo",19,0,0,0,"orig_exclosure"
104,"dipo",19,0,0,0,"orig_exclosure"
105,"dipo",19,0,0,0,"orig_exclosure"
106,"dipo",19,0,0,0,"orig_exclosure"
107,"dipo",19,0,0,0,"orig_exclosure"
108,"dipo",19,0,0,0,"orig_exclosure"
109,"dipo",19,0,0,0,"orig_exclosure"
110,"dipo",19,0,0,0,"orig_exclosure"
111,"dipo",19,0,0,0,"orig_exclosure"
112,"dipo",19,0,0,0,"orig_exclosure"
113,"dipo",19,0,0,0,"orig_exclosure"
114,"dipo",19,0,0,0,"orig_exclosure"
115,"dipo",19,0,0,0,"orig_exclosure"
116,"dipo",19,0,0,0,"orig_exclosure"
117,"dipo",19,0,0,0,"orig_exclosure"
118,"dipo",19,0,0,0,"orig_exclosure"
119,"dipo",19,0,0,0,"orig_exclosure"
120,"dipo",19,0,0,0,"orig_exclosure"
121,"dipo",19,0,0,0,"orig_exclosure"
122,"dipo",19,0,0,0,"orig_exclosure"
123,"dipo",19,0,0,0,"orig_exclosure"
124,"dipo",19,0,0,0,"orig_exclosure"
125,"dipo",19,0,0,0,"orig_exclosure"
126,"dipo",19,0,0,0,"orig_exclosure"
127,"dipo",19,0,0,0,"orig_exclosure"
128,"dipo",19,0,0,0,"orig_exclosure"
129,"dipo",19,0,0,0,"orig_exclosure"
130,"dipo",19,0,0,0,"orig_exclosure"
131,"dipo",19,0,0,0,"orig_exclosure"
132,"dipo",19,0,0,0,"orig_exclosure"
133,"dipo",19,0,0,0,"orig_exclosure"
134,"dipo",19,0,0,0,"orig_exclosure"
135,"dipo",19,0,0,0,"orig_exclosure"
136,"dipo",19,0,0,0,"orig_exclosure"
137,"dipo",19,0,0,0,"orig_exclosure"
138,"dipo",19,0,0,0,"orig_exclosure"
139,"dipo",19,0,0,0,"orig_exclosure"
140,"dipo",19,0,0,0,"orig_exclosure"
141,"dipo",19,0,0,0,"orig_exclosure"
142,"dipo",19,0,0,0,"orig_exclosure"
143,"dipo",19,0,0,0,"orig_exclosure"
144,"dipo",19,0,0,0,"orig_exclosure"
145,"dipo",19,0,0,0,"orig_exclosure"
146,"dipo",19,0,0,0,"orig_exclosure"
147,"dipo",19,0,0,0,"orig_exclosure"
148,"dipo",19,0,0,0,"orig_exclosure"
149,"dipo",19,0,0,0,"orig_exclosure"
150,"dipo",19,0,0,0,"orig_exclosure"
151,"dipo",19,0,0,0,"orig_exclosure"
152,"dipo",19,0,0,0,"orig_exclosure"
153,"dipo",19,0,0,0,"orig_exclosure"
154,"dipo",19,0,0,0,"orig_exclosure"
155,"dipo",19,0,0,0,"orig_exclosure"
1,"other",19,0,0,0,"orig_exclosure"
2,"other",19,0,0,0,"orig_exclosure"
3,"other",19,0,0,0,"orig_exclosure"
4,"other",19,0,0,0,"orig_exclosure"
5,"other",19,1,0,0,"orig_exclosure"
6,"other",19,1,0,0,"orig_exclosure"
7,"other",19,1,0,0,"orig_exclosure"
8,"other",19,1,0,0,"orig_exclosure"
9,"other",19,1,0,0,"orig_exclosure"
10,"other",19,1,0,0,"orig_exclosure"
11,"other",19,1,0,0,"orig_exclosure"
12,"other",19,1,0,0,"orig_exclosure"
13,"other",19,1,0,0,"orig_exclosure"
14,"other",19,0,0,0,"orig_exclosure"
15,"other",19,0,0,0,"orig_exclosure"
16,"other",19,0,0,0,"orig_exclosure"
17,"other",19,0,0,0,"orig_exclosure"
18,"other",19,0,0,0,"orig_exclosure"
19,"other",19,1,0,0,"orig_exclosure"
20,"other",19,1,0,0,"orig_exclosure"
21,"other",19,1,0,0,"orig_exclosure"
22,"other",19,1,0,0,"orig_exclosure"
23,"other",19,1,0,0,"orig_exclosure"
24,"other",19,1,0,0,"orig_exclosure"
25,"other",19,0,0,0,"orig_exclosure"
26,"other",19,1,0,0,"orig_exclosure"
27,"other",19,1,0,0,"orig_exclosure"
28,"other",19,0,0,0,"orig_exclosure"
29,"other",19,0,0,0,"orig_exclosure"
30,"other",19,0,0,0,"orig_exclosure"
31,"other",19,0,0,0,"orig_exclosure"
32,"other",19,0,0,0,"orig_exclosure"
33,"other",19,0,0,0,"orig_exclosure"
34,"other",19,1,0,0,"orig_exclosure"
35,"other",19,0,0,0,"orig_exclosure"
36,"other",19,1,0,0,"orig_exclosure"
37,"other",19,0,0,0,"orig_exclosure"
38,"other",19,0,0,0,"orig_exclosure"
39,"other",19,1,0,0,"orig_exclosure"
40,"other",19,0,0,0,"orig_exclosure"
41,"other",19,0,0,0,"orig_exclosure"
42,"other",19,0,0,0,"orig_exclosure"
43,"other",19,0,0,0,"orig_exclosure"
44,"other",19,0,0,0,"orig_exclosure"
45,"other",19,0,0,0,"orig_exclosure"
46,"other",19,0,0,0,"orig_exclosure"
47,"other",19,0,0,0,"orig_exclosure"
48,"other",19,1,0,0,"orig_exclosure"
49,"other",19,1,0,0,"orig_exclosure"
50,"other",19,1,0,0,"orig_exclosure"
51,"other",19,0,0,0,"orig_exclosure"
52,"other",19,0,0,0,"orig_exclosure"
53,"other",19,0,0,0,"orig_exclosure"
54,"other",19,0,0,0,"orig_exclosure"
55,"other",19,0,0,0,"orig_exclosure"
56,"other",19,0,0,0,"orig_exclosure"
57,"other",19,0,0,0,"orig_exclosure"
58,"other",19,0,0,0,"orig_exclosure"
59,"other",19,0,0,0,"orig_exclosure"
60,"other",19,0,0,0,"orig_exclosure"
