"period","type","plot","nind","biomass","energy","plot_type"
1,"dipo",2,1,43.52721657,96.4235104463235,"second_control"
2,"dipo",2,0,0,0,"second_control"
3,"dipo",2,3,214.9275604,412.004067433193,"second_control"
4,"dipo",2,6,350.9275604,709.63399243076,"second_control"
5,"dipo",2,4,167,373.47293897297,"second_control"
6,"dipo",2,5,221,487.103534437202,"second_control"
7,"dipo",2,9,371,832.335538743009,"second_control"
8,"dipo",2,5,341,653.837921162608,"second_control"
9,"dipo",2,3,249,454.846384758342,"second_control"
10,"dipo",2,4,276,523.212069998009,"second_control"
11,"dipo",2,5,396,734.735211983623,"second_control"
12,"dipo",2,2,192,338.208350501166,"second_control"
13,"dipo",2,2,89,196.049615181565,"second_control"
14,"dipo",2,3,243,438.845562466856,"second_control"
15,"dipo",2,4,288,541.780127654207,"second_control"
16,"dipo",2,3,230,425.336495381287,"second_control"
17,"dipo",2,2,79,179.279794470891,"second_control"
18,"dipo",2,5,216,479.018023821479,"second_control"
19,"dipo",2,2,85,189.42108681255,"second_control"
20,"dipo",2,2,88,194.415895204093,"second_control"
21,"dipo",2,4,227,467.7602898697,"second_control"
22,"dipo",2,1,43,95.5462415403459,"second_control"
23,"dipo",2,3,148,317.617830674134,"second_control"
24,"dipo",2,0,0,0,"second_control"
25,"dipo",2,1,80,152.205293412634,"second_control"
26,"dipo",2,1,49,105.380274719703,"second_control"
27,"dipo",2,2,97,209.093389978876,"second_control"
28,"dipo",2,2,82,184.014862424354,"second_control"
29,"dipo",2,2,99,212.369432718011,"second_control"
30,"dipo",2,3,132,291.005078968233,"second_control"
31,"dipo",2,1,45,98.8602380143538,"second_control"
32,"dipo",2,2,103,218.337824296472,"second_control"
33,"dipo",2,3,144,311.077837434399,"second_control"
34,"dipo",2,2,99,212.026757750708,"second_control"
35,"dipo",2,3,185,371.905719448475,"second_control"
36,"dipo",2,1,43,95.5462415403459,"second_control"
37,"dipo",2,1,42,93.8748452722046,"second_control"
38,"dipo",2,1,45,98.8602380143538,"second_control"
39,"dipo",2,2,182,326.712157612993,"second_control"
40,"dipo",2,2,173,314.200839282446,"second_control"
41,"dipo",2,7,412,824.216890592296,"second_control"
42,"dipo",2,4,288,544.968613915216,"second_control"
43,"dipo",2,10,640,1259.08791293388,"second_control"
44,"dipo",2,7,521,984.599198098587,"second_control"
45,"dipo",2,4,302,571.135383943459,"second_control"
46,"dipo",2,4,300,565.220566778506,"second_control"
47,"dipo",2,2,189,335.38909629596,"second_control"
48,"dipo",2,2,90,197.720476028708,"second_control"
49,"dipo",2,0,0,0,"second_control"
50,"dipo",2,1,151,245.100940013089,"second_control"
51,"dipo",2,2,210,357.331906226787,"second_control"
52,"dipo",2,4,366,651.423099256933,"second_control"
53,"dipo",2,4,267,528.865559570591,"second_control"
54,"dipo",2,3,215,417.133249487145,"second_control"
55,"dipo",2,6,512,940.68978630577,"second_control"
56,"dipo",2,4,450,778.174188791747,"second_control"
57,"dipo",2,4,341,626.06721116554,"second_control"
58,"dipo",2,3,277,498.51940944779,"second_control"
59,"dipo",2,2,74,170.430054916903,"second_control"
60,"dipo",2,3,168,345.467740371528,"second_control"
61,"dipo",2,5,262.52721657,548.002521978698,"second_control"
62,"dipo",2,7,353,740.696925036021,"second_control"
63,"dipo",2,5,300,595.171233230816,"second_control"
64,"dipo",2,5,304,596.400543979444,"second_control"
65,"dipo",2,5,312,613.130106428962,"second_control"
66,"dipo",2,5,363,688.726998724241,"second_control"
67,"dipo",2,4,216,447.499293010954,"second_control"
68,"dipo",2,4,273,525.110467493458,"second_control"
69,"dipo",2,1,136,226.603413493298,"second_control"
70,"dipo",2,1,38,87.0863249865208,"second_control"
71,"dipo",2,3,320,552.467026941638,"second_control"
72,"dipo",2,6,545,973.460065384315,"second_control"
73,"dipo",2,6,648,1120.60032385789,"second_control"
74,"dipo",2,4,330,603.745604010318,"second_control"
75,"dipo",2,1,37,85.3617990345562,"second_control"
76,"dipo",2,3,202,390.428465591357,"second_control"
77,"dipo",2,2,81,182.632566526867,"second_control"
78,"dipo",2,1,41,92.1934694843704,"second_control"
79,"dipo",2,1,44,97.2079476020466,"second_control"
80,"dipo",2,0,0,0,"second_control"
81,"dipo",2,1,39,88.7995411482622,"second_control"
82,"dipo",2,1,36,83.6255798186177,"second_control"
83,"dipo",2,0,0,0,"second_control"
84,"dipo",2,3,132,291.428325193739,"second_control"
85,"dipo",2,4,166,371.192239331194,"second_control"
86,"dipo",2,8,376,802.933693364148,"second_control"
87,"dipo",2,7,275,624.767272274444,"second_control"
88,"dipo",2,6,219,500.814768273174,"second_control"
89,"dipo",2,7,325,689.088153723985,"second_control"
90,"dipo",2,7,317,682.091126183704,"second_control"
91,"dipo",2,9,405,870.305581645192,"second_control"
92,"dipo",2,5,193,437.879142244468,"second_control"
93,"dipo",2,3,146,313.826719820014,"second_control"
94,"dipo",2,4,182,398.322861409956,"second_control"
95,"dipo",2,5,220,485.855903612265,"second_control"
96,"dipo",2,8,356,783.675900380926,"second_control"
97,"dipo",2,7,337,725.667871277917,"second_control"
98,"dipo",2,5,203,455.853143977136,"second_control"
99,"dipo",2,4,170,378.619361818168,"second_control"
100,"dipo",2,5,240,517.706286334577,"second_control"
101,"dipo",2,3,126,281.309423977579,"second_control"
102,"dipo",2,4,162,364.619265770699,"second_control"
103,"dipo",2,3,219,415.894443155268,"second_control"
104,"dipo",2,2,187,335.867923107763,"second_control"
105,"dipo",2,7,418,839.365859943904,"second_control"
106,"dipo",2,5,323,630.446789364928,"second_control"
107,"dipo",2,4,277,532.913905859663,"second_control"
108,"dipo",2,8,456,927.526963129712,"second_control"
109,"dipo",2,6,378,747.753938708258,"second_control"
110,"dipo",2,4,283,543.36045474729,"second_control"
111,"dipo",2,5,333,648.316468266996,"second_control"
112,"dipo",2,5,304,601.989318717052,"second_control"
113,"dipo",2,6,348.52721657,701.301499853272,"second_control"
114,"dipo",2,3,136,297.775923411781,"second_control"
115,"dipo",2,4,279,537.702541353775,"second_control"
116,"dipo",2,4,269,522.883601153576,"second_control"
117,"dipo",2,5,223,490.647042242448,"second_control"
118,"dipo",2,5,219,483.95279662816,"second_control"
119,"dipo",2,8,369,804.080924040787,"second_control"
120,"dipo",2,5,231,503.93656727602,"second_control"
121,"dipo",2,4,277,535.690259734694,"second_control"
122,"dipo",2,4,201,429.462701018526,"second_control"
123,"dipo",2,2,92,200.783485822027,"second_control"
124,"dipo",2,3,148,317.344519480875,"second_control"
125,"dipo",2,4,178,388.103280590652,"second_control"
126,"dipo",2,3,155,327.050124749481,"second_control"
127,"dipo",2,2,105,221.266722419347,"second_control"
128,"dipo",2,2,102,217.109523448288,"second_control"
129,"dipo",2,3,169,350.860143843575,"second_control"
130,"dipo",2,2,114,236.074133234514,"second_control"
131,"dipo",2,2,110,229.826878426069,"second_control"
132,"dipo",2,3,183,372.204394095148,"second_control"
133,"dipo",2,1,54,113.346362215707,"second_control"
134,"dipo",2,2,98,210.355361482567,"second_control"
135,"dipo",2,2,98,210.554309817754,"second_control"
136,"dipo",2,3,147,315.636419787508,"second_control"
137,"dipo",2,4,200,427.486223716527,"second_control"
138,"dipo",2,2,101,215.340754224716,"second_control"
139,"dipo",2,2,104,220.090178247162,"second_control"
140,"dipo",2,2,105,221.633250335644,"second_control"
141,"dipo",2,2,111,231.100755598704,"second_control"
142,"dipo",2,2,104,219.742823202079,"second_control"
143,"dipo",2,3,119,266.711055264948,"second_control"
144,"dipo",2,2,98,209.346060697619,"second_control"
145,"dipo",2,6,299,639.735101234104,"second_control"
146,"dipo",2,2,103,218.447042620297,"second_control"
147,"dipo",2,2,107,224.967079325646,"second_control"
148,"dipo",2,2,90,197.638006504786,"second_control"
149,"dipo",2,1,54,113.346362215707,"second_control"
150,"dipo",2,1,49,105.380274719703,"second_control"
151,"dipo",2,3,118,267.208971024625,"second_control"
152,"dipo",2,5,196,443.092304683119,"second_control"
153,"dipo",2,5,189,430.806071345356,"second_control"
154,"dipo",2,5,214,475.922886712693,"second_control"
155,"dipo",2,6,290.03951957,625.69155670006,"second_control"
1,"other",2,1,162.5347738,259.013252088968,"second_control"
2,"other",2,1,162.5347738,259.013252088968,"second_control"
3,"other",2,1,162.5347738,259.013252088968,"second_control"
4,"other",2,1,162.5347738,259.013252088968,"second_control"
5,"other",2,2,325.0695476,518.026504177936,"second_control"
6,"other",2,1,162.5347738,259.013252088968,"second_control"
7,"other",2,1,162.5347738,259.013252088968,"second_control"
8,"other",2,1,218,322.815691313065,"second_control"
9,"other",2,1,162.5347738,259.013252088968,"second_control"
10,"other",2,1,162.5347738,259.013252088968,"second_control"
11,"other",2,0,0,0,"second_control"
12,"other",2,1,200,302.61103653617,"second_control"
13,"other",2,0,0,0,"second_control"
14,"other",2,1,199,301.47553442278,"second_control"
15,"other",2,1,197,299.200238938645,"second_control"
16,"other",2,1,162.5347738,259.013252088968,"second_control"
17,"other",2,1,218,322.815691313065,"second_control"
18,"other",2,0,0,0,"second_control"
19,"other",2,0,0,0,"second_control"
20,"other",2,0,0,0,"second_control"
21,"other",2,0,0,0,"second_control"
22,"other",2,1,166,263.143915412327,"second_control"
23,"other",2,1,184,284.266468135325,"second_control"
24,"other",2,1,206,309.394565929118,"second_control"
25,"other",2,0,0,0,"second_control"
26,"other",2,0,0,0,"second_control"
27,"other",2,0,0,0,"second_control"
28,"other",2,1,274,383.199724798346,"second_control"
29,"other",2,1,186,286.580723367431,"second_control"
30,"other",2,1,184,284.266468135325,"second_control"
31,"other",2,0,0,0,"second_control"
32,"other",2,0,0,0,"second_control"
33,"other",2,0,0,0,"second_control"
34,"other",2,2,261,434.687279388764,"second_control"
35,"other",2,0,0,0,"second_control"
36,"other",2,0,0,0,"second_control"
37,"other",2,0,0,0,"second_control"
38,"other",2,0,0,0,"second_control"
39,"other",2,0,0,0,"second_control"
40,"other",2,0,0,0,"second_control"
41,"other",2,0,0,0,"second_control"
42,"other",2,0,0,0,"second_control"
43,"other",2,0,0,0,"second_control"
44,"other",2,0,0,0,"second_control"
45,"other",2,0,0,0,"second_control"
46,"other",2,0,0,0,"second_control"
47,"other",2,1,130,219.06337816878,"second_control"
48,"other",2,0,0,0,"second_control"
49,"other",2,1,0,0,"second_control"
50,"other",2,1,208,311.644715912889,"second_control"
51,"other",2,0,0,0,"second_control"
52,"other",2,1,192,293.486539779646,"second_control"
53,"other",2,1,206,309.394565929118,"second_control"
54,"other",2,1,165,261.954114666805,"second_control"
55,"other",2,1,202,304.877794086405,"second_control"
56,"other",2,2,331,521.309343252123,"second_control"
57,"other",2,0,0,0,"second_control"
58,"other",2,1,40,90.5018089336904,"second_control"
59,"other",2,3,442,713.481108150216,"second_control"
60,"other",2,1,219,323.925660155204,"second_control"
61,"other",2,2,264,442.213420842728,"second_control"
62,"other",2,0,0,0,"second_control"
63,"other",2,0,0,0,"second_control"
64,"other",2,0,0,0,"second_control"
65,"other",2,0,0,0,"second_control"
66,"other",2,0,0,0,"second_control"
67,"other",2,0,0,0,"second_control"
68,"other",2,0,0,0,"second_control"
69,"other",2,1,126,213.988372268528,"second_control"
70,"other",2,0,0,0,"second_control"
71,"other",2,1,147,240.215079887395,"second_control"
72,"other",2,3,447,727.714509312716,"second_control"
73,"other",2,2,326,518.874058478706,"second_control"
74,"other",2,2,322,514.33672009307,"second_control"
75,"other",2,1,150,243.882540674793,"second_control"
76,"other",2,0,0,0,"second_control"
77,"other",2,0,0,0,"second_control"
78,"other",2,1,157,252.36958043541,"second_control"
79,"other",2,1,125,212.713364128719,"second_control"
80,"other",2,1,130,219.06337816878,"second_control"
81,"other",2,0,0,0,"second_control"
82,"other",2,1,151,245.100940013089,"second_control"
83,"other",2,0,0,0,"second_control"
84,"other",2,1,126,213.988372268528,"second_control"
85,"other",2,0,0,0,"second_control"
86,"other",2,0,0,0,"second_control"
87,"other",2,0,0,0,"second_control"
88,"other",2,0,0,0,"second_control"
89,"other",2,0,0,0,"second_control"
90,"other",2,0,0,0,"second_control"
91,"other",2,3,451,726.825732749319,"second_control"
92,"other",2,1,106,187.971352090702,"second_control"
93,"other",2,0,0,0,"second_control"
94,"other",2,2,284,468.04304129977,"second_control"
95,"other",2,0,0,0,"second_control"
96,"other",2,1,160,255.977771226647,"second_control"
97,"other",2,1,240,346.953040439971,"second_control"
98,"other",2,0,0,0,"second_control"
99,"other",2,2,245,414.619403091018,"second_control"
100,"other",2,2,337,526.027004888983,"second_control"
101,"other",2,1,184,284.266468135325,"second_control"
102,"other",2,0,0,0,"second_control"
103,"other",2,3,514,806.346813025356,"second_control"
104,"other",2,1,221,326.14180592157,"second_control"
105,"other",2,0,0,0,"second_control"
106,"other",2,0,0,0,"second_control"
107,"other",2,1,253,360.954663539756,"second_control"
108,"other",2,1,259,367.355959327363,"second_control"
109,"other",2,1,260,368.419218830992,"second_control"
110,"other",2,3,421,670.413432288979,"second_control"
111,"other",2,2,377,565.970135105079,"second_control"
112,"other",2,2,396,595.02263232429,"second_control"
113,"other",2,1,269,377.943148244894,"second_control"
114,"other",2,2,333,526.723963557616,"second_control"
115,"other",2,3,510,802.520612178186,"second_control"
116,"other",2,2,379,580.954662795828,"second_control"
117,"other",2,1,214,318.363005799617,"second_control"
118,"other",2,1,161,257.176732043323,"second_control"
119,"other",2,0,0,0,"second_control"
120,"other",2,0,0,0,"second_control"
121,"other",2,0,0,0,"second_control"
122,"other",2,0,0,0,"second_control"
123,"other",2,1,148,241.439627806472,"second_control"
124,"other",2,1,148,241.439627806472,"second_control"
125,"other",2,2,320,510.474968253994,"second_control"
126,"other",2,1,161,257.176732043323,"second_control"
127,"other",2,1,170,267.885346103455,"second_control"
128,"other",2,0,0,0,"second_control"
129,"other",2,1,248,355.591218254301,"second_control"
130,"other",2,0,0,0,"second_control"
131,"other",2,0,0,0,"second_control"
132,"other",2,1,242,349.119245940384,"second_control"
133,"other",2,0,0,0,"second_control"
134,"other",2,0,0,0,"second_control"
135,"other",2,0,0,0,"second_control"
136,"other",2,1,82,155.05031599842,"second_control"
137,"other",2,2,113,221.389717951792,"second_control"
138,"other",2,0,0,0,"second_control"
139,"other",2,1,140,231.583862534442,"second_control"
140,"other",2,1,42,93.8748452722046,"second_control"
141,"other",2,0,0,0,"second_control"
142,"other",2,0,0,0,"second_control"
143,"other",2,0,0,0,"second_control"
144,"other",2,1,218,322.815691313065,"second_control"
145,"other",2,1,69,136.222574687631,"second_control"
146,"other",2,0,0,0,"second_control"
147,"other",2,0,0,0,"second_control"
148,"other",2,0,0,0,"second_control"
149,"other",2,0,0,0,"second_control"
150,"other",2,0,0,0,"second_control"
151,"other",2,1,176,274.945595738535,"second_control"
152,"other",2,1,195,296.919161146276,"second_control"
153,"other",2,0,0,0,"second_control"
154,"other",2,1,193,294.632226815801,"second_control"
155,"other",2,0,0,0,"second_control"
1,"small_granivore",2,2,39.60132935,106.697904541656,"second_control"
2,"small_granivore",2,1,8,27.0663539374619,"second_control"
3,"small_granivore",2,1,19,51.7818386467049,"second_control"
4,"small_granivore",2,1,21.98281643,57.7663285988927,"second_control"
5,"small_granivore",2,0,0,0,"second_control"
6,"small_granivore",2,1,7.899749373,26.8115703456281,"second_control"
7,"small_granivore",2,2,29,82.2872035936317,"second_control"
8,"small_granivore",2,2,32,88.1031460919179,"second_control"
9,"small_granivore",2,4,72,191.919834836701,"second_control"
10,"small_granivore",2,0,0,0,"second_control"
11,"small_granivore",2,1,13,38.9555894891111,"second_control"
12,"small_granivore",2,1,8,27.0663539374619,"second_control"
13,"small_granivore",2,0,0,0,"second_control"
14,"small_granivore",2,0,0,0,"second_control"
15,"small_granivore",2,3,56,153.232035721678,"second_control"
16,"small_granivore",2,1,6,21.8135175789677,"second_control"
17,"small_granivore",2,1,22,57.8001914615828,"second_control"
18,"small_granivore",2,0,0,0,"second_control"
19,"small_granivore",2,1,26,65.5152311109777,"second_control"
20,"small_granivore",2,2,52,131.030462221955,"second_control"
21,"small_granivore",2,0,0,0,"second_control"
22,"small_granivore",2,0,0,0,"second_control"
23,"small_granivore",2,0,0,0,"second_control"
24,"small_granivore",2,1,10,31.9972214033309,"second_control"
25,"small_granivore",2,0,0,0,"second_control"
26,"small_granivore",2,0,0,0,"second_control"
27,"small_granivore",2,1,7,24.4870121320489,"second_control"
28,"small_granivore",2,0,0,0,"second_control"
29,"small_granivore",2,1,7,24.4870121320489,"second_control"
30,"small_granivore",2,0,0,0,"second_control"
31,"small_granivore",2,2,30,85.3844242439433,"second_control"
32,"small_granivore",2,0,0,0,"second_control"
33,"small_granivore",2,2,14,48.8798715164296,"second_control"
34,"small_granivore",2,0,0,0,"second_control"
35,"small_granivore",2,0,0,0,"second_control"
36,"small_granivore",2,0,0,0,"second_control"
37,"small_granivore",2,0,0,0,"second_control"
38,"small_granivore",2,0,0,0,"second_control"
39,"small_granivore",2,0,0,0,"second_control"
40,"small_granivore",2,0,0,0,"second_control"
41,"small_granivore",2,0,0,0,"second_control"
42,"small_granivore",2,0,0,0,"second_control"
43,"small_granivore",2,0,0,0,"second_control"
44,"small_granivore",2,0,0,0,"second_control"
45,"small_granivore",2,0,0,0,"second_control"
46,"small_granivore",2,0,0,0,"second_control"
47,"small_granivore",2,0,0,0,"second_control"
48,"small_granivore",2,0,0,0,"second_control"
49,"small_granivore",2,0,0,0,"second_control"
50,"small_granivore",2,0,0,0,"second_control"
51,"small_granivore",2,0,0,0,"second_control"
52,"small_granivore",2,3,57,155.345515940115,"second_control"
53,"small_granivore",2,5,106,279.116729152278,"second_control"
54,"small_granivore",2,3,66.98281643,175.326183568433,"second_control"
55,"small_granivore",2,7,109,307.168092598751,"second_control"
56,"small_granivore",2,4,66,183.513769822576,"second_control"
57,"small_granivore",2,0,0,0,"second_control"
58,"small_granivore",2,0,0,0,"second_control"
59,"small_granivore",2,0,0,0,"second_control"
60,"small_granivore",2,1,24,61.6979448064802,"second_control"
61,"small_granivore",2,2,25,72.8383592288599,"second_control"
62,"small_granivore",2,1,6,21.8135175789677,"second_control"
63,"small_granivore",2,2,30,84.2466756400061,"second_control"
64,"small_granivore",2,1,21,55.8183169587426,"second_control"
65,"small_granivore",2,2,45,117.55985496954,"second_control"
66,"small_granivore",2,2,37,99.8834305782946,"second_control"
67,"small_granivore",2,4,55,160.04791082879,"second_control"
68,"small_granivore",2,0,0,0,"second_control"
69,"small_granivore",2,0,0,0,"second_control"
70,"small_granivore",2,0,0,0,"second_control"
71,"small_granivore",2,0,0,0,"second_control"
72,"small_granivore",2,1,18,49.7240672582641,"second_control"
73,"small_granivore",2,0,0,0,"second_control"
74,"small_granivore",2,0,0,0,"second_control"
75,"small_granivore",2,0,0,0,"second_control"
76,"small_granivore",2,0,0,0,"second_control"
77,"small_granivore",2,0,0,0,"second_control"
78,"small_granivore",2,0,0,0,"second_control"
79,"small_granivore",2,0,0,0,"second_control"
80,"small_granivore",2,0,0,0,"second_control"
81,"small_granivore",2,0,0,0,"second_control"
82,"small_granivore",2,0,0,0,"second_control"
83,"small_granivore",2,0,0,0,"second_control"
84,"small_granivore",2,0,0,0,"second_control"
85,"small_granivore",2,2,40,107.625395104561,"second_control"
86,"small_granivore",2,0,0,0,"second_control"
87,"small_granivore",2,3,53,147.025905904969,"second_control"
88,"small_granivore",2,0,0,0,"second_control"
89,"small_granivore",2,0,0,0,"second_control"
90,"small_granivore",2,0,0,0,"second_control"
91,"small_granivore",2,0,0,0,"second_control"
92,"small_granivore",2,0,0,0,"second_control"
93,"small_granivore",2,0,0,0,"second_control"
94,"small_granivore",2,0,0,0,"second_control"
95,"small_granivore",2,2,42,111.612889013864,"second_control"
96,"small_granivore",2,1,19,51.7818386467049,"second_control"
97,"small_granivore",2,1,19,51.7818386467049,"second_control"
98,"small_granivore",2,0,0,0,"second_control"
99,"small_granivore",2,0,0,0,"second_control"
100,"small_granivore",2,0,0,0,"second_control"
101,"small_granivore",2,0,0,0,"second_control"
102,"small_granivore",2,0,0,0,"second_control"
103,"small_granivore",2,0,0,0,"second_control"
104,"small_granivore",2,1,22,57.8001914615828,"second_control"
105,"small_granivore",2,3,58,157.349462362826,"second_control"
106,"small_granivore",2,2,48,123.375797467826,"second_control"
107,"small_granivore",2,2,45,117.55985496954,"second_control"
108,"small_granivore",2,2,54,134.792300406594,"second_control"
109,"small_granivore",2,4,104,261.587669026019,"second_control"
110,"small_granivore",2,2,45,117.516261765223,"second_control"
111,"small_granivore",2,2,45,117.120217461561,"second_control"
112,"small_granivore",2,1,21,55.8183169587426,"second_control"
113,"small_granivore",2,3,74,187.677997549751,"second_control"
114,"small_granivore",2,2,46,119.177988850002,"second_control"
115,"small_granivore",2,3,54,149.056764810545,"second_control"
116,"small_granivore",2,2,39,105.594536198986,"second_control"
117,"small_granivore",2,5,98,262.788099267196,"second_control"
118,"small_granivore",2,5,104,275.282661156832,"second_control"
119,"small_granivore",2,1,22,57.8001914615828,"second_control"
120,"small_granivore",2,2,39,103.103960852245,"second_control"
121,"small_granivore",2,2,55,136.621970559892,"second_control"
122,"small_granivore",2,1,25,63.616133959869,"second_control"
123,"small_granivore",2,2,32,90.9061487024923,"second_control"
124,"small_granivore",2,0,0,0,"second_control"
125,"small_granivore",2,3,66,172.556936523887,"second_control"
126,"small_granivore",2,0,0,0,"second_control"
127,"small_granivore",2,0,0,0,"second_control"
128,"small_granivore",2,4,85,225.11641737067,"second_control"
129,"small_granivore",2,3,42,122.18373782939,"second_control"
130,"small_granivore",2,2,34,94.4860089340385,"second_control"
131,"small_granivore",2,3,32,100.620124224973,"second_control"
132,"small_granivore",2,6,97,271.46558770707,"second_control"
133,"small_granivore",2,2,31,87.8155383620735,"second_control"
134,"small_granivore",2,0,0,0,"second_control"
135,"small_granivore",2,0,0,0,"second_control"
136,"small_granivore",2,0,0,0,"second_control"
137,"small_granivore",2,1,17,47.6374995226924,"second_control"
138,"small_granivore",2,0,0,0,"second_control"
139,"small_granivore",2,1,21,55.8183169587426,"second_control"
140,"small_granivore",2,3,63,166.744927522823,"second_control"
141,"small_granivore",2,2,45,117.42883151215,"second_control"
142,"small_granivore",2,1,22,57.8001914615828,"second_control"
143,"small_granivore",2,1,20,53.8126975522807,"second_control"
144,"small_granivore",2,0,0,0,"second_control"
145,"small_granivore",2,0,0,0,"second_control"
146,"small_granivore",2,1,8,27.0663539374619,"second_control"
147,"small_granivore",2,0,0,0,"second_control"
148,"small_granivore",2,0,0,0,"second_control"
149,"small_granivore",2,0,0,0,"second_control"
150,"small_granivore",2,0,0,0,"second_control"
151,"small_granivore",2,1,18,49.7240672582641,"second_control"
152,"small_granivore",2,0,0,0,"second_control"
153,"small_granivore",2,0,0,0,"second_control"
154,"small_granivore",2,1,8,27.0663539374619,"second_control"
155,"small_granivore",2,1,10,31.9972214033309,"second_control"
1,"grasshopper",2,0,0,0,"second_control"
2,"grasshopper",2,0,0,0,"second_control"
3,"grasshopper",2,0,0,0,"second_control"
4,"grasshopper",2,1,21,55.8183169587426,"second_control"
5,"grasshopper",2,2,55.18271554,136.788785279584,"second_control"
6,"grasshopper",2,4,103.29470708,260.400538475308,"second_control"
7,"grasshopper",2,2,55.18271554,136.788785279584,"second_control"
8,"grasshopper",2,2,49,125.314078766349,"second_control"
9,"grasshopper",2,2,50,127.232267919738,"second_control"
10,"grasshopper",2,0,0,0,"second_control"
11,"grasshopper",2,1,30,72.9378919918372,"second_control"
12,"grasshopper",2,0,0,0,"second_control"
13,"grasshopper",2,0,0,0,"second_control"
14,"grasshopper",2,0,0,0,"second_control"
15,"grasshopper",2,0,0,0,"second_control"
16,"grasshopper",2,0,0,0,"second_control"
17,"grasshopper",2,1,23,59.7596635079572,"second_control"
18,"grasshopper",2,3,94.05599577,225.447411229081,"second_control"
19,"grasshopper",2,4,126,302.006509432513,"second_control"
20,"grasshopper",2,1,30,72.9378919918372,"second_control"
21,"grasshopper",2,0,0,0,"second_control"
22,"grasshopper",2,0,0,0,"second_control"
23,"grasshopper",2,0,0,0,"second_control"
24,"grasshopper",2,0,0,0,"second_control"
25,"grasshopper",2,1,25,63.616133959869,"second_control"
26,"grasshopper",2,2,47,121.208847755578,"second_control"
27,"grasshopper",2,2,52,130.866402956871,"second_control"
28,"grasshopper",2,0,0,0,"second_control"
29,"grasshopper",2,3,105,245.619244784921,"second_control"
30,"grasshopper",2,4,128,304.641007517984,"second_control"
31,"grasshopper",2,2,81,182.695278418061,"second_control"
32,"grasshopper",2,1,37,85.3617990345562,"second_control"
33,"grasshopper",2,0,0,0,"second_control"
34,"grasshopper",2,1,39,88.7995411482622,"second_control"
35,"grasshopper",2,0,0,0,"second_control"
36,"grasshopper",2,0,0,0,"second_control"
37,"grasshopper",2,1,30,72.9378919918372,"second_control"
38,"grasshopper",2,1,21,55.8183169587426,"second_control"
39,"grasshopper",2,0,0,0,"second_control"
40,"grasshopper",2,1,21,55.8183169587426,"second_control"
41,"grasshopper",2,1,21,55.8183169587426,"second_control"
42,"grasshopper",2,2,73,168.915946308827,"second_control"
43,"grasshopper",2,1,34,80.1164051605652,"second_control"
44,"grasshopper",2,0,0,0,"second_control"
45,"grasshopper",2,0,0,0,"second_control"
46,"grasshopper",2,0,0,0,"second_control"
47,"grasshopper",2,0,0,0,"second_control"
48,"grasshopper",2,0,0,0,"second_control"
49,"grasshopper",2,0,0,0,"second_control"
50,"grasshopper",2,0,0,0,"second_control"
51,"grasshopper",2,2,44,115.600382923166,"second_control"
52,"grasshopper",2,2,45,117.55985496954,"second_control"
53,"grasshopper",2,1,27,67.3961502032971,"second_control"
54,"grasshopper",2,2,66,155.572790078685,"second_control"
55,"grasshopper",2,0,0,0,"second_control"
56,"grasshopper",2,1,43,95.5462415403459,"second_control"
57,"grasshopper",2,0,0,0,"second_control"
58,"grasshopper",2,0,0,0,"second_control"
59,"grasshopper",2,0,0,0,"second_control"
60,"grasshopper",2,1,27,67.3961502032971,"second_control"
61,"grasshopper",2,0,0,0,"second_control"
62,"grasshopper",2,2,55,136.655879521573,"second_control"
63,"grasshopper",2,1,27,67.3961502032971,"second_control"
64,"grasshopper",2,1,26,65.5152311109777,"second_control"
65,"grasshopper",2,0,0,0,"second_control"
66,"grasshopper",2,0,0,0,"second_control"
67,"grasshopper",2,0,0,0,"second_control"
68,"grasshopper",2,0,0,0,"second_control"
69,"grasshopper",2,0,0,0,"second_control"
70,"grasshopper",2,2,56,138.502889652211,"second_control"
71,"grasshopper",2,0,0,0,"second_control"
72,"grasshopper",2,1,24,61.6979448064802,"second_control"
73,"grasshopper",2,2,50,127.213175917458,"second_control"
74,"grasshopper",2,2,49,125.314078766349,"second_control"
75,"grasshopper",2,0,0,0,"second_control"
76,"grasshopper",2,0,0,0,"second_control"
77,"grasshopper",2,0,0,0,"second_control"
78,"grasshopper",2,0,0,0,"second_control"
79,"grasshopper",2,1,28,69.259729318276,"second_control"
80,"grasshopper",2,0,0,0,"second_control"
81,"grasshopper",2,0,0,0,"second_control"
82,"grasshopper",2,0,0,0,"second_control"
83,"grasshopper",2,1,24.05599577,61.8058765978623,"second_control"
84,"grasshopper",2,0,0,0,"second_control"
85,"grasshopper",2,1,21,55.8183169587426,"second_control"
86,"grasshopper",2,0,0,0,"second_control"
87,"grasshopper",2,1,26,65.5152311109777,"second_control"
88,"grasshopper",2,2,65,154.897762865276,"second_control"
89,"grasshopper",2,0,0,0,"second_control"
90,"grasshopper",2,0,0,0,"second_control"
91,"grasshopper",2,0,0,0,"second_control"
92,"grasshopper",2,0,0,0,"second_control"
93,"grasshopper",2,1,22,57.8001914615828,"second_control"
94,"grasshopper",2,5,134,334.081051747142,"second_control"
95,"grasshopper",2,1,37,85.3617990345562,"second_control"
96,"grasshopper",2,0,0,0,"second_control"
97,"grasshopper",2,0,0,0,"second_control"
98,"grasshopper",2,0,0,0,"second_control"
