"period","censusdate","era","plot","plot_type","total_e","dipo_e","smgran_e","pb_e","pp_e"
33,1980-04-17,"a_pre_ba",2,"CE",359.957708950829,311.077837434399,48.8798715164297,0,0
33,1980-04-17,"a_pre_ba",3,"EE",95.7493928132485,0,95.7493928132485,0,0
33,1980-04-17,"a_pre_ba",4,"CC",957.822816261607,933.335804129558,24.4870121320489,0,0
33,1980-04-17,"a_pre_ba",8,"CE",325.356856135247,298.290502197786,27.0663539374619,0,0
33,1980-04-17,"a_pre_ba",11,"CC",388.089231400391,388.089231400391,0,0,0
33,1980-04-17,"a_pre_ba",14,"CC",407.268732350009,407.268732350009,0,0,0
33,1980-04-17,"a_pre_ba",15,"EE",78.6197200069727,0,78.6197200069727,0,0
33,1980-04-17,"a_pre_ba",17,"CC",165.13993822766,165.13993822766,0,0,0
33,1980-04-17,"a_pre_ba",19,"EE",61.5633286885316,0,61.5633286885316,0,0
33,1980-04-17,"a_pre_ba",22,"CE",404.726875378628,404.726875378628,0,0,0
34,1980-05-17,"a_pre_ba",2,"CE",212.026757750708,212.026757750708,0,0,0
34,1980-05-17,"a_pre_ba",3,"EE",24.4870121320489,0,24.4870121320489,0,0
34,1980-05-17,"a_pre_ba",4,"CC",1071.01379787476,1071.01379787476,0,0,0
34,1980-05-17,"a_pre_ba",8,"CE",319.645729986637,319.645729986637,0,0,0
34,1980-05-17,"a_pre_ba",11,"CC",312.566383483116,285.500029545654,27.0663539374619,0,0
34,1980-05-17,"a_pre_ba",14,"CC",381.935313714284,381.935313714284,0,0,0
34,1980-05-17,"a_pre_ba",15,"EE",76.0403782015597,0,76.0403782015597,0,0
34,1980-05-17,"a_pre_ba",17,"CC",725.160669052832,725.160669052832,0,0,0
34,1980-05-17,"a_pre_ba",19,"EE",0,0,0,0,0
34,1980-05-17,"a_pre_ba",22,"CE",566.231350948243,566.231350948243,0,0,0
35,1980-06-22,"a_pre_ba",2,"CE",371.905719448475,371.905719448475,0,0,0
35,1980-06-22,"a_pre_ba",3,"EE",0,0,0,0,0
35,1980-06-22,"a_pre_ba",4,"CC",1067.02024778309,1067.02024778309,0,0,0
35,1980-06-22,"a_pre_ba",8,"CE",331.434042903854,331.434042903854,0,0,0
35,1980-06-22,"a_pre_ba",11,"CC",511.776480141105,487.289468009056,24.4870121320489,0,0
35,1980-06-22,"a_pre_ba",14,"CC",783.1776761248,783.1776761248,0,0,0
35,1980-06-22,"a_pre_ba",15,"EE",0,0,0,0,0
35,1980-06-22,"a_pre_ba",17,"CC",846.140139204851,846.140139204851,0,0,0
