"newmoonnumber","period","censusdate","month","day","year","treatment","plot","stake","species","sex","hfl","wgt","tag","ltag","small_granivore","dipo","type","energy"
69,64,1983-01-12,1,12,1983,"control",17,46,"DS","M",50,130,"3944","0",FALSE,TRUE,"dipo",219.06337816878
69,64,1983-01-12,1,12,1983,"control",14,47,"DM","M",35,40,"4910","0",FALSE,TRUE,"dipo",90.5018089336904
69,64,1983-01-12,1,12,1983,"control",11,47,"RM","M",17,8,"8501","0",TRUE,FALSE,"small_granivore",27.0663539374619
69,64,1983-01-12,1,12,1983,"control",14,52,"RM","F",17,8,"8502","0",TRUE,FALSE,"small_granivore",27.0663539374619
69,64,1983-01-12,1,12,1983,"control",17,52,"NA","F",29,145,"3664","0",FALSE,FALSE,"other",237.759713124729
69,64,1983-01-12,1,12,1983,"control",11,52,"PF","F",15,6,"7603","0",TRUE,FALSE,"small_granivore",21.8135175789677
69,64,1983-01-12,1,12,1983,"control",17,53,"DO","F",37,48,"3610","0",FALSE,TRUE,"dipo",103.763161232581
69,64,1983-01-12,1,12,1983,"orig_exclosure",19,53,"RM","F",16,7,"8511","0",TRUE,FALSE,"small_granivore",24.4870121320489
69,64,1983-01-12,1,12,1983,"orig_exclosure",19,54,"RM","M",17,8,"8512","0",TRUE,FALSE,"small_granivore",27.0663539374619
69,64,1983-01-12,1,12,1983,"control",14,55,"DM","F",37,41,"2739","0",FALSE,TRUE,"dipo",92.1934694843704
69,64,1983-01-12,1,12,1983,"orig_exclosure",19,61,"PF","M",15,5,"7510","0",TRUE,FALSE,"small_granivore",19.0256616765792
69,64,1983-01-12,1,12,1983,"new_exclosure",22,62,"PF","M",16,7,"7612","0",TRUE,FALSE,"small_granivore",24.4870121320489
69,64,1983-01-12,1,12,1983,"control",14,65,"OL","M",21,40,"3560","0",FALSE,FALSE,"other",90.5018089336904
69,64,1983-01-12,1,12,1983,"orig_exclosure",19,66,"RM","F",15,12,"8600","0",TRUE,FALSE,"small_granivore",36.6858174724557
69,64,1983-01-12,1,12,1983,"orig_exclosure",15,67,"PM","M",21,21,"3546","0",TRUE,FALSE,"small_granivore",55.8183169587426
69,64,1983-01-12,1,12,1983,"new_exclosure",22,67,"DS","M",49,132,"3812","0",FALSE,TRUE,"dipo",221.586202550956
69,64,1983-01-12,1,12,1983,"control",14,73,"DM","F",37,38,"3561","0",FALSE,TRUE,"dipo",87.0863249865208
69,64,1983-01-12,1,12,1983,"control",17,74,"RM","M",17,9,"8612","0",TRUE,FALSE,"small_granivore",29.5661072852007
69,64,1983-01-12,1,12,1983,"control",11,74,"DM","M",36,46,"3403","0",FALSE,TRUE,"dipo",100.503373641219
69,64,1983-01-12,1,12,1983,"new_exclosure",22,74,"DM","F",37,36,"3982","0",FALSE,TRUE,"dipo",83.6255798186177
69,64,1983-01-12,1,12,1983,"control",11,76,"DS","F",51,118,"3173","0",FALSE,TRUE,"dipo",203.715358184933
69,64,1983-01-12,1,12,1983,"control",14,77,"RM","M",18,11,"8603","0",TRUE,FALSE,"small_granivore",34.3681994673169
69,64,1983-01-12,1,12,1983,"orig_exclosure",15,77,"OT","F",19,25,"3583","0",FALSE,FALSE,"other",63.616133959869
69,64,1983-01-12,1,12,1983,"orig_exclosure",21,77,"RM","M",15,8,"7501","0",TRUE,FALSE,"small_granivore",27.0663539374619
69,64,1983-01-12,1,13,1983,"orig_exclosure",3,12,"RM","M",17,12,"6011","0",TRUE,FALSE,"small_granivore",36.6858174724557
69,64,1983-01-12,1,13,1983,"control",4,13,"DM","M",35,40,"3060","0",FALSE,TRUE,"dipo",90.5018089336904
69,64,1983-01-12,1,13,1983,"control",4,16,"DM","F",37,37,"4000","0",FALSE,TRUE,"dipo",85.3617990345562
69,64,1983-01-12,1,13,1983,"new_exclosure",2,17,"DM","M",36,40,"3625","0",FALSE,TRUE,"dipo",90.5018089336904
69,64,1983-01-12,1,13,1983,"orig_exclosure",3,17,"RM","M",15,9,"7503","0",TRUE,FALSE,"small_granivore",29.5661072852007
69,64,1983-01-12,1,13,1983,"new_exclosure",8,21,"DO","F",37,49,"3381","0",FALSE,TRUE,"dipo",105.380274719703
69,64,1983-01-12,1,13,1983,"control",4,22,"PF","M",15,6,"7514","0",TRUE,FALSE,"small_granivore",21.8135175789677
69,64,1983-01-12,1,13,1983,"control",4,23,"DM","F",35,34,"3155","0",FALSE,TRUE,"dipo",80.1164051605652
69,64,1983-01-12,1,13,1983,"new_exclosure",2,26,"DS","M",51,148,"3626","0",FALSE,TRUE,"dipo",241.439627806472
69,64,1983-01-12,1,13,1983,"new_exclosure",2,27,"DO","F",35,44,"3912","0",FALSE,TRUE,"dipo",97.2079476020466
69,64,1983-01-12,1,13,1983,"control",4,32,"PF","M",14,6,"7513","0",TRUE,FALSE,"small_granivore",21.8135175789677
69,64,1983-01-12,1,13,1983,"orig_exclosure",3,33,"DM","M",37,39,"3412","0",FALSE,TRUE,"dipo",88.7995411482622
69,64,1983-01-12,1,13,1983,"control",4,33,"DS","F",46,113,"3900","3889",FALSE,TRUE,"dipo",197.206442630021
69,64,1983-01-12,1,13,1983,"control",4,36,"DM","F",35,42,"2912","0",FALSE,TRUE,"dipo",93.8748452722046
69,64,1983-01-12,1,13,1983,"new_exclosure",2,37,"OT","M",21,26,"3459","0",FALSE,FALSE,"other",65.5152311109777
69,64,1983-01-12,1,13,1983,"control",4,41,"DM","F",37,37,"3355","0",FALSE,TRUE,"dipo",85.3617990345562
69,64,1983-01-12,1,13,1983,"new_exclosure",8,42,"PF","M",15,5,"8511","0",TRUE,FALSE,"small_granivore",19.0256616765792
69,64,1983-01-12,1,13,1983,"orig_exclosure",3,44,"PF","M",15,5,"7614","0",TRUE,FALSE,"small_granivore",19.0256616765792
69,64,1983-01-12,1,13,1983,"new_exclosure",8,45,"PF","F",16,6,"7610","0",TRUE,FALSE,"small_granivore",21.8135175789677
69,64,1983-01-12,1,13,1983,"orig_exclosure",3,46,"DM","F",38,42,"3879","0",FALSE,TRUE,"dipo",93.8748452722046
69,64,1983-01-12,1,13,1983,"orig_exclosure",3,47,"DM","F",36,48,"3880","0",FALSE,TRUE,"dipo",103.763161232581
69,64,1983-01-12,1,13,1983,"new_exclosure",2,51,"DO","F",35,36,"3898","0",FALSE,TRUE,"dipo",83.6255798186177
69,64,1983-01-12,1,13,1983,"new_exclosure",8,52,"DS","F",49,107,"3542","0",FALSE,TRUE,"dipo",189.299775825279
69,64,1983-01-12,1,13,1983,"orig_exclosure",3,57,"DM","M",36,43,"3888","0",FALSE,TRUE,"dipo",95.5462415403459
69,64,1983-01-12,1,13,1983,"control",4,62,"DS",NA,NA,119.9275604,"0","0",FALSE,TRUE,"dipo",206.206103493489
69,64,1983-01-12,1,13,1983,"control",4,63,"DM","F",39,38,"3097","0",FALSE,TRUE,"dipo",87.0863249865208
69,64,1983-01-12,1,13,1983,"new_exclosure",2,64,"DM","F",35,36,"3913","0",FALSE,TRUE,"dipo",83.6255798186177
69,64,1983-01-12,1,13,1983,"orig_exclosure",3,67,"DM","M",37,47,"3887","0",FALSE,TRUE,"dipo",102.137602618615
69,64,1983-01-12,1,13,1983,"control",4,67,"DS","M",51,131,"3115","0",FALSE,TRUE,"dipo",220.325994010241
69,64,1983-01-12,1,13,1983,"control",4,71,"DS","M",48,120,"3899","0",FALSE,TRUE,"dipo",206.29951213152
69,64,1983-01-12,1,13,1983,"new_exclosure",2,75,"PE","M",20,21,"3128","0",TRUE,FALSE,"small_granivore",55.8183169587426
69,64,1983-01-12,1,13,1983,"new_exclosure",8,76,"DS","F",51,108,"3886","3863",FALSE,TRUE,"dipo",190.625099338474
69,64,1983-01-12,1,13,1983,"orig_exclosure",3,77,"DM","M",37,43,"3978","0",FALSE,TRUE,"dipo",95.5462415403459
70,65,1983-02-26,2,26,1983,"control",11,23,"DM","F",37,36,"3842","0",FALSE,TRUE,"dipo",83.6255798186177
70,65,1983-02-26,2,26,1983,"control",11,26,"DO","F",36,38,"3972","0",FALSE,TRUE,"dipo",87.0863249865208
70,65,1983-02-26,2,26,1983,"control",11,27,"DO","M",37,53,"4976","0",FALSE,TRUE,"dipo",111.768434661472
70,65,1983-02-26,2,26,1983,"control",11,35,"DM","M",36,39,"3387","0",FALSE,TRUE,"dipo",88.7995411482622
70,65,1983-02-26,2,26,1983,"control",11,36,"OL","M",21,34,"3161","0",FALSE,FALSE,"other",80.1164051605652
70,65,1983-02-26,2,26,1983,"control",11,37,"OL","F",19,31,"3924","0",FALSE,FALSE,"other",74.7538451814357
70,65,1983-02-26,2,26,1983,"control",11,44,"RM","M",17,11,"8602","0",TRUE,FALSE,"small_granivore",34.3681994673169
70,65,1983-02-26,2,26,1983,"control",11,45,"DM","M",36,43,"2732","0",FALSE,TRUE,"dipo",95.5462415403459
70,65,1983-02-26,2,26,1983,"orig_exclosure",19,46,"PF","M",14,5,"6500","0",TRUE,FALSE,"small_granivore",19.0256616765792
70,65,1983-02-26,2,26,1983,"control",17,46,"DM","F",37,41,"3532","0",FALSE,TRUE,"dipo",92.1934694843704
70,65,1983-02-26,2,26,1983,"control",11,47,"OT","M",21,26,"3545","0",FALSE,FALSE,"other",65.5152311109777
70,65,1983-02-26,2,26,1983,"control",17,53,"DS","M",49,122,"3944","0",FALSE,TRUE,"dipo",208.872920612232
70,65,1983-02-26,2,26,1983,"control",11,54,"PM","M",21,25,"3400","0",TRUE,FALSE,"small_granivore",63.616133959869
70,65,1983-02-26,2,26,1983,"control",17,65,"DO","F",35,53,"3827","0",FALSE,TRUE,"dipo",111.768434661472
70,65,1983-02-26,2,26,1983,"control",11,75,"DM","M",37,49,"3403","0",FALSE,TRUE,"dipo",105.380274719703
70,65,1983-02-26,2,26,1983,"control",17,76,"RM","F",16,10,"7510","0",TRUE,FALSE,"small_granivore",31.9972214033309
70,65,1983-02-26,2,26,1983,"control",11,77,"DM","M",35,43,"2473","0",FALSE,TRUE,"dipo",95.5462415403459
70,65,1983-02-26,2,27,1983,"orig_exclosure",3,12,"PE","M",21,20,"3824","0",TRUE,FALSE,"small_granivore",53.8126975522807
70,65,1983-02-26,2,27,1983,"new_exclosure",22,12,"RM","M",18,9,"7511","0",TRUE,FALSE,"small_granivore",29.5661072852007
70,65,1983-02-26,2,27,1983,"control",14,12,"DS","M",49,117,"3549","0",FALSE,TRUE,"dipo",202.41918070181
70,65,1983-02-26,2,27,1983,"new_exclosure",8,14,"DO","F",37,54,"3381","0",FALSE,TRUE,"dipo",113.346362215707
70,65,1983-02-26,2,27,1983,"control",4,15,"DM","M",35,42,"3060","0",FALSE,TRUE,"dipo",93.8748452722046
70,65,1983-02-26,2,27,1983,"new_exclosure",2,16,"DS","M",52,141,"3626","0",FALSE,TRUE,"dipo",232.823385949575
70,65,1983-02-26,2,27,1983,"new_exclosure",22,17,"DM","F",34,38,"3810","0",FALSE,TRUE,"dipo",87.0863249865208
70,65,1983-02-26,2,27,1983,"control",14,21,"DM","F",36,43,"4985","0",FALSE,TRUE,"dipo",95.5462415403459
70,65,1983-02-26,2,27,1983,"orig_exclosure",21,24,"RM","F",15,8,"8603","0",TRUE,FALSE,"small_granivore",27.0663539374619
70,65,1983-02-26,2,27,1983,"new_exclosure",22,25,"PF","M",17,7,"7612","0",TRUE,FALSE,"small_granivore",24.4870121320489
70,65,1983-02-26,2,27,1983,"control",4,26,"DM","F",37,38,"4000","0",FALSE,TRUE,"dipo",87.0863249865208
70,65,1983-02-26,2,27,1983,"control",14,35,"DM","M",34,42,"4910","0",FALSE,TRUE,"dipo",93.8748452722046
70,65,1983-02-26,2,27,1983,"new_exclosure",2,37,"DM","M",35,44,"3625","0",FALSE,TRUE,"dipo",97.2079476020466
70,65,1983-02-26,2,27,1983,"new_exclosure",22,37,"DS","M",48,122,"2871","0",FALSE,TRUE,"dipo",208.872920612232
70,65,1983-02-26,2,27,1983,"orig_exclosure",15,37,"OL","M",21,33,"3865","0",FALSE,FALSE,"other",78.3425532205783
70,65,1983-02-26,2,27,1983,"new_exclosure",2,44,"DO","F",37,47,"3912","0",FALSE,TRUE,"dipo",102.137602618615
70,65,1983-02-26,2,27,1983,"control",4,45,"DM","M",36,46,"3887","0",FALSE,TRUE,"dipo",100.503373641219
70,65,1983-02-26,2,27,1983,"orig_exclosure",15,46,"OT","M",21,25,"3545","0",FALSE,FALSE,"other",63.616133959869
70,65,1983-02-26,2,27,1983,"new_exclosure",2,51,"DO","M",36,38,"3898","0",FALSE,TRUE,"dipo",87.0863249865208
70,65,1983-02-26,2,27,1983,"control",4,51,"PF","M",16,6,"7514","0",TRUE,FALSE,"small_granivore",21.8135175789677
70,65,1983-02-26,2,27,1983,"new_exclosure",8,51,"DS","F",49,121,"3542","0",FALSE,TRUE,"dipo",207.587545628344
70,65,1983-02-26,2,27,1983,"new_exclosure",2,52,"PE","M",19,22,"3128","0",TRUE,FALSE,"small_granivore",57.8001914615828
70,65,1983-02-26,2,27,1983,"new_exclosure",2,53,"DM","F",36,42,"3913","0",FALSE,TRUE,"dipo",93.8748452722046
70,65,1983-02-26,2,27,1983,"orig_exclosure",3,53,"PF","M",16,7,"0","0",TRUE,FALSE,"small_granivore",24.4870121320489
70,65,1983-02-26,2,27,1983,"control",4,56,"DM","F",35,49,"2912","0",FALSE,TRUE,"dipo",105.380274719703
70,65,1983-02-26,2,27,1983,"new_exclosure",22,57,"DS","M",50,128,"3812","0",FALSE,TRUE,"dipo",216.530831499695
70,65,1983-02-26,2,27,1983,"orig_exclosure",15,57,"RM","M",17,8,"8603","0",TRUE,FALSE,"small_granivore",27.0663539374619
70,65,1983-02-26,2,27,1983,"orig_exclosure",15,62,"PF","M",16,6,"7503","0",TRUE,FALSE,"small_granivore",21.8135175789677
70,65,1983-02-26,2,27,1983,"control",14,62,"DM","F",36,48,"2739","0",FALSE,TRUE,"dipo",103.763161232581
70,65,1983-02-26,2,27,1983,"new_exclosure",8,63,"DS","F",51,117,"3886","0",FALSE,TRUE,"dipo",202.41918070181
70,65,1983-02-26,2,27,1983,"new_exclosure",2,71,"PE","F",19,23,"3848","0",TRUE,FALSE,"small_granivore",59.7596635079572
70,65,1983-02-26,2,27,1983,"control",14,73,"DM","F",37,39,"3561","0",FALSE,TRUE,"dipo",88.7995411482622
70,65,1983-02-26,2,27,1983,"new_exclosure",22,74,"DM","F",36,38,"3982","0",FALSE,TRUE,"dipo",87.0863249865208
70,65,1983-02-26,2,27,1983,"new_exclosure",8,74,"DO","M",36,54,"3644","0",FALSE,TRUE,"dipo",113.346362215707
70,65,1983-02-26,2,27,1983,"new_exclosure",22,77,"DM","M",34,47,"3942","0",FALSE,TRUE,"dipo",102.137602618615
71,66,1983-03-14,3,14,1983,"orig_exclosure",19,11,"RM","F",15,8,"8510","0",TRUE,FALSE,"small_granivore",27.0663539374619
71,66,1983-03-14,3,14,1983,"control",11,14,"DS","F",50,104,"3107","3108",FALSE,TRUE,"dipo",185.305056758305
71,66,1983-03-14,3,14,1983,"new_exclosure",22,15,"DM","F",33,38,"3840","0",FALSE,TRUE,"dipo",87.0863249865208
71,66,1983-03-14,3,14,1983,"orig_exclosure",19,16,"PF","M",14,5,"6502","0",TRUE,FALSE,"small_granivore",19.0256616765792
71,66,1983-03-14,3,14,1983,"new_exclosure",22,16,"RM","M",17,9,"8501","0",TRUE,FALSE,"small_granivore",29.5661072852007
71,66,1983-03-14,3,14,1983,"control",17,17,"RM","F",17,10,"8502","0",TRUE,FALSE,"small_granivore",31.9972214033309
71,66,1983-03-14,3,14,1983,"new_exclosure",22,17,"DS","M",NA,122,"2871","0",FALSE,TRUE,"dipo",208.872920612232
71,66,1983-03-14,3,14,1983,"control",17,21,"DM","F",34,36,"3139","0",FALSE,TRUE,"dipo",83.6255798186177
71,66,1983-03-14,3,14,1983,"control",17,22,"DS","M",50,124,"3944","0",FALSE,TRUE,"dipo",211.43580339025
71,66,1983-03-14,3,14,1983,"new_exclosure",22,22,"PF","M",16,7,"8702","0",TRUE,FALSE,"small_granivore",24.4870121320489
71,66,1983-03-14,3,14,1983,"orig_exclosure",21,22,"RM","M",16,10,"8612","0",TRUE,FALSE,"small_granivore",31.9972214033309
71,66,1983-03-14,3,14,1983,"orig_exclosure",19,24,"PM","M",21,26,"3400","0",TRUE,FALSE,"small_granivore",65.5152311109777
71,66,1983-03-14,3,14,1983,"new_exclosure",22,27,"PF","M",16,7,"7612","0",TRUE,FALSE,"small_granivore",24.4870121320489
71,66,1983-03-14,3,14,1983,"orig_exclosure",19,31,"RM","M",16,8,"7511","0",TRUE,FALSE,"small_granivore",27.0663539374619
71,66,1983-03-14,3,14,1983,"new_exclosure",22,31,"DM","M",36,42,"3536","0",FALSE,TRUE,"dipo",93.8748452722046
71,66,1983-03-14,3,14,1983,"orig_exclosure",21,34,"PF","F",16,5,"8710","0",TRUE,FALSE,"small_granivore",19.0256616765792
71,66,1983-03-14,3,14,1983,"control",11,35,"DM","M",34,42,"3387","0",FALSE,TRUE,"dipo",93.8748452722046
71,66,1983-03-14,3,14,1983,"control",11,37,"DM","M",37,46,"3540","0",FALSE,TRUE,"dipo",100.503373641219
71,66,1983-03-14,3,14,1983,"new_exclosure",22,41,"DS","F",50,160,"4924","0",FALSE,TRUE,"dipo",255.977771226647
71,66,1983-03-14,3,14,1983,"control",11,42,"DM","M",36,45,"2732","0",FALSE,TRUE,"dipo",98.8602380143538
71,66,1983-03-14,3,14,1983,"control",11,43,"DM","F",37,37,"3842","0",FALSE,TRUE,"dipo",85.3617990345562
71,66,1983-03-14,3,14,1983,"control",11,45,"OT","F",21,28,"3583","0",FALSE,FALSE,"other",69.259729318276
71,66,1983-03-14,3,14,1983,"control",17,45,"DM","F",35,42,"3532","0",FALSE,TRUE,"dipo",93.8748452722046
71,66,1983-03-14,3,14,1983,"orig_exclosure",21,45,"SH",NA,NA,36.21052632,"0","0",FALSE,FALSE,"other",83.9920912227517
71,66,1983-03-14,3,14,1983,"control",17,47,"OL","M",20,36,"3100","0",FALSE,FALSE,"other",83.6255798186177
71,66,1983-03-14,3,14,1983,"control",11,52,"RM","M",18,14,"6011","0",TRUE,FALSE,"small_granivore",41.1820814442282
71,66,1983-03-14,3,14,1983,"orig_exclosure",21,52,"PF","M",16,7,"8711","0",TRUE,FALSE,"small_granivore",24.4870121320489
71,66,1983-03-14,3,14,1983,"orig_exclosure",21,57,"RM","F",15,8,"8613","0",TRUE,FALSE,"small_granivore",27.0663539374619
71,66,1983-03-14,3,14,1983,"control",11,62,"RM","M",18,11,"8602","0",TRUE,FALSE,"small_granivore",34.3681994673169
71,66,1983-03-14,3,14,1983,"control",11,64,"PF","M",17,6,"7602","0",TRUE,FALSE,"small_granivore",21.8135175789677
71,66,1983-03-14,3,14,1983,"control",11,67,"DM","F",36,49,"3125","0",FALSE,TRUE,"dipo",105.380274719703
71,66,1983-03-14,3,14,1983,"control",11,72,"DM","M",37,52,"3403","0",FALSE,TRUE,"dipo",110.18304597148
71,66,1983-03-14,3,14,1983,"orig_exclosure",19,74,"RM","M",15,8,"8710","0",TRUE,FALSE,"small_granivore",27.0663539374619
71,66,1983-03-14,3,14,1983,"new_exclosure",22,74,"DM","F",35,45,"3982","0",FALSE,TRUE,"dipo",98.8602380143538
71,66,1983-03-14,3,14,1983,"control",11,75,"DS","F",51,118,"3173","3342",FALSE,TRUE,"dipo",203.715358184933
71,66,1983-03-14,3,14,1983,"new_exclosure",22,75,"DM","M",37,48,"3942","0",FALSE,TRUE,"dipo",103.763161232581
71,66,1983-03-14,3,14,1983,"control",17,76,"DO","F",34,53,"3827","0",FALSE,TRUE,"dipo",111.768434661472
71,66,1983-03-14,3,14,1983,"control",11,77,"DM","M",37,46,"2473","0",FALSE,TRUE,"dipo",100.503373641219
71,66,1983-03-14,3,14,1983,"control",17,77,"OT","F",21,26,"3864","0",FALSE,FALSE,"other",65.5152311109777
71,66,1983-03-14,3,14,1983,"new_exclosure",22,77,"DM","M",36,45,"3943","0",FALSE,TRUE,"dipo",98.8602380143538
71,66,1983-03-14,3,15,1983,"control",4,11,"DM","F",35,46,"2912","0",FALSE,TRUE,"dipo",100.503373641219
71,66,1983-03-14,3,15,1983,"orig_exclosure",3,14,"PF","M",16,6,"8714","0",TRUE,FALSE,"small_granivore",21.8135175789677
71,66,1983-03-14,3,15,1983,"orig_exclosure",15,14,"PF","M",16,6,"6512","0",TRUE,FALSE,"small_granivore",21.8135175789677
71,66,1983-03-14,3,15,1983,"new_exclosure",2,15,"DM","M",37,43,"3625","0",FALSE,TRUE,"dipo",95.5462415403459
71,66,1983-03-14,3,15,1983,"control",4,17,"DM","M",34,42,"3060","0",FALSE,TRUE,"dipo",93.8748452722046
71,66,1983-03-14,3,15,1983,"new_exclosure",2,22,"DM","F",35,36,"3572","0",FALSE,TRUE,"dipo",83.6255798186177
71,66,1983-03-14,3,15,1983,"new_exclosure",8,22,"DO","M",37,53,"3644","0",FALSE,TRUE,"dipo",111.768434661472
71,66,1983-03-14,3,15,1983,"new_exclosure",2,24,"DS","M",50,91,"3835","3834",FALSE,TRUE,"dipo",167.646044363968
71,66,1983-03-14,3,15,1983,"new_exclosure",2,25,"DO","F",37,49,"3912","0",FALSE,TRUE,"dipo",105.380274719703
71,66,1983-03-14,3,15,1983,"new_exclosure",8,26,"PF","F",15,7,"7500","0",TRUE,FALSE,"small_granivore",24.4870121320489
71,66,1983-03-14,3,15,1983,"orig_exclosure",15,27,"RM","M",17,12,"6011","0",TRUE,FALSE,"small_granivore",36.6858174724557
71,66,1983-03-14,3,15,1983,"new_exclosure",8,34,"DS","F",48,107,"3886","0",FALSE,TRUE,"dipo",189.299775825279
71,66,1983-03-14,3,15,1983,"control",14,34,"DS","M",49,115,"3549","0",FALSE,TRUE,"dipo",199.818477997998
71,66,1983-03-14,3,15,1983,"orig_exclosure",15,36,"OL","M",21,34,"3100","0",FALSE,FALSE,"other",80.1164051605652
71,66,1983-03-14,3,15,1983,"new_exclosure",2,37,"PE","M",21,26,"3824","0",TRUE,FALSE,"small_granivore",65.5152311109777
71,66,1983-03-14,3,15,1983,"new_exclosure",8,37,"DS","F",49,129,"3817","0",FALSE,TRUE,"dipo",217.798331856724
71,66,1983-03-14,3,15,1983,"orig_exclosure",15,37,"PF","M",16,7,"7503","0",TRUE,FALSE,"small_granivore",24.4870121320489
71,66,1983-03-14,3,15,1983,"control",14,37,"DM","M",36,45,"4910","0",FALSE,TRUE,"dipo",98.8602380143538
71,66,1983-03-14,3,15,1983,"new_exclosure",2,41,"RM","M",16,11,"8702","0",TRUE,FALSE,"small_granivore",34.3681994673169
71,66,1983-03-14,3,15,1983,"new_exclosure",8,41,"DO","F",36,52,"3381","0",FALSE,TRUE,"dipo",110.18304597148
71,66,1983-03-14,3,15,1983,"orig_exclosure",15,41,"RM","M",17,11,"8602","0",TRUE,FALSE,"small_granivore",34.3681994673169
71,66,1983-03-14,3,15,1983,"control",4,43,"PF","M",15,5,"7513","0",TRUE,FALSE,"small_granivore",19.0256616765792
71,66,1983-03-14,3,15,1983,"new_exclosure",8,44,"PF","F",16,6,"7610","0",TRUE,FALSE,"small_granivore",21.8135175789677
71,66,1983-03-14,3,15,1983,"orig_exclosure",15,45,"PF","M",16,7,"6511","0",TRUE,FALSE,"small_granivore",24.4870121320489
71,66,1983-03-14,3,15,1983,"new_exclosure",8,47,"PF","F",15,5,"6510","0",TRUE,FALSE,"small_granivore",19.0256616765792
71,66,1983-03-14,3,15,1983,"orig_exclosure",3,51,"PF","M",16,6,"6503","0",TRUE,FALSE,"small_granivore",21.8135175789677
71,66,1983-03-14,3,15,1983,"new_exclosure",2,53,"DS","M",52,144,"3626","0",FALSE,TRUE,"dipo",236.528858281606
71,66,1983-03-14,3,15,1983,"control",14,54,"DM","F",35,44,"2739","0",FALSE,TRUE,"dipo",97.2079476020466
71,66,1983-03-14,3,15,1983,"control",4,55,"DM","F",36,43,"3097","3833",FALSE,TRUE,"dipo",95.5462415403459
71,66,1983-03-14,3,15,1983,"orig_exclosure",3,56,"PF","F",15,5,"8513","0",TRUE,FALSE,"small_granivore",19.0256616765792
71,66,1983-03-14,3,15,1983,"control",14,61,"PE","M",19,24,"3128","0",TRUE,FALSE,"small_granivore",61.6979448064802
71,66,1983-03-14,3,15,1983,"control",4,63,"DM","M",37,47,"3887","0",FALSE,TRUE,"dipo",102.137602618615
71,66,1983-03-14,3,15,1983,"new_exclosure",8,64,"PF","M",15,6,"7510","0",TRUE,FALSE,"small_granivore",21.8135175789677
71,66,1983-03-14,3,15,1983,"new_exclosure",8,65,"PF","M",14,6,"8511","0",TRUE,FALSE,"small_granivore",21.8135175789677
71,66,1983-03-14,3,15,1983,"control",14,65,"DM","M",35,43,"3892","0",FALSE,TRUE,"dipo",95.5462415403459
71,66,1983-03-14,3,15,1983,"orig_exclosure",3,67,"DM","F",35,48,"3880","0",FALSE,TRUE,"dipo",103.763161232581
71,66,1983-03-14,3,15,1983,"new_exclosure",8,72,"DS","F",50,113,"3542","0",FALSE,TRUE,"dipo",197.206442630021
71,66,1983-03-14,3,15,1983,"control",14,73,"DM","F",35,41,"3561","0",FALSE,TRUE,"dipo",92.1934694843704
71,66,1983-03-14,3,15,1983,"orig_exclosure",15,75,"RM","F",16,9,"8703","0",TRUE,FALSE,"small_granivore",29.5661072852007
72,67,1983-04-16,4,16,1983,"control",14,11,"PE","M",20,26,"3128","0",TRUE,FALSE,"small_granivore",65.5152311109777
72,67,1983-04-16,4,16,1983,"control",17,11,"DO","M",37,56,"3829","0",FALSE,TRUE,"dipo",116.480516210362
72,67,1983-04-16,4,16,1983,"orig_exclosure",19,13,"PF","M",16,8,"8603","0",TRUE,FALSE,"small_granivore",27.0663539374619
72,67,1983-04-16,4,16,1983,"orig_exclosure",21,13,"PF","M",16,8,"8041","0",TRUE,FALSE,"small_granivore",27.0663539374619
72,67,1983-04-16,4,16,1983,"orig_exclosure",21,21,"RM","F",17,12,"7510","0",TRUE,FALSE,"small_granivore",36.6858174724557
72,67,1983-04-16,4,16,1983,"control",17,22,"NA","F",28,44,"5045","0",FALSE,FALSE,"other",97.2079476020466
72,67,1983-04-16,4,16,1983,"new_exclosure",22,22,"PF","M",17,7,"8702","0",TRUE,FALSE,"small_granivore",24.4870121320489
72,67,1983-04-16,4,16,1983,"new_exclosure",22,25,"DS","M",52,123,"5051","5052",FALSE,TRUE,"dipo",210.155664294767
72,67,1983-04-16,4,16,1983,"control",17,26,"RM","M",17,11,"8712","0",TRUE,FALSE,"small_granivore",34.3681994673169
72,67,1983-04-16,4,16,1983,"orig_exclosure",19,26,"PF","M",17,6,"6500","0",TRUE,FALSE,"small_granivore",21.8135175789677
72,67,1983-04-16,4,16,1983,"new_exclosure",22,26,"PF","M",16,7,"7612","0",TRUE,FALSE,"small_granivore",24.4870121320489
72,67,1983-04-16,4,16,1983,"new_exclosure",22,27,"DS","M",NA,122,"5044","0",FALSE,TRUE,"dipo",208.872920612232
72,67,1983-04-16,4,16,1983,"control",14,31,"DM","M",37,48,"3226","0",FALSE,TRUE,"dipo",103.763161232581
72,67,1983-04-16,4,16,1983,"control",17,31,"DS","M",50,130,"3944","0",FALSE,TRUE,"dipo",219.06337816878
72,67,1983-04-16,4,16,1983,"control",14,32,"DS","M",49,120,"3549","0",FALSE,TRUE,"dipo",206.29951213152
72,67,1983-04-16,4,16,1983,"new_exclosure",22,34,"RM","F",17,10,"-1","0",TRUE,FALSE,"small_granivore",31.9972214033309
72,67,1983-04-16,4,16,1983,"new_exclosure",22,37,"DS","F",51,116,"4924","0",FALSE,TRUE,"dipo",201.120230609569
72,67,1983-04-16,4,16,1983,"new_exclosure",22,41,"DM","M",36,39,"3536","0",FALSE,TRUE,"dipo",88.7995411482622
