"newmoonnumber","period","censusdate","month","day","year","treatment","plot","stake","species","sex","hfl","wgt","tag","ltag","brown_trtmnt","granivore","omnivore","small_granivore","small_omnivore","dipo","offset_year","type","energy"
6,6,1977-12-10,12,11,1977,"control",14,45,"NA",NA,NA,162.5347738,"0","0","dipo_present",0,1,FALSE,FALSE,FALSE,1977,"other",259.013252088968
6,6,1977-12-10,12,11,1977,"control",12,54,"DM","F",38,36,"4858","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",83.6255798186177
6,6,1977-12-10,12,11,1977,"control",12,56,"DM","M",37,41,"4838","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",92.1934694843704
6,6,1977-12-10,12,11,1977,"control",11,57,"OT",NA,NA,24.05599577,"0","0","dipo_present",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",61.8058765978623
6,6,1977-12-10,12,11,1977,"control",14,63,"DM","M",37,44,"4876","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",97.2079476020466
6,6,1977-12-10,12,11,1977,"control",11,64,"DS","M",48,138,"4861","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",229.098149462921
6,6,1977-12-10,12,11,1977,"control",12,64,"DS","M",49,110,"4542","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",193.266588328572
6,6,1977-12-10,12,11,1977,"exclosure",3,73,"PF","M",16,7,"0","0","dipo_absent",1,0,TRUE,FALSE,FALSE,1977,"small_granivore",24.4870121320489
6,6,1977-12-10,12,11,1977,"control",11,76,"DS","F",51,121,"4845","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",207.587545628344
6,6,1977-12-10,12,11,1977,"exclosure",21,76,"OT",NA,NA,24.05599577,"0","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",61.8058765978623
6,6,1977-12-10,12,11,1977,"exclosure",21,76,"OT",NA,NA,24.05599577,"0","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",61.8058765978623
6,6,1977-12-10,12,NA,1977,"exclosure",15,NA,NA,NA,NA,NA,NA,NA,"dipo_absent",NA,NA,FALSE,FALSE,FALSE,1977,"other",NA
6,6,1977-12-10,12,NA,1977,"exclosure",19,NA,NA,NA,NA,NA,NA,NA,"dipo_absent",NA,NA,FALSE,FALSE,FALSE,1977,"other",NA
7,7,1978-01-08,1,8,1978,"exclosure",3,11,"OL",NA,NA,31.12671977,"0","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",74.9829086817215
7,7,1978-01-08,1,8,1978,"exclosure",3,22,"NA",NA,NA,162.5347738,"0","0","dipo_absent",0,1,FALSE,FALSE,FALSE,1977,"other",259.013252088968
7,7,1978-01-08,1,8,1978,"exclosure",3,54,"PF","M",15,7,"0","0","dipo_absent",1,0,TRUE,FALSE,FALSE,1977,"small_granivore",24.4870121320489
7,7,1978-01-08,1,9,1978,"control",14,14,"OT",NA,NA,24.05599577,"0","0","dipo_present",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",61.8058765978623
7,7,1978-01-08,1,9,1978,"control",11,31,"DM","M",36,40,"4883","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",90.5018089336904
7,7,1978-01-08,1,9,1978,"control",14,35,"OL",NA,NA,31.12671977,"0","0","dipo_present",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",74.9829086817215
7,7,1978-01-08,1,9,1978,"control",11,36,"NA",NA,NA,162.5347738,"0","0","dipo_present",0,1,FALSE,FALSE,FALSE,1977,"other",259.013252088968
7,7,1978-01-08,1,9,1978,"control",8,42,"OT",NA,NA,24.05599577,"0","0","dipo_present",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",61.8058765978623
7,7,1978-01-08,1,9,1978,"control",8,44,"DS","M",53,150,"4543","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",243.882540674793
7,7,1978-01-08,1,9,1978,"control",11,44,"DM","M",38,44,"4389","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",97.2079476020466
7,7,1978-01-08,1,9,1978,"control",14,46,"DM","F",36,40,"4426","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",90.5018089336904
7,7,1978-01-08,1,9,1978,"control",11,52,"DS","F",51,122,"4845","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",208.872920612232
7,7,1978-01-08,1,9,1978,"control",8,53,"DS","F",50,136,"4847","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",226.603413493298
7,7,1978-01-08,1,9,1978,"control",14,54,"NA",NA,NA,162.5347738,"0","0","dipo_present",0,1,FALSE,FALSE,FALSE,1977,"other",259.013252088968
7,7,1978-01-08,1,9,1978,"control",14,57,"DS","F",48,116,"4540","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",201.120230609569
7,7,1978-01-08,1,9,1978,"control",11,67,"DM","F",37,39,"4882","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",88.7995411482622
7,7,1978-01-08,1,9,1978,"control",14,72,"DM","M",36,46,"4876","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",100.503373641219
7,7,1978-01-08,1,9,1978,"control",11,77,"DS","M",53,136,"4388","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",226.603413493298
7,7,1978-01-08,1,10,1978,"control",12,22,"NA",NA,NA,162.5347738,"0","0","dipo_present",0,1,FALSE,FALSE,FALSE,1977,"other",259.013252088968
7,7,1978-01-08,1,10,1978,"control",12,23,"DM","F",36,35,"4858","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",81.8772598057385
7,7,1978-01-08,1,10,1978,"exclosure",21,24,"OT",NA,NA,24.05599577,"0","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",61.8058765978623
7,7,1978-01-08,1,10,1978,"exclosure",21,45,"OT",NA,NA,24.05599577,"0","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",61.8058765978623
7,7,1978-01-08,1,10,1978,"control",12,67,"DM","M",NA,41,"4833","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",92.1934694843704
7,7,1978-01-08,1,NA,1978,"exclosure",15,NA,NA,NA,NA,NA,NA,NA,"dipo_absent",NA,NA,FALSE,FALSE,FALSE,1977,"other",NA
7,7,1978-01-08,1,NA,1978,"exclosure",19,NA,NA,NA,NA,NA,NA,NA,"dipo_absent",NA,NA,FALSE,FALSE,FALSE,1977,"other",NA
8,8,1978-02-18,2,18,1978,"exclosure",3,12,"OT","M",NA,24,"4639","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",61.6979448064802
8,8,1978-02-18,2,18,1978,"exclosure",3,54,"OT","F",15,23,"0","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",59.7596635079572
8,8,1978-02-18,2,19,1978,"exclosure",21,24,"OT","F",20,23,"4683","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",59.7596635079572
8,8,1978-02-18,2,19,1978,"control",11,43,"DM","M",36,44,"4689","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",97.2079476020466
8,8,1978-02-18,2,19,1978,"control",11,44,"DM","M",38,48,"4389","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",103.763161232581
8,8,1978-02-18,2,19,1978,"control",14,45,"DS","F",47,116,"4540","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",201.120230609569
8,8,1978-02-18,2,19,1978,"control",14,46,"DM","F",39,44,"4426","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",97.2079476020466
8,8,1978-02-18,2,19,1978,"control",8,52,"DS","F",49,132,"4847","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",221.586202550956
8,8,1978-02-18,2,19,1978,"exclosure",21,56,"OT",NA,NA,24.05599577,"0","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",61.8058765978623
8,8,1978-02-18,2,19,1978,"control",11,65,"DM",NA,NA,43.52721657,"0","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",96.4235104463235
8,8,1978-02-18,2,19,1978,"control",14,65,"NA",NA,NA,197,"0","0","dipo_present",0,1,FALSE,FALSE,FALSE,1977,"other",299.200238938645
8,8,1978-02-18,2,19,1978,"control",8,NA,"DS","M",55,154,"4543","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",248.744110642271
8,8,1978-02-18,2,20,1978,"exclosure",15,24,"DM","M",38,49,"4893","0","dipo_absent",1,0,FALSE,FALSE,TRUE,1977,"dipo",105.380274719703
8,8,1978-02-18,2,20,1978,"control",12,34,"DM","F",37,36,"4858","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",83.6255798186177
8,8,1978-02-18,2,20,1978,"control",12,42,"DS","F",50,133,"4535","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",222.844026566197
8,8,1978-02-18,2,20,1978,"exclosure",15,42,"DM","M",38,50,"0","0","dipo_absent",1,0,FALSE,FALSE,TRUE,1977,"dipo",106.989157998308
8,8,1978-02-18,2,20,1978,"exclosure",15,44,"DM","F",35,40,"0","0","dipo_absent",1,0,FALSE,FALSE,TRUE,1977,"dipo",90.5018089336904
8,8,1978-02-18,2,20,1978,"control",12,56,"DM","M",38,44,"4833","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",97.2079476020466
8,8,1978-02-18,2,NA,1978,"exclosure",19,NA,NA,NA,NA,NA,NA,NA,"dipo_absent",NA,NA,FALSE,FALSE,FALSE,1977,"other",NA
9,9,1978-03-11,3,11,1978,"exclosure",3,23,"NA","M",32,232,"4510","0","dipo_absent",0,1,FALSE,FALSE,FALSE,1977,"other",338.242561909173
9,9,1978-03-11,3,11,1978,"exclosure",3,31,"OT","F",21,22,"4518","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",57.8001914615828
9,9,1978-03-11,3,11,1978,"exclosure",3,73,"OT","M",21,26,"4639","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",65.5152311109777
9,9,1978-03-11,3,11,1978,"exclosure",3,75,"PF","M",15,8,"110","0","dipo_absent",1,0,TRUE,FALSE,FALSE,1977,"small_granivore",27.0663539374619
9,9,1978-03-11,3,12,1978,"control",14,24,"DS","F",NA,116,"4540","4677","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",201.120230609569
9,9,1978-03-11,3,12,1978,"exclosure",21,24,"OT",NA,NA,24.05599577,"0","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",61.8058765978623
9,9,1978-03-11,3,12,1978,"exclosure",21,31,"PF","F",NA,7.899749373,"-1","0","dipo_absent",1,0,TRUE,FALSE,FALSE,1977,"small_granivore",26.8115703456281
9,9,1978-03-11,3,12,1978,"control",11,43,"DS","M",53,138,"4388","4680","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",229.098149462921
9,9,1978-03-11,3,12,1978,"control",11,44,"DM","M",36,43,"4689","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",95.5462415403459
9,9,1978-03-11,3,12,1978,"control",14,45,"DM",NA,NA,43.52721657,"0","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",96.4235104463235
9,9,1978-03-11,3,12,1978,"exclosure",21,45,"OT","M",NA,24.05599577,"4676","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",61.8058765978623
9,9,1978-03-11,3,12,1978,"control",11,46,"DM","F",37,43,"4882","4681","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",95.5462415403459
9,9,1978-03-11,3,12,1978,"control",11,54,"DM","M",36,46,"4382","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",100.503373641219
9,9,1978-03-11,3,12,1978,"control",14,54,"DM","F",NA,44,"4426","4675","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",97.2079476020466
9,9,1978-03-11,3,12,1978,"control",11,73,"DS","F",NA,132,"4845","4678","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",221.586202550956
9,9,1978-03-11,3,13,1978,"control",8,11,"DS","M",49,152,"4543","4670","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",246.317323786337
9,9,1978-03-11,3,13,1978,"exclosure",15,21,"DM","M",36,48,"0","0","dipo_absent",1,0,FALSE,FALSE,TRUE,1977,"dipo",103.763161232581
9,9,1978-03-11,3,13,1978,"control",8,26,"OT","M",15,29,"4669","0","dipo_present",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",71.1067394489141
9,9,1978-03-11,3,13,1978,"exclosure",15,26,"DM","F",NA,44,"0","0","dipo_absent",1,0,FALSE,FALSE,TRUE,1977,"dipo",97.2079476020466
9,9,1978-03-11,3,13,1978,"exclosure",15,27,"DM","M",35,45,"0","0","dipo_absent",1,0,FALSE,FALSE,TRUE,1977,"dipo",98.8602380143538
9,9,1978-03-11,3,13,1978,"control",8,32,"DO","M",35,57,"4668","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",118.037066617257
9,9,1978-03-11,3,13,1978,"control",8,51,"DS","F",47,134,"4847","4667","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",224.099488446291
9,9,1978-03-11,3,13,1978,"control",8,63,"OT","F",16,35,"-1","0","dipo_present",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",81.8772598057385
9,9,1978-03-11,3,13,1978,"exclosure",15,63,"DM","M",37,48,"4378","0","dipo_absent",1,0,FALSE,FALSE,TRUE,1977,"dipo",103.763161232581
9,9,1978-03-11,3,13,1978,"exclosure",15,NA,"DM","M",36,46,"0","0","dipo_absent",1,0,FALSE,FALSE,TRUE,1977,"dipo",100.503373641219
9,9,1978-03-11,3,NA,1978,"control",12,NA,NA,NA,NA,NA,NA,NA,"dipo_present",NA,NA,FALSE,FALSE,FALSE,1977,"other",NA
9,9,1978-03-11,3,NA,1978,"exclosure",19,NA,NA,NA,NA,NA,NA,NA,"dipo_absent",NA,NA,FALSE,FALSE,FALSE,1977,"other",NA
10,10,1978-04-08,4,8,1978,"exclosure",3,41,"NA","F",32,182,"4661","0","dipo_absent",0,1,FALSE,FALSE,FALSE,1977,"other",281.945915474252
10,10,1978-04-08,4,8,1978,"exclosure",21,41,"OT","F",20,23,"4683","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",59.7596635079572
10,10,1978-04-08,4,9,1978,"control",11,15,"DS","M",52,131,"4388","4680","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",220.325994010241
10,10,1978-04-08,4,9,1978,"control",8,25,"DS","M",52,148,"4543","4670","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",241.439627806472
10,10,1978-04-08,4,9,1978,"control",11,44,"DM","M",35,44,"4689","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",97.2079476020466
10,10,1978-04-08,4,9,1978,"control",8,52,"DS","F",48,142,"4847","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",234.060713554663
10,10,1978-04-08,4,9,1978,"control",11,53,"DM","F",36,46,"4882","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",100.503373641219
10,10,1978-04-08,4,9,1978,"control",14,54,"DS","F",46,142,"4540","4677","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",234.060713554663
10,10,1978-04-08,4,9,1978,"control",8,55,"DM",NA,NA,43.52721657,"0","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",96.4235104463235
10,10,1978-04-08,4,9,1978,"control",11,74,"DS","F",51,132,"4845","4678","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",221.586202550956
10,10,1978-04-08,4,9,1978,"control",11,75,"DS","F",47,75,"4421","4422","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",145.013426297702
10,10,1978-04-08,4,9,1978,"control",14,77,"DM","F",NA,49,"4426","4675","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",105.380274719703
10,10,1978-04-08,4,10,1978,"control",12,35,"DM","F",37,41,"4858","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",92.1934694843704
10,10,1978-04-08,4,10,1978,"control",12,41,"DS","F",NA,117,"4535","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",202.41918070181
10,10,1978-04-08,4,10,1978,"control",12,57,"DM","M",38,45,"4833","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",98.8602380143538
10,10,1978-04-08,4,10,1978,"exclosure",15,63,"DM","M",36,47,"0","0","dipo_absent",1,0,FALSE,FALSE,TRUE,1977,"dipo",102.137602618615
10,10,1978-04-08,4,NA,1978,"exclosure",19,NA,NA,NA,NA,NA,NA,NA,"dipo_absent",NA,NA,FALSE,FALSE,FALSE,1977,"other",NA
11,11,1978-05-17,5,17,1978,"exclosure",21,12,"OL","F",19,29,"4485","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",71.1067394489141
11,11,1978-05-17,5,17,1978,"control",12,21,"DS","F",NA,121,"4535","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",207.587545628344
11,11,1978-05-17,5,17,1978,"control",12,37,"DM","F",37,41,"4858","4482","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",92.1934694843704
11,11,1978-05-17,5,17,1978,"control",12,77,"DS","F",50,83,"4484","4483","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",156.466308239007
11,11,1978-05-17,5,18,1978,"control",11,16,"DS","M",52,118,"4388","4680","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",203.715358184933
11,11,1978-05-17,5,18,1978,"control",11,22,"DM","M",36,42,"4689","1441","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",93.8748452722046
11,11,1978-05-17,5,18,1978,"exclosure",3,24,"NA","F",NA,182,"4661","0","dipo_absent",0,1,FALSE,FALSE,FALSE,1977,"other",281.945915474252
11,11,1978-05-17,5,18,1978,"control",11,26,"DM","F",34,29,"1435","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",71.1067394489141
11,11,1978-05-17,5,18,1978,"control",14,45,"DS","F",48,121,"4540","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",207.587545628344
11,11,1978-05-17,5,18,1978,"control",11,52,"PP","M",21,15,"7000","0","dipo_present",1,0,TRUE,FALSE,FALSE,1977,"small_granivore",43.3691300549964
11,11,1978-05-17,5,18,1978,"control",11,53,"DM","F",35,29,"1442","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",71.1067394489141
11,11,1978-05-17,5,18,1978,"exclosure",15,67,"DM","M",37,41,"4437","0","dipo_absent",1,0,FALSE,FALSE,TRUE,1977,"dipo",92.1934694843704
11,11,1978-05-17,5,18,1978,"control",14,73,"DM","M",35,46,"4380","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",100.503373641219
11,11,1978-05-17,5,18,1978,"control",11,75,"DS","F",52,97,"4421","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",175.869717951792
11,11,1978-05-17,5,18,1978,"control",11,76,"DM","M",34,21,"1423","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",55.8183169587426
11,11,1978-05-17,5,18,1978,"control",14,77,"DM","F",36,44,"4426","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",97.2079476020466
11,11,1978-05-17,5,19,1978,"control",8,26,"DS","F",50,108,"4444","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",190.625099338474
11,11,1978-05-17,5,19,1978,"control",8,32,"DO","M",35,54,"4668","1438","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",113.346362215707
11,11,1978-05-17,5,19,1978,"control",8,35,"PF","F",15,7,"9001","0","dipo_present",1,0,TRUE,FALSE,FALSE,1977,"small_granivore",24.4870121320489
11,11,1978-05-17,5,19,1978,"control",8,41,"DS","F",48,125,"4847","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",212.713364128719
11,11,1978-05-17,5,NA,1978,"exclosure",19,NA,NA,NA,NA,NA,NA,NA,"dipo_absent",NA,NA,FALSE,FALSE,FALSE,1977,"other",NA
12,12,1978-06-08,6,8,1978,"control",12,11,"DS","M",NA,90,"1428","1427","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",166.262439514798
12,12,1978-06-08,6,8,1978,"control",8,14,"DS","F",51,110,"4444","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",193.266588328572
12,12,1978-06-08,6,8,1978,"control",11,15,"DS","M",51,119,"4388","4680","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",205.00879239941
12,12,1978-06-08,6,8,1978,"control",12,21,"DS","F",49,84,"1426","1425","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",157.878041743788
12,12,1978-06-08,6,8,1978,"control",11,24,"DM","F",36,43,"4882","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",95.5462415403459
12,12,1978-06-08,6,8,1978,"control",8,27,"DO","F",34,55,"4859","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",114.91700096632
12,12,1978-06-08,6,8,1978,"control",12,31,"DS","F",52,115,"4535","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",199.818477997998
12,12,1978-06-08,6,8,1978,"control",12,37,"DM","F",33,16,"1414","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",45.52
12,12,1978-06-08,6,8,1978,"control",8,44,"DS","F",47,125,"4847","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",212.713364128719
12,12,1978-06-08,6,8,1978,"control",12,44,"DM","M",NA,19,"1424","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",51.7818386467049
12,12,1978-06-08,6,8,1978,"control",8,46,"DO","M",36,55,"4668","1438","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",114.91700096632
12,12,1978-06-08,6,8,1978,"exclosure",21,64,"PF","M",15,8,"7010","0","dipo_absent",1,0,TRUE,FALSE,FALSE,1977,"small_granivore",27.0663539374619
12,12,1978-06-08,6,8,1978,"control",12,67,"DM","F",NA,39,"4858","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",88.7995411482622
12,12,1978-06-08,6,8,1978,"control",11,72,"DS","F",49,98,"4421","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",177.227790500499
12,12,1978-06-08,6,8,1978,"control",8,73,"PF","F",15,8,"9001","0","dipo_present",1,0,TRUE,FALSE,FALSE,1977,"small_granivore",27.0663539374619
12,12,1978-06-08,6,8,1978,"exclosure",21,75,"OT","M",18,12,"1421","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",36.6858174724557
12,12,1978-06-08,6,8,1978,"control",11,76,"DM","M",NA,26,"1423","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",65.5152311109777
12,12,1978-06-08,6,8,1978,"control",11,77,"PP","M",21,15,"7000","0","dipo_present",1,0,TRUE,FALSE,FALSE,1977,"small_granivore",43.3691300549964
12,12,1978-06-08,6,8,1978,"control",12,77,"DS","F",51,84,"4484","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",157.878041743788
12,12,1978-06-08,6,9,1978,"control",14,21,"DM","M",38,46,"4380","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",100.503373641219
12,12,1978-06-08,6,9,1978,"control",14,26,"DS","F",51,122,"4540","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",208.872920612232
12,12,1978-06-08,6,9,1978,"exclosure",3,41,"OT","F",20,29,"4634","0","dipo_absent",0,1,FALSE,TRUE,FALSE,1977,"small_omnivore",71.1067394489141
12,12,1978-06-08,6,9,1978,"control",14,73,"DM","M",35,28,"1486","0","dipo_present",1,0,FALSE,FALSE,TRUE,1977,"dipo",69.259729318276
12,12,1978-06-08,6,NA,1978,"exclosure",15,NA,NA,NA,NA,NA,NA,NA,"dipo_absent",NA,NA,FALSE,FALSE,FALSE,1977,"other",NA
12,12,1978-06-08,6,NA,1978,"exclosure",19,NA,NA,NA,NA,NA,NA,NA,"dipo_absent",NA,NA,FALSE,FALSE,FALSE,1977,"other",NA
13,13,1978-07-07,7,7,1978,"control",11,12,"PP","M",22,16,"7000","0","dipo_present",1,0,TRUE,FALSE,FALSE,1978,"small_granivore",45.52
13,13,1978-07-07,7,7,1978,"control",12,13,"DM","F",38,44,"4858","0","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",97.2079476020466
13,13,1978-07-07,7,7,1978,"control",12,17,"DM","M",31,17,"-1","0","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",47.6374995226924
13,13,1978-07-07,7,7,1978,"control",12,21,"DS","F",51,122,"4535","0","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",208.872920612232
13,13,1978-07-07,7,7,1978,"control",11,25,"DS","M",52,122,"4388","0","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",208.872920612232
13,13,1978-07-07,7,7,1978,"control",11,27,"DM","F",37,48,"4882","4681","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",103.763161232581
13,13,1978-07-07,7,7,1978,"control",12,31,"DS","M",53,95,"1428","0","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",173.143012844186
13,13,1978-07-07,7,7,1978,"control",8,35,"DO","M",35,51,"4668","0","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",108.590016337657
13,13,1978-07-07,7,7,1978,"control",8,41,"DS","F",49,124,"4847","0","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",211.43580339025
13,13,1978-07-07,7,7,1978,"control",12,41,"DS","F",51,87,"1426","1425","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",162.088314370844
13,13,1978-07-07,7,7,1978,"control",8,42,"DM","F",35,36,"1482","0","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",83.6255798186177
13,13,1978-07-07,7,7,1978,"control",8,44,"DS","F",50,111,"4444","0","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",194.582823293626
13,13,1978-07-07,7,7,1978,"control",12,51,"DM","M",35,27,"1465","1466","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",67.3961502032971
13,13,1978-07-07,7,7,1978,"control",11,55,"DS","F",51,96,"4421","0","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",174.508140631742
13,13,1978-07-07,7,7,1978,"control",12,55,"DM","F",35,40,"1477","0","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",90.5018089336904
13,13,1978-07-07,7,7,1978,"control",12,56,"DM","M",37,43,"1478","1473","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",95.5462415403459
13,13,1978-07-07,7,7,1978,"exclosure",21,65,"PF","M",16,8,"7010","0","dipo_absent",1,0,TRUE,FALSE,FALSE,1978,"small_granivore",27.0663539374619
13,13,1978-07-07,7,7,1978,"control",12,66,"DS","M",52,106,"1471","1470","dipo_present",1,0,FALSE,FALSE,TRUE,1978,"dipo",187.971352090702
